,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,X_VALUE,Y_VALUE,latitude,longitude
0,AA0006589639,교육/보건,보건시설,한의원,,,가온자리한의원,207529.155834,448079.81508699997,37.53218639098622,127.0851835070445
1,AA0006596568,교육/보건,보건시설,기타보건시설,약국,미분류,대흥당약국,204191.841619,453156.082971,37.5779446309197,127.04745474787522
2,AA0006782411,산업,서비스산업,언론/미디어,음반/비디오,,팝스디브이디,207161.80285,445671.904828,37.51049399707363,127.08100388776758
3,AA0006926344,산업,서비스산업,종합상품판매업,시장,일반시장,마포농수산물시장,191030.24926500002,451744.527029,37.56519246443755,126.89847310946524
4,AA0006501460,산업,서비스산업,종합상품판매업,편의점,CU,씨유,193999.81446,440934.17438100005,37.46781498628842,126.93217323447429
5,AA0006559755,교육/보건,보건시설,한의원,,,김영훈한의원,211033.50174500002,448090.44249799993,37.53224689107388,127.12483112982055
6,AA0006564713,교육/보건,보건시설,한의원,,,우아미한의원,201322.29645999998,444015.23836400005,37.495594167148454,127.01495292203896
7,AA0006597015,교육/보건,보건시설,기타보건시설,약국,미분류,동인약국,196937.904073,441318.91464499995,37.47129593302871,126.96538411997292
8,AA0006603738,교육/보건,보건시설,기타보건시설,약국,미분류,우리들약국,188575.707753,449414.59251899994,37.54417269988024,126.87072694944969
9,AA0006783602,산업,서비스산업,언론/미디어,음반/비디오,,석비디오,198827.762512,450895.667605,37.5575871772206,126.98673301526885
10,AA0006789863,산업,서비스산업,언론/미디어,기타언론/미디어,,트윈픽쳐스,208640.277139,444940.465849,37.50389105337927,127.09771762548861
11,AA0006790712,산업,서비스산업,언론/미디어,기타언론/미디어,,구혜선필름,201285.825664,448618.84687,37.53707289694958,127.0145485495289
12,AA0006523797,교육/보건,보건시설,병/의원,미분류,,동산의원,201224.134172,461896.717309,37.65670543528049,127.01387273014186
13,AA0006560221,교육/보건,보건시설,한의원,,,닥터정한의원,201789.846388,446205.579654,37.51532846929896,127.02024544417951
14,AA0006564168,교육/보건,보건시설,한의원,,,연세한의원,198384.927968,442927.21854499995,37.48579056149729,126.9817386714749
15,AA0006565485,교육/보건,보건시설,한의원,,,자미당한의원,199867.57518299998,444420.67191599996,37.49924808670553,126.99850242777485
16,AA0006789886,산업,서비스산업,언론/미디어,기타언론/미디어,,필름크루,207701.887881,445131.55830200005,37.505621106995214,127.08710687981123
17,AA0006791139,산업,서비스산업,언론/미디어,기타언론/미디어,,모베터필름,195869.76255,457070.319826,37.613211838968034,126.95322058457178
18,AA0009489595,교육/보건,교육시설,중등교육기관,공립중학교,,한울중학교,191549.930616,440358.95451,37.462613055679576,126.90448609831442
19,AA0003897518,산업,서비스산업,종합상품판매업,시장,미분류,천호시장,211294.43656300002,449063.220608,37.54100844770015,127.12779825119885
20,AA0003897604,산업,서비스산업,종합상품판매업,시장,미분류,장안제일시장,207150.06620899998,453898.115574,37.584612078374235,127.08095125265126
21,AA0005536689,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,200301.77790699998,452128.98719200003,37.56870003909155,127.00341592695982
22,AA0006567252,교육/보건,보건시설,한의원,,,하늘땅한의원,204705.553905,451932.33215699997,37.56691622038103,127.05326249590559
23,AA0006573706,숙박/음식,숙박시설,기타숙박시설,,,코업,193996.432606,442889.906423,37.48543628733853,126.93211906936321
24,AA0009423257,산업,서비스산업,종합상품판매업,할인매장,대형지역슈퍼,제일소비자유통월곡점,204049.716395,456363.59246499994,37.60684466114883,127.04586351719973
25,AA0009216657,산업,서비스산업,종합상품판매업,백화점,롯데백화점,빌리엔젤,204191.340596,453438.19165600004,37.58048641467574,127.0474506889456
26,AA0002115456,교육/보건,교육시설,중등교육기관,공립중학교,,고척중학교,187808.331021,444537.675463,37.50022184626902,126.86212450398688
27,AA0002131324,교육/보건,교육시설,대학교,종합대학,부속시설,사회교육원,209554.44365899998,460393.51028900006,37.64311293941007,127.10825777662177
28,AA0006717676,산업,서비스산업,언론/미디어,음반/비디오,,타워비디오,193034.398682,458248.674542,37.6238115641119,126.92109581921231
29,AA0006597596,교육/보건,보건시설,기타보건시설,약국,메디팜,메디팜광주약국,198083.180491,450950.729671,37.55808203728486,126.97830594610984
30,AA0006558553,교육/보건,보건시설,한의원,,,경희누리한의원,207132.109781,454640.315366,37.59129937669168,127.08075517898507
31,AA0006596237,교육/보건,보건시설,기타보건시설,약국,미분류,대림우리약국,190568.124507,443454.92063599994,37.49049847190506,126.89334880563736
32,AA0006603815,교육/보건,보건시설,기타보건시설,약국,미분류,우리약국,204182.749418,457118.598675,37.61364658856767,127.04737444613815
33,AA0006605475,교육/보건,보건시설,기타보건시설,약국,미분류,제당약국,193944.098629,444079.084575,37.49615052295094,126.93151756039377
34,AA0006926252,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,207244.522871,453443.43717,37.5805147214957,127.08201617200362
35,AA0003897697,산업,서비스산업,종합상품판매업,시장,전통시장,중곡제일골목시장,207160.564942,451549.23675,37.56344874192132,127.0810471779686
36,AA0000164960,교육/보건,보건시설,한의원,,,거여경희한의원,213127.626263,443707.79915200005,37.49273180266039,127.14844539770205
37,AA0003154765,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,JOYNCINEMA,201939.372511,447058.70856999996,37.5230148855088,127.02193902551136
38,AA0002572044,레저/관광/예술,문화/예술시설,공연/연극장,문화예술회관,,노원문화예술회관,207098.183192,461196.74373199994,37.65037218967773,127.08043465440251
39,AA0000042603,교육/보건,교육시설,유아교육기관,어린이집,,애일선교어린이집,202734.06436400002,453006.268875,37.57660029524118,127.03095107509618
40,AA0000042806,교육/보건,교육시설,유아교육기관,어린이집,,한내들어린이집,206621.30731600002,456068.164537,37.60416797599108,127.07498439818131
41,AA0000046449,교육/보건,교육시설,유아교육기관,어린이집,,영삼어린이집,191527.322427,446875.316083,37.52132566351256,126.90415555741333
42,AA0000162707,교육/보건,보건시설,한의원,,,북한산한의원,200765.590319,456896.318125,37.611653056072704,127.00867095935452
43,AA0000163414,교육/보건,보건시설,한의원,,,신중앙한의원,203224.710758,453296.993423,37.57921811909332,127.03650673332979
44,AA0003146935,교육/보건,보건시설,한의원,,,려한의원,202540.13941099998,444134.75200100004,37.49666844708403,127.02872506393715
45,AA0003147991,교육/보건,보건시설,한의원,,,발머스한의원,202289.64690599998,444585.598841,37.500731260021375,127.02589378245933
46,AA0003152465,교육/보건,보건시설,한의원,,,동원미한의원,194447.172256,450688.29415699997,37.5557027690227,126.93715657203748
47,AA0002571942,레저/관광/예술,문화/예술시설,공연/연극장,미분류,,CTS아트홀,194458.452142,445932.527617,37.51285336407894,126.93732010279543
48,AA0000041938,교육/보건,교육시설,유아교육기관,어린이집,,서일대학교부설어린이집,208606.013936,454204.98474499997,37.58736448863171,127.09743871079138
49,AA0000042321,교육/보건,교육시설,유아교육기관,어린이집,,구립성이어린이집,204868.59129100002,448551.862609,37.53645741703892,127.0550855055443
50,AA0000089977,교육/보건,보건시설,기타보건시설,약국,지역약국,청와약국,190094.442208,442796.15578900004,37.4845580025017,126.88800150059946
51,AA0000160201,교육/보건,보건시설,한의원,,,이건한의원,207147.341698,451778.257555,37.565512311401754,127.0808997415992
52,AA0000162594,교육/보건,보건시설,한의원,,,오씨전통한의원,198356.64578800002,441659.576259,37.474368938981236,126.98142171791693
53,AA0002571354,레저/관광/예술,문화/예술시설,전시관,,,월드컵전시관,190975.888627,452372.476737,37.57084972470018,126.8978500866324
54,AA0000042559,교육/보건,교육시설,유아교육기관,어린이집,,보인푸른숲어린이집,205307.422926,455384.900171,37.598020346962734,127.06010009198135
55,AA0000043356,교육/보건,교육시설,유아교육기관,어린이집,,해원어린이집,202254.40974,459293.18569300004,37.6332460848872,127.02554048746589
56,AA0000043466,교육/보건,교육시설,유아교육기관,어린이집,,창4동어린이집,204698.085903,460285.594383,37.64217829428309,127.05323156837756
57,AA0000046585,교육/보건,교육시설,유아교육기관,어린이집,,소망어린이집,192993.149828,445883.725063,37.51240369370247,126.92074669186681
58,AA0000069693,교육/보건,보건시설,기타보건시설,약국,지역약국,청구종로약국,201140.274726,450968.99299899995,37.55824787709331,127.01290535502321
59,AA0000091753,교육/보건,보건시설,기타보건시설,약국,지역약국,아파트약국,202707.050521,452442.90371800005,37.571524484998534,127.03064318402711
60,AA0003147107,산업,서비스산업,종합상품판매업,백화점,미분류,다이소강남역1호점,202290.728194,444758.67252200004,37.502290661248736,127.02590654959683
61,AA0000042858,교육/보건,교육시설,유아교육기관,어린이집,,아가사랑어린이집,206623.969685,455756.05468299997,37.60135587940888,127.07501172513102
62,AA0000046527,교육/보건,교육시설,유아교육기관,어린이집,,새예닮어린이집,192334.06633499998,446040.283708,37.51380905482427,126.91329028450433
63,AA0000047591,교육/보건,교육시설,유아교육기관,어린이집,,연세중앙어린이집,206513.802202,443175.47141800006,37.488005793684096,127.07365255788231
64,AA0006499911,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,191991.722085,450220.059157,37.551465925746896,126.909372460092
65,AA0006565394,교육/보건,보건시설,한의원,,,일맥한의원,192949.70738399998,457809.05534099997,37.61985000857234,126.92014070029074
66,AA0006565798,교육/보건,보건시설,한의원,,,정성한의원,212054.234239,447841.766697,37.529993553609366,127.13637541243273
67,AA0006600121,교육/보건,보건시설,기타보건시설,약국,미분류,새은광약국,206902.40934,448549.671171,37.53642469625123,127.07809703129955
68,AA0006605535,교육/보건,보건시설,기타보건시설,약국,미분류,제일약국,198347.00745499998,452506.736833,37.57210211234129,126.98128836312591
69,AA0003720747,산업,서비스산업,종합상품판매업,할인매장,이마트,이마트수서점,209134.18161600002,443112.357707,37.48741494896581,127.10328076811227
70,AA0003897618,산업,서비스산업,종합상품판매업,시장,전통시장,봉천중앙시장,195965.05824100002,442726.294392,37.48397282134443,126.95437874676449
71,AA0005193825,산업,서비스산업,종합상품판매업,기타종합상품판매업,,은평보육사,192934.514475,456529.48498,37.60832111925377,126.9199809634871
72,AA0006500650,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,192962.78879700002,451029.53173900006,37.55876717122881,126.92035399035399
73,AA0006566221,교육/보건,보건시설,한의원,,,중화한의원,207128.564979,455869.78573400003,37.60237681432102,127.08072700861364
74,AA0005535183,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,205705.570587,449370.635516,37.54382975908003,127.06456183389544
75,AA0002114767,교육/보건,교육시설,중등교육기관,사립중학교,,예일여자중학교,192554.02703599998,456781.555704,37.61058924680497,126.91566925320281
76,AA0002123940,교육/보건,교육시설,유아교육기관,사립유치원,,등현유치원,186615.75392000002,451335.894959,37.56145717464631,126.84851387094567
77,AA0002124277,교육/보건,교육시설,유아교육기관,사립유치원,,강일늘사랑유치원,215754.14324299997,451526.928736,37.563140911585165,127.17831318949798
78,AA0002129157,교육/보건,교육시설,기타교육기관,미분류,,미르동,194392.102741,460091.612957,37.64042545122421,126.93646132613779
79,AA0002133188,교육/보건,교육시설,대학교,종합대학,부속시설,연구공원국제백신연구소,196457.538354,440599.08734300005,37.46480849578289,126.95995722101232
80,AA0000553878,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,200401.249552,452423.631342,37.57135473141637,127.00454204160914
81,AA0000089939,교육/보건,보건시설,기타보건시설,약국,지역약국,문성당약국,191555.016106,440720.119029,37.46586723178337,126.90453944400318
82,AA0000114046,교육/보건,보건시설,병/의원,미분류,,호산의원,189589.414523,444272.033634,37.49785019314977,126.88227047981374
83,AA0000163892,교육/보건,보건시설,한의원,,,화남한의원,198397.461327,443204.392705,37.48828794484413,126.98187978071228
84,AA0003156268,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,육스갤러리,198822.205273,452504.263558,37.572080558302346,126.98666753760678
85,AA0002109091,교육/보건,교육시설,초등교육기관,공립초등학교,,서울경일초등학교,204170.825658,449020.338958,37.54068180729035,127.04719332355877
86,AA0002114987,교육/보건,교육시설,중등교육기관,사립중학교,,휘문중학교,205469.042704,445123.696282,37.5055661921916,127.06185378542061
87,AA0002131055,교육/보건,교육시설,대학교,종합대학,부속시설,대일관,201168.488832,457320.629248,37.615475627959896,127.01323480397092
88,AA0002133218,교육/보건,교육시설,대학교,종합대학,부속시설,제약실습동,195899.147551,439689.773783,37.45661316560951,126.9536504207177
89,AA0003720719,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,208273.07466500002,457362.47356,37.615816178975685,127.09370479670866
90,AA0002108882,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신계초등학교,204671.982731,458988.942751,37.63049579220464,127.05292751957232
91,AA0002108992,교육/보건,교육시설,초등교육기관,공립초등학교,,서울당현초등학교,205152.28173299998,461033.31013199996,37.648912654763436,127.05838309547198
92,AA0002124079,교육/보건,교육시설,유아교육기관,사립유치원,,백운유치원,205733.53866199998,462717.074884,37.664079621880596,127.06498282643099
93,AA0002128637,교육/보건,교육시설,기타교육기관,미분류,,체육관,205728.65473699998,442956.21619099996,37.486035488462754,127.06477307527857
94,AA0002131301,교육/보건,교육시설,대학교,종합대학,부속시설,한의과대학,204836.21255599998,455389.39403100003,37.59806343268288,127.05476424122318
95,AA0002131468,교육/보건,교육시설,대학교,종합대학,부속시설,제1법학관,204227.427443,450792.33923999994,37.55664724322362,127.04784398202784
96,AA0003720707,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,191003.808698,452013.488705,37.56761553671934,126.8981705354746
97,AA0002109101,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신자초등학교,206676.952002,447866.20132299996,37.530268290695965,127.07553989412334
98,AA0002133163,교육/보건,교육시설,대학교,종합대학,부속시설,생명공학연구동,195948.060844,440840.47697899997,37.46698135130753,126.95419693563122
99,AA0002133238,교육/보건,교육시설,대학교,종합대학,부속시설,해동일본기술정보센터,195756.138914,439681.0117,37.456533573177545,126.95203412718243
100,AA0006559184,교육/보건,보건시설,한의원,,,경희N한의원,196446.557561,443043.973164,37.486837109620105,126.9598213066726
101,AA0006563912,교육/보건,보건시설,한의원,,,안아픈세상한의원,195434.797612,443113.628584,37.48746026606294,126.94838093175395
102,AA0006567205,교육/보건,보건시설,한의원,,,피트니스한의원,195958.179964,442326.10355500004,37.480367037573465,126.95430317322943
103,AA0006594038,교육/보건,보건시설,기타보건시설,약국,미분류,가양마트약국,187597.223126,451129.036601,37.55960712325031,126.85962584138113
104,AA0006595363,교육/보건,보건시설,기타보건시설,약국,미분류,김약국,191536.496168,444019.27710500004,37.49559273448478,126.90429219213351
105,AA0006789256,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,동양예술극장,200205.37656900001,453889.161572,37.584559138280646,127.0023252204519
106,AA0006791289,산업,서비스산업,언론/미디어,기타언론/미디어,,해머웍스,193460.10346800002,450818.09532200004,37.556865799136965,126.92598439664356
107,AA0006926315,산업,서비스산업,종합상품판매업,할인매장,롯데슈퍼,롯데슈퍼,192927.475771,457850.95298299997,37.62022733013998,126.91988847598073
108,AA0009548825,산업,서비스산업,종합상품판매업,기타종합상품판매업,,모와부,204224.207198,442174.92111000005,37.47900405475059,127.04775802888577
109,AA0006113260,산업,서비스산업,종합상품판매업,기타종합상품판매업,,형제,183673.19296,452174.558342,37.568966030897414,126.81519073359861
110,AA0006500162,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,192397.582824,453847.602294,37.58415333435998,126.91392787253291
111,AA0006558221,교육/보건,보건시설,한의원,,,가온자리한의원,196052.63123,442624.720104,37.48305800668139,126.95536943887213
112,AA0006564155,교육/보건,보건시설,한의원,,,역촌재림한의원,192441.469276,457066.065129,37.61315172475386,126.91439152236484
113,AA0006565395,교육/보건,보건시설,한의원,,,일맥한의원,191694.32131,446511.064587,37.51804526849986,126.90604879125704
114,AA0006566121,교육/보건,보건시설,한의원,,,준한의원,202358.134719,446569.741576,37.51860830401684,127.02667467692123
115,AA0006599006,교육/보건,보건시설,기타보건시설,약국,미분류,보은당약국,192957.441632,454853.96611000004,37.59322504033154,126.92025673548517
116,AA0006788579,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사민들레,198386.970378,443484.445746,37.49081122599287,126.981760543979
117,AA0006790880,산업,서비스산업,언론/미디어,기타언론/미디어,,DUBUDIGITAL,199495.335178,448015.095259,37.531633847812266,126.99429035507599
118,AA0006926313,산업,서비스산업,종합상품판매업,할인매장,홈플러스익스프레스,홈플러스익스프레스,192026.203976,457273.933455,37.615021086824036,126.9096859370814
119,AA0006926477,산업,서비스산업,종합상품판매업,할인매장,미분류,에브리데이리테일,212038.509058,450610.799596,37.554942664409936,127.13624289853756
120,AA0007232340,교육/보건,보건시설,기타보건시설,약국,온누리,은성온누리약국,194473.09824700002,441857.040328,37.476133049330514,126.93751636275366
121,AA0010090125,산업,서비스산업,언론/미디어,음반/비디오,,애드바트그룹(AdvartGroupCoLtd),199874.899119,448501.301987,37.53601470460348,126.99858455877701
122,AA0006558218,교육/보건,보건시설,한의원,,,가온경희한의원,203746.772944,446175.96382,37.515055761405115,127.04238062304485
123,AA0006558486,교육/보건,보건시설,한의원,,,경천한의원,201318.613452,443201.900408,37.48826593781812,127.01490981673824
124,AA0006558653,교육/보건,보건시설,한의원,,,경희미래한의원,184665.722821,450452.19443999993,37.553464711834614,126.82646150086605
125,AA0006564452,교육/보건,보건시설,한의원,,,오정석경희한의원,207968.938968,445141.980794,37.50571274829486,127.0901272860898
126,AA0006566317,교육/보건,보건시설,한의원,,,진한의원,186076.337344,444037.289758,37.4956888715085,126.84254692994125
127,AA0006567594,교육/보건,보건시설,한의원,,,해맑은한의원,199787.528776,453829.91521999997,37.58402533104988,126.99759447287404
128,AA0006567837,교육/보건,보건시설,한의원,,,형제한의원,197382.904028,447941.8406979999,37.53097024960579,126.97039112787864
129,AA0006788891,산업,서비스산업,언론/미디어,기타언론/미디어,,씨앤필,194968.112995,450925.15526400006,37.55783987123786,126.94305062627035
130,AA0006790711,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사아이온,201272.320968,454165.94684499997,37.58705209810424,127.01440536963618
131,AA0006499597,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,191544.9166,445258.79388599994,37.506760915891604,126.90437317093681
132,AA0006520095,교육/보건,보건시설,병/의원,미분류,,강서의원경찰공제회,184190.420529,450099.53566000005,37.550279249898374,126.82109010899853
133,AA0006599842,교육/보건,보건시설,기타보건시설,약국,미분류,새대우약국,207036.820556,456378.499779,37.60696097919843,127.07969294482442
134,AA0006603096,교육/보건,보건시설,기타보건시설,약국,미분류,예린약국,202740.031869,451696.785839,37.564801898482834,127.0310137378077
135,AA0006788565,산업,서비스산업,언론/미디어,기타언론/미디어,,엠분의일무비,200811.5995,448250.18223100004,37.53375176510899,127.00918248270773
136,AA0006791019,산업,서비스산업,언론/미디어,기타언론/미디어,,잉스랜드,197869.93312,451545.82650200004,37.56344337228682,126.97589074156502
137,AA0006533579,교육/보건,보건시설,병/의원,미분류,,우리들가정의원,198856.053925,449338.21239799995,37.54355456676286,126.98705563487788
138,AA0006539514,교육/보건,보건시설,병/의원,정형외과,,필정형외과의원,206389.334269,454918.47317700007,37.59381100864447,127.07234734148884
139,AA0006558283,교육/보건,보건시설,한의원,,,강남발머스한의원,202794.03675199999,444361.189225,37.49870792780847,127.0315971109895
140,AA0006558446,교육/보건,보건시설,한의원,,,경락재한의원,209593.182741,444653.41165799997,37.5012952769011,127.10849079751753
141,AA0006560596,교육/보건,보건시설,한의원,,,도원한의원,197078.149194,441659.79079799994,37.47436771550453,126.9669681881983
142,AA0006565486,교육/보건,보건시설,한의원,,,자미원한의원,202803.73151800002,442912.67131099995,37.48565664798289,127.03170123033964
143,AA0006566808,교육/보건,보건시설,한의원,,,치유한의원,203712.408841,456020.66166499996,37.6037563124235,127.04204173126567
144,AA0006648079,교육/보건,보건시설,병/의원,미분류,,성가소비녀회성가복지병원,202715.180677,456365.48898599995,37.60686665431727,127.0307497518559
145,AA0006658294,공공/환경,정치/사회/외교,외교시설,대사관,,주한호주대사관,198046.351563,452420.10395799996,37.57132096589784,126.97788521286681
146,AA0006791509,산업,서비스산업,언론/미디어,기타언론/미디어,,푸른별엔터테인먼트,191525.53383499998,448340.86475600005,37.53453024928497,126.90411842475979
147,AA0006417452,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,198386.572121,446195.496321,37.51523794327219,126.98175009606499
148,AA0006500108,산업,서비스산업,종합상품판매업,편의점,CU,CU,192385.46723,439186.940588,37.45206032995312,126.9139425332714
149,AA0006501158,산업,서비스산업,종합상품판매업,편의점,CU,씨유,193451.229279,453237.97498400003,37.578668731001784,126.92586235646773
150,AA0006523894,교육/보건,보건시설,병/의원,정신과,,동진정신과의원,207647.26614300002,451641.861977,37.564279380787944,127.08655688748875
151,AA0006524245,교육/보건,보건시설,병/의원,미분류,,로앤의원,198825.467566,452267.188721,37.569944529471435,126.98670484598448
152,AA0006558829,교육/보건,보건시설,한의원,,,경희스마일한의원,198829.964039,452174.17646899994,37.56910649901785,126.986755892329
153,AA0006560003,교육/보건,보건시설,한의원,,,노옥당한의원,196948.869217,441703.12140699994,37.474757710953426,126.96550648610965
154,AA0006564902,교육/보건,보건시설,한의원,,,유명한의원,197387.416011,447845.827495,37.53010518215152,126.97044251617828
155,AA0000556544,산업,서비스산업,금융/보험업,일반은행,한국씨티은행,씨티은행,202757.667343,447628.28027299995,37.528144656127395,127.03119806857909
156,AA0003897718,산업,서비스산업,종합상품판매업,시장,미분류,서울풍물시장,202244.195353,452569.491433,37.572666277704855,127.02540415880904
157,AA0000044721,교육/보건,교육시설,유아교육기관,어린이집,,서남발도르프어린이집,196397.042987,451606.01661899994,37.56398110163058,126.95921947536559
158,AA0002110325,교육/보건,교육시설,초등교육기관,공립초등학교,,서울관악초등학교,194966.75709600002,442333.843867,37.480431911614424,126.94309409564138
159,AA0006564558,교육/보건,보건시설,한의원,,,용한의원,191067.318879,443830.71401800006,37.493889353247994,126.8989888919561
160,AA0006560206,교육/보건,보건시설,한의원,,,다정한의원,207607.199459,454846.92585299996,37.593157115626425,127.08613664625601
161,AA0010144886,산업,서비스산업,종합상품판매업,편의점,GS25,지에스25,210999.07784800002,447603.063608,37.52785602123132,127.1244343694425
162,AA0006404197,산업,서비스산업,종합상품판매업,편의점,CU,씨유,201132.04438900002,461719.15701400005,37.65510576666052,127.01282883017647
163,AA0006565358,교육/보건,보건시설,한의원,,,인의한의원,204066.68132,444145.86242799996,37.496763093972845,127.04598795871149
164,AA0006567096,교육/보건,보건시설,한의원,,,평산한의원,206631.195056,458156.046893,37.622979473738546,127.07511529322282
165,AA0006567518,교육/보건,보건시설,한의원,,,함소아한의원,203004.330708,451472.103071,37.56277669151421,127.03400434988605
166,AA0006606555,교육/보건,보건시설,기타보건시설,약국,미분류,청량리중앙약국,204199.646411,453569.28758999996,37.58166754257052,127.04754547120699
167,AA0006783468,산업,서비스산업,언론/미디어,음반/비디오,,또와비디오,189508.152259,443562.333392,37.491454839052885,126.8813616316282
168,AA0006783487,산업,서비스산업,언론/미디어,음반/비디오,,모노비디오,186650.116342,444872.650316,37.50322396540959,126.84902022531799
169,AA0006790277,산업,서비스산업,언론/미디어,기타언론/미디어,,브라더스필름,203248.701138,447093.679138,37.52332629107298,127.03675087285065
170,AA0006791110,산업,서비스산업,언론/미디어,기타언론/미디어,,반달,196648.291188,455336.794803,37.59759612120065,126.96204619967537
171,AA0006417451,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,197399.03723,446412.334134,37.51718940553374,126.97057906521762
172,AA0000554779,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,203159.157088,442670.46287299995,37.483473183189396,127.03571891638839
173,AA0000551619,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,198178.61057000002,446549.52894799993,37.51842740273559,126.97939691184816
174,AA0000553312,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,203743.707271,449575.28740900004,37.54568372134522,127.04236326524695
175,AA0000555681,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,203440.527309,451467.420943,37.562732980539366,127.03894139389796
176,AA0000555829,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,206743.716432,461257.879233,37.65092568000034,127.07641850260791
177,AA0000555446,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,200835.960922,442724.151196,37.483961940742915,127.00945182921478
178,AA0000661777,레저/관광/예술,문화/예술시설,극장,일반영화관,CGV,CGV,202710.12716,456938.687428,37.61203112557142,127.03069464250312
179,AA0000709848,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,스폰지하우스,197867.101571,452078.01783500006,37.568238388227606,126.97585714508595
180,AA0010127595,교육/보건,보건시설,한의원,,,신촌미래솔한의원,194443.70823599998,450775.309159,37.55648675070976,126.93711670965028
181,AA0006561418,교육/보건,보건시설,한의원,,,무림한의원,192291.926525,454339.22781499993,37.5885819620208,126.91272649573693
182,AA0006564140,교육/보건,보건시설,한의원,,,여성미한의원,201812.695267,446235.712849,37.515599925919986,127.0205039683916
183,AA0006564456,교육/보건,보건시설,한의원,,,오중한한의원,191562.884524,450911.04232700006,37.5576878355075,126.90451148276374
184,AA0006566267,교육/보건,보건시설,한의원,,,지인한의원,192952.16747000001,456032.38880600006,37.60384247269242,126.9201856751774
185,AA0006567997,교육/보건,보건시설,한의원,,,홍종수한의원,206604.836657,461600.275266,37.65401161566326,127.07484784108243
186,AA0006783507,산업,서비스산업,언론/미디어,음반/비디오,,민성비디오,185195.59020099998,443927.571803,37.4946866152991,126.83258941412838
187,AA0006790660,산업,서비스산업,언론/미디어,기타언론/미디어,,그림픽쳐스,201764.394489,455127.94235100003,37.59571879013218,127.01997900128218
188,AA0006790792,산업,서비스산업,언론/미디어,기타언론/미디어,,디지털수다,200304.80614,449302.899849,37.543237059979454,127.00344903079747
189,AA0009426610,산업,서비스산업,종합상품판매업,할인매장,대형지역슈퍼,한강그린마트,204230.635925,450001.043963,37.54951767632334,127.04787573313503
190,AA0009532408,산업,서비스산업,종합상품판매업,편의점,GS25,GS25포이그린,204244.635885,442284.072619,37.479987426029346,127.0479896203259
191,AA0003138808,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,192969.83399800002,450457.35035799997,37.55361188985342,126.92043920791397
192,AA0003171748,레저/관광/예술,문화/예술시설,공연/연극장,소극장,,노을소극장,200288.30081,453721.53733599995,37.583048832909114,127.00326400134212
193,AA0003171797,레저/관광/예술,문화/예술시설,공연/연극장,소극장,,상상아트홀,200290.136473,453752.55921599997,37.583328337423765,127.00328479610522
194,AA0002123937,교육/보건,교육시설,유아교육기관,사립유치원,,제일무궁화,211583.835819,443927.69092100003,37.494733683031484,127.13099193175655
195,AA0002128488,교육/보건,교육시설,고등교육기관,사립고등학교,,오류고등학교,184738.223513,444529.367885,37.50010137035127,126.82740498245742
196,AA0002131508,교육/보건,교육시설,대학교,종합대학,부속시설,공대실험동,205207.222422,453911.783778,37.58474826331677,127.0589549733552
197,AA0002131057,교육/보건,교육시설,대학교,종합대학,부속시설,본관,201068.479156,457315.09458699997,37.615425882907644,127.01210204357486
198,AA0003897598,산업,서비스산업,종합상품판매업,시장,전통시장,동원골목시장,208096.291777,454490.386395,37.589940555900334,127.09167071298853
199,AA0002115898,교육/보건,교육시설,중등교육기관,공립중학교,,방배중학교,199866.523067,443865.44984799996,37.49424549894917,126.99849063024111
200,AA0002118386,교육/보건,교육시설,유아교육기관,국공립유치원,,신우초등학교신우유치원,194010.541507,440421.03452600003,37.46319161047346,126.93229866333185
201,AA0002121791,교육/보건,교육시설,유아교육기관,사립유치원,,국제유치원,184357.545381,452344.26177299995,37.57050691600036,126.82293352166855
