,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,X_VALUE,Y_VALUE,latitude,longitude,sido,gu,dong
2497,AA0006567463,교육/보건,보건시설,한의원,,,한일한의원,197942.3853,450525.8162,37.55425327,126.9767137,서울특별시,용산구,후암동
2498,AA0006605536,교육/보건,보건시설,기타보건시설,약국,미분류,제일약국,191722.5739,450416.7031,37.5532353,126.9063244,서울특별시,마포구,망원1동
2499,AA0000047466,교육/보건,교육시설,유아교육기관,어린이집,,방죽어린이집,209249.5471,441168.1923,37.46989672,127.1045608,서울특별시,강남구,세곡동
2500,AA0000162601,교육/보건,보건시설,한의원,,,여리한의원,193602.5923,442454.6489,37.48151194,126.9276698,서울특별시,관악구,신원동
2501,AA0000047782,교육/보건,교육시설,유아교육기관,어린이집,,우리별어린이집,212780.6008,444251.1761,37.49763252,127.1445307,서울특별시,송파구,거여1동
2502,AA0000042390,교육/보건,교육시설,유아교육기관,어린이집,,산위의마을어린이집,207549.0654,451108.1271,37.55947126,127.0854399,서울특별시,광진구,중곡2동
2503,AA0003720696,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,188811.9947,447872.2657,37.53027926,126.8734242,서울특별시,양천구,목1동
2504,AA0002128330,교육/보건,교육시설,고등교육기관,사립고등학교,,한가람고등학교,189751.1606,448660.5555,37.53739265,126.8840384,서울특별시,양천구,목5동
2505,AA0000093887,교육/보건,보건시설,기타보건시설,약국,지역약국,큰사랑약국,195704.4331,444896.7472,37.50352757,126.9514193,서울특별시,동작구,상도1동
2506,AA0000047274,교육/보건,교육시설,유아교육기관,어린이집,,잠원꿈밭어린이집,201464.6688,446026.7822,37.51371807,127.0165669,서울특별시,서초구,잠원동
2507,AA0002129235,교육/보건,교육시설,고등교육기관,기술학교,직업훈련소,별관,191218.1644,438971.6664,37.45011034,126.9007526,서울특별시,금천구,시흥1동
2508,AA0002108855,교육/보건,교육시설,초등교육기관,공립초등학교,,서울미아초등학교,201905.4678,456815.355,37.61092193,127.0215808,서울특별시,성북구,길음1동
2509,AA0000042047,교육/보건,교육시설,유아교육기관,어린이집,,목화어린이집,198052.0364,450223.2818,37.55152768,126.9779554,서울특별시,용산구,후암동
2510,AA0002114745,교육/보건,교육시설,중등교육기관,사립중학교,,대성중학교,192000.8056,458098.1127,37.62244661,126.9093893,서울특별시,은평구,갈현2동
2511,AA0000047793,교육/보건,교육시설,유아교육기관,어린이집,,시온어린이집,212265.3608,444445.5185,37.49939053,127.1387073,서울특별시,송파구,오금동
2512,AA0010084251,교육/보건,보건시설,기타보건시설,약국,미분류,하늘약국,193924.4776,453037.4158,37.57686495,126.9312216,서울특별시,서대문구,연희동
2513,AA0005534360,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,191609.544,440059.1566,37.45991239,126.9051633,서울특별시,금천구,시흥4동
2514,AA0006605901,교육/보건,보건시설,기타보건시설,약국,미분류,준약국,200424.6827,454411.5325,37.58926559,127.0048085,서울특별시,성북구,성북동
2515,AA0002125503,교육/보건,교육시설,유아교육기관,사립유치원,,대유유치원,187766.3968,448286.8653,37.53400153,126.8615879,서울특별시,강서구,화곡4동
2516,AA0000041864,교육/보건,교육시설,유아교육기관,어린이집,,하나린어린이집,207251.8004,453955.6798,37.58512993,127.0821036,서울특별시,중랑구,면목5동
2517,AA0009210032,산업,서비스산업,언론/미디어,기타언론/미디어,,다이렉트필름,213763.7585,450318.8545,37.55228811,127.1557625,서울특별시,강동구,명일2동
2518,AA0002114822,교육/보건,교육시설,중등교육기관,공립중학교,,개운중학교,202192.3222,454985.1638,37.59443145,127.0248242,서울특별시,성북구,돈암1동
2519,AA0010083532,교육/보건,보건시설,기타보건시설,약국,미분류,사랑받는약국,201507.3449,455869.865,37.6024039,127.0170698,서울특별시,성북구,정릉1동
2520,AA0006650633,교육/보건,보건시설,기타보건시설,약국,미분류,유성약국,194262.5791,445894.4725,37.51250929,126.9351049,서울특별시,동작구,노량진2동
2521,AA0010084138,교육/보건,보건시설,기타보건시설,약국,미분류,독산메디칼약국,191370.9565,440718.1416,37.46584772,126.9024589,서울특별시,금천구,독산2동
2522,AA0000046307,교육/보건,교육시설,유아교육기관,어린이집,,둘리어린이집,191781.0521,439221.7475,37.45236877,126.9071112,서울특별시,금천구,시흥5동
2523,AA0000090867,교육/보건,보건시설,기타보건시설,약국,지역약국,우주약국,204509.4796,444593.3905,37.50079329,127.0509981,서울특별시,강남구,대치4동
2524,AA0006601497,교육/보건,보건시설,기타보건시설,약국,미분류,수약국,196542.4613,448904.7463,37.53964327,126.9608781,서울특별시,용산구,효창동
2525,AA0000048169,교육/보건,교육시설,유아교육기관,어린이집,,구립성내삼어린이집,211524.1082,447260.7157,37.52476506,127.1303687,서울특별시,강동구,성내3동
2526,AA0006789279,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,바다극장,199866.2265,452200.6985,37.56934619,126.9984858,서울특별시,종로구,종로1.2.3.4가동
2527,AA0003149224,산업,서비스산업,종합상품판매업,대형상가,미분류,삼우상가,198050.8603,451008.5803,37.5586032,126.97794,서울특별시,중구,회현동
2528,AA0006567589,교육/보건,보건시설,한의원,,,해마루부부한의원,206864.3576,448368.3969,37.5347917,127.0776648,서울특별시,광진구,자양1동
2529,AA0000115185,교육/보건,보건시설,병/의원,미분류,,구로의원,189776.0588,443410.6984,37.4900916,126.8843931,서울특별시,구로구,구로4동
2530,AA0002133113,교육/보건,교육시설,대학교,종합대학,부속시설,공과대학,195648.2596,439650.4276,37.45625751,126.950815,서울특별시,관악구,대학동
2531,AA0009170862,교육/보건,보건시설,병/의원,미분류,,봄날애의원,206275.2846,452475.8966,37.57180435,127.071035,서울특별시,동대문구,장안1동
2532,AA0002125356,교육/보건,교육시설,유아교육기관,사립유치원,,홍제성당유치원,195031.1589,454492.8632,37.58998506,126.94374,서울특별시,서대문구,홍제3동
2533,AA0005534361,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,192077.73,439115.2808,37.45141208,126.9104653,서울특별시,금천구,시흥5동
2534,AA0006596199,교육/보건,보건시설,기타보건시설,약국,미분류,대남약국,194439.0233,444693.9488,37.5016936,126.9371097,서울특별시,동작구,상도4동
2535,AA0002115552,교육/보건,교육시설,중등교육기관,사립중학교,,서문여자중학교,198635.2283,443265.6788,37.48884052,126.9845681,서울특별시,서초구,방배4동
2536,AA0003897614,산업,서비스산업,종합상품판매업,시장,미분류,당곡시장,193702.5239,443416.5479,37.49017941,126.9287914,서울특별시,관악구,보라매동
2537,AA0005535289,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,204514.8339,457127.3702,37.61372405,127.0511357,서울특별시,성북구,장위2동
2538,AA0000552170,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,192848.194,441533.2921,37.47320491,126.9191494,서울특별시,관악구,난곡동
2539,AA0000165370,교육/보건,보건시설,한의원,,,삼인당한의원,203095.4139,453155.2498,37.57794146,127.0350424,서울특별시,동대문구,용신동
2540,AA0000044511,교육/보건,교육시설,유아교육기관,어린이집,,하나몬테소리어린이집,192087.843,454528.2139,37.59028298,126.9104138,서울특별시,은평구,신사2동
2541,AA0002126727,교육/보건,교육시설,고등교육기관,공립고등학교,,삼성고등학교,195047.4547,441077.7891,37.46911517,126.9440149,서울특별시,관악구,대학동
2542,AA0000092153,교육/보건,보건시설,기타보건시설,약국,지역약국,봄약국,209328.9869,445235.2415,37.50654029,127.1055103,서울특별시,송파구,석촌동
2543,AA0006558740,교육/보건,보건시설,한의원,,,경희불로장생한의원,212747.561,448961.9035,37.54007664,127.1442388,서울특별시,강동구,길동
2544,AA0006791085,산업,서비스산업,언론/미디어,기타언론/미디어,,고로로픽처스,197061.3008,455365.0039,37.59785169,126.9667229,서울특별시,종로구,부암동
2545,AA0006566296,교육/보건,보건시설,한의원,,,진성한의원,195232.1614,442465.3033,37.48161778,126.9460939,서울특별시,관악구,청룡동
2546,AA0000046910,교육/보건,교육시설,유아교육기관,어린이집,,베베스카이어린이집,195157.9629,445133.9362,37.50566195,126.9452375,서울특별시,동작구,상도2동
2547,AA0000042569,교육/보건,교육시설,유아교육기관,어린이집,,글샘어린이집,203679.341,452836.2305,37.57506497,127.0416513,서울특별시,동대문구,용신동
2548,AA0006507367,산업,서비스산업,종합상품판매업,편의점,CU,씨유,203587.1768,465251.6333,37.68692635,127.0406688,서울특별시,도봉구,도봉1동
2549,AA0003898083,산업,서비스산업,종합상품판매업,시장,미분류,금천교시장,197508.0929,452993.463,37.5764856,126.9717903,서울특별시,종로구,사직동
2550,AA0000163350,교육/보건,보건시설,한의원,,,청수한의원,183431.0968,453115.6208,37.57744059,126.8124291,서울특별시,강서구,방화3동
2551,AA0000163507,교육/보건,보건시설,한의원,,,원당한의원,196952.2917,441812.1817,37.47574037,126.9655447,서울특별시,관악구,인헌동
2552,AA0002109136,교육/보건,교육시설,초등교육기관,공립초등학교,,서울청담초등학교,203991.0597,447645.8413,37.52829837,127.0451518,서울특별시,강남구,청담동
2553,AA0002118717,교육/보건,교육시설,유아교육기관,국공립유치원,,신창초등학교병설유치원,203763.2234,459627.3542,37.63625196,127.0426357,서울특별시,도봉구,창3동
2554,AA0005194497,산업,서비스산업,종합상품판매업,기타종합상품판매업,,디어베이비,204508.3479,457781.5942,37.61961856,127.0510663,서울특별시,성북구,장위3동
2555,AA0006537730,교육/보건,보건시설,병/의원,미분류,,참다나의원,194164.0484,452383.4393,37.57097421,126.9339389,서울특별시,서대문구,연희동
2556,AA0006565862,교육/보건,보건시설,한의원,,,정한의원,205736.8836,452699.1213,37.57381911,127.0649422,서울특별시,동대문구,답십리2동
2557,AA0000090522,교육/보건,보건시설,기타보건시설,약국,지역약국,전약국,199488.924,448280.1644,37.53402212,126.9942176,서울특별시,용산구,이태원1동
2558,AA0002110920,교육/보건,교육시설,초등교육기관,공립초등학교,,서울교육대학교부설초등학교,201362.174,443476.2391,37.49073769,127.0154029,서울특별시,서초구,서초1동
2559,AA0002131103,교육/보건,교육시설,대학교,종합대학,본교,덕성여자대학교,201464.2922,461321.7719,37.65152493,127.0165932,서울특별시,도봉구,쌍문1동
2560,AA0000043026,교육/보건,교육시설,유아교육기관,어린이집,,연꽃어린이집,201184.2842,456984.5818,37.61244786,127.0134132,서울특별시,성북구,정릉4동
2561,AA0000163253,교육/보건,보건시설,한의원,,,더the건강한의원,211160.5308,442257.7717,37.47969282,127.1261798,서울특별시,송파구,장지동
2562,AA0002109118,교육/보건,교육시설,초등교육기관,공립초등학교,,서울장안초등학교,206381.1499,450064.5022,37.55007706,127.0722124,서울특별시,광진구,군자동
2563,AA0000041829,교육/보건,교육시설,유아교육기관,어린이집,,혜성어린이집,207277.8374,456017.6391,37.60370779,127.0824189,서울특별시,중랑구,중화1동
2564,AA0000045554,교육/보건,교육시설,유아교육기관,어린이집,,까치산어린이집,186608.9192,448106.6459,37.53236168,126.8484954,서울특별시,강서구,화곡8동
2565,AA0002124505,교육/보건,교육시설,유아교육기관,사립유치원,,젬마유치원,205247.4036,454820.3572,37.59293421,127.0594164,서울특별시,동대문구,휘경1동
2566,AA0010127692,교육/보건,보건시설,한의원,,,아침에한의원,205458.3796,446189.0615,37.51516524,127.0617411,서울특별시,강남구,삼성1동
2567,AA0003897747,산업,서비스산업,종합상품판매업,시장,미분류,수색시장,190770.7276,453703.8915,37.58284364,126.895511,서울특별시,은평구,수색동
2568,AA0006790199,산업,서비스산업,언론/미디어,기타언론/미디어,,오이스터픽쳐스,203546.5925,446006.8338,37.51353268,127.0401155,서울특별시,강남구,논현2동
2569,AA0003154470,레저/관광/예술,문화/예술시설,전시관,,,북촌초고공방고드랫돌,198543.2294,453607.2082,37.58201763,126.9835074,서울특별시,종로구,가회동
2570,AA0002113068,교육/보건,교육시설,초등교육기관,공립초등학교,,서울개롱초등학교,212386.6547,444211.068,37.49727651,127.1400751,서울특별시,송파구,오금동
2571,AA0002097293,공공/환경,정치/사회/외교,외교시설,대사관,,주한벨라루스대사관,200561.7296,449900.4991,37.5486213,127.0063567,서울특별시,중구,다산동
2572,AA0006562660,교육/보건,보건시설,한의원,,,생명나무한의원,207822.3788,453889.6894,37.58453069,127.0885629,서울특별시,중랑구,면목본동
2573,AA0000162926,교육/보건,보건시설,한의원,,,동서통합한의원,202229.5885,460196.4081,37.64138404,127.025262,서울특별시,강북구,수유3동
2574,AA0000164122,교육/보건,보건시설,한의원,,,역삼도원한의원,204559.7996,444348.561,37.49858712,127.0515656,서울특별시,강남구,역삼2동
2575,AA0000549216,산업,서비스산업,종합상품판매업,할인매장,미분류,지에스리테일둔촌점,212039.0027,447131.3994,37.52359335,127.1361915,서울특별시,강동구,둔촌1동
2576,AA0000114936,교육/보건,보건시설,병/의원,미분류,,신사중앙의원,192019.2304,455202.1059,37.59635409,126.9096295,서울특별시,은평구,신사1동
2577,AA0000551620,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,195356.2641,442454.9581,37.4815252,126.9474971,서울특별시,관악구,청룡동
2578,AA0002097325,공공/환경,정치/사회/외교,외교시설,대사관,,주한그리스대사관,198808.8929,451997.9959,37.56751909,126.9865177,서울특별시,중구,명동
2579,AA0002114885,교육/보건,교육시설,중등교육기관,사립중학교,,청원중학교,205442.944,462994.6359,37.66658216,127.0616914,서울특별시,노원구,상계9동
2580,AA0006567151,교육/보건,보건시설,한의원,,,푸른한의원,207871.8872,450601.6418,37.55490515,127.0890881,서울특별시,광진구,중곡4동
2581,AA0000045616,교육/보건,교육시설,유아교육기관,어린이집,,구립볏고을어린이집,187283.8642,450234.0334,37.55153892,126.8560948,서울특별시,강서구,화곡6동
2582,AA0010127444,교육/보건,보건시설,한의원,,,생생한의원,199530.3638,448012.2803,37.5316085,126.9946867,서울특별시,용산구,이태원1동
2583,AA0000163876,교육/보건,보건시설,한의원,,,미소짓는한의원,191845.6585,452102.0001,37.56842085,126.9076986,서울특별시,마포구,성산2동
2584,AA0010083835,교육/보건,보건시설,기타보건시설,약국,미분류,영준약국,202907.4508,456704.6459,37.60992183,127.0329286,서울특별시,성북구,월곡1동
2585,AA0002131277,교육/보건,교육시설,대학교,종합대학,부속시설,교수회관,204715.5463,455317.7235,37.59741831,127.0533974,서울특별시,동대문구,회기동
2586,AA0000043320,교육/보건,교육시설,유아교육기관,어린이집,,동심어린이집,202359.9034,457706.1243,37.61894661,127.0267305,서울특별시,강북구,송천동
2587,AA0000047253,교육/보건,교육시설,유아교육기관,어린이집,,헤브론어린이집,203803.9771,441433.3983,37.47232469,127.0430032,서울특별시,서초구,양재2동
2588,AA0002097312,공공/환경,정치/사회/외교,외교시설,대사관,,주한피지대사관,199412.4349,448931.0114,37.53988621,126.9933517,서울특별시,용산구,이태원2동
2589,AA0000162617,교육/보건,보건시설,한의원,,,다산한의원,205872.0259,451366.3116,37.56180971,127.0664613,서울특별시,동대문구,장안1동
2590,AA0006790296,산업,서비스산업,언론/미디어,기타언론/미디어,,브레인샤워,203227.5536,443919.3174,37.49472522,127.0364977,서울특별시,강남구,역삼1동
2591,AA0002108958,교육/보건,교육시설,초등교육기관,공립초등학교,,서울묵현초등학교,206502.3824,456608.7462,37.60903941,127.0736424,서울특별시,중랑구,묵2동
2592,AA0006603537,교육/보건,보건시설,기타보건시설,약국,옵티마,옵티마대영약국,204542.6987,446437.2952,37.51740679,127.0513851,서울특별시,강남구,삼성1동
2593,AA0006566882,교육/보건,보건시설,한의원,,,큰나무한의원,195851.577,449773.409,37.54746706,126.9530559,서울특별시,마포구,아현동
2594,AA0006650972,교육/보건,보건시설,기타보건시설,약국,미분류,효성약국,194594.1499,445057.9125,37.50497385,126.9388614,서울특별시,동작구,상도2동
2595,AA0003886297,산업,서비스산업,종합상품판매업,할인매장,이마트,이마트,187830.2193,450958.2113,37.5580711,126.8622657,서울특별시,강서구,가양3동
2596,AA0006564294,교육/보건,보건시설,한의원,,,영창당한의원,203282.6947,453304.3048,37.57928379,127.0371632,서울특별시,동대문구,제기동
2597,AA0003798824,산업,서비스산업,종합상품판매업,할인매장,농협하나로마트,하나로마트,190542.9261,453086.4449,37.57727819,126.8929399,서울특별시,마포구,상암동
2598,AA0000046545,교육/보건,교육시설,유아교육기관,어린이집,,한별어린이집,191057.5229,446615.7212,37.51898228,126.8988443,서울특별시,영등포구,문래동
2599,AA0002126402,교육/보건,교육시설,고등교육기관,공립고등학교,,중경고등학교,197836.8278,446483.6876,37.51783343,126.9755309,서울특별시,용산구,이촌1동
2600,AA0006790852,산업,서비스산업,언론/미디어,기타언론/미디어,,부러더코리아픽쳐,199678.5165,450628.0872,37.55517697,126.9963617,서울특별시,중구,필동
2601,AA0002122362,교육/보건,교육시설,유아교육기관,사립유치원,,가명유치원,197209.1217,451086.1342,37.5592998,126.9684131,서울특별시,중구,중림동
2602,AA0000554855,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,203429.9171,444242.5192,37.49763656,127.0387876,서울특별시,강남구,역삼2동
2603,AA0002121719,교육/보건,교육시설,유아교육기관,사립유치원,,인왕유치원,195537.0222,453991.3618,37.58546916,126.9494707,서울특별시,서대문구,홍제2동
2604,AA0006790696,산업,서비스산업,언론/미디어,기타언론/미디어,,다큐아이,201428.0624,460236.1535,37.64174374,127.0161805,서울특별시,강북구,인수동
2605,AA0000091796,교육/보건,보건시설,기타보건시설,약국,지역약국,이화마음약국,208420.4453,444892.2791,37.50345892,127.0952309,서울특별시,송파구,삼전동
2606,AA0001252364,레저/관광/예술,문화/예술시설,공연/연극장,소극장,,민속극장풍류,203945.7101,445637.8084,37.51020613,127.044628,서울특별시,강남구,삼성2동
2607,AA0002109131,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신구초등학교,202126.2226,447100.7178,37.52339298,127.0240529,서울특별시,강남구,신사동
2608,AA0006789790,산업,서비스산업,언론/미디어,기타언론/미디어,,데자뷰미디어,211135.2714,442869.8838,37.4852083,127.1259035,서울특별시,송파구,문정1동
2609,AA0006782261,산업,서비스산업,언론/미디어,음반/비디오,,영화월드,206019.1803,449091.1917,37.54130998,127.0681082,서울특별시,광진구,화양동
2610,AA0000046374,교육/보건,교육시설,유아교육기관,어린이집,,아가페어린이집,191585.4515,440640.2501,37.46514788,126.9048844,서울특별시,금천구,독산2동
2611,AA0000091552,교육/보건,보건시설,기타보건시설,약국,지역약국,아름드리약국,185892.732,451100.9618,37.55932966,126.8403351,서울특별시,강서구,등촌3동
2612,AA0000046592,교육/보건,교육시설,유아교육기관,어린이집,,대림2동어린이집,190992.0148,443694.2623,37.49265918,126.898139,서울특별시,영등포구,대림2동
2613,AA0003169320,레저/관광/예술,문화/예술시설,공연/연극장,야외공연장,,제1전망광장,200657.2755,453565.4395,37.58164221,127.0074412,서울특별시,종로구,이화동
2614,AA0002131558,교육/보건,교육시설,대학교,종합대학,부속시설,동관,202523.5967,453830.4731,37.58402692,127.0285713,서울특별시,성북구,안암동
2615,AA0002132920,교육/보건,교육시설,대학교,종교대학,신학대학,연구동,186804.1809,444118.1851,37.49642842,126.8507761,서울특별시,구로구,개봉1동
2616,AA0000165114,교육/보건,보건시설,한의원,,,병인한의원,198286.6179,443166.7896,37.48794894,126.9806265,서울특별시,동작구,사당2동
2617,AA0006594973,교육/보건,보건시설,기타보건시설,약국,미분류,국민약국,200016.5132,456480.1677,37.6079039,127.000187,서울특별시,성북구,정릉3동
2618,AA0002097324,공공/환경,정치/사회/외교,외교시설,대사관,,주한프랑스대사관,196944.9417,451288.8078,37.56112504,126.9654223,서울특별시,서대문구,충현동
2619,AA0006526712,교육/보건,보건시설,병/의원,미분류,,베스트의원,213142.1723,444171.0637,37.49690563,127.1486182,서울특별시,송파구,마천2동
2620,AA0010084076,교육/보건,보건시설,기타보건시설,약국,미분류,약수당약국,203256.7911,453472.2331,37.5807969,127.0368707,서울특별시,동대문구,제기동
2621,AA0000160503,교육/보건,보건시설,한의원,,,백두산한의원,186212.2725,444812.3023,37.5026738,126.8440696,서울특별시,구로구,개봉1동
2622,AA0010767864,교육/보건,보건시설,병/의원,미분류,,서울삼성연합의원,193140.2718,457528.9629,37.61732785,126.9223019,서울특별시,은평구,대조동
2623,AA0002131185,교육/보건,교육시설,대학교,종합대학,본교,성신여자대학교,202045.9885,454661.2579,37.59151342,127.0231663,서울특별시,성북구,동선동
2624,AA0000047405,교육/보건,교육시설,유아교육기관,어린이집,,서초구립신반포어린이집,199599.5202,445164.5383,37.50595029,126.9954706,서울특별시,서초구,반포2동
2625,AA0007216793,교육/보건,보건시설,기타보건시설,약국,미분류,묵동프라자약국,206998.3099,457410.7054,37.61626132,127.0792667,서울특별시,중랑구,묵1동
2626,AA0006791706,산업,서비스산업,언론/미디어,기타언론/미디어,,필름놀,185851.7772,447515.4004,37.52702327,126.8399406,서울특별시,양천구,신월1동
2627,AA0002115048,교육/보건,교육시설,중등교육기관,공립중학교,,신도림중학교,189871.8945,445708.078,37.51079215,126.8854452,서울특별시,구로구,신도림동
2628,AA0002131083,교육/보건,교육시설,대학교,전문대학,부속시설,조형관,204942.869,459030.4019,37.63086792,127.0559966,서울특별시,노원구,월계2동
2629,AA0010144541,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,193955.1151,440685.842,37.46557719,126.93167,서울특별시,관악구,삼성동
2630,AA0005535538,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,188850.3186,446873.0918,37.52127717,126.8738729,서울특별시,양천구,신정2동
2631,AA0006567598,교육/보건,보건시설,한의원,,,해맑은한의원,215331.3551,451830.804,37.56588593,127.1735342,서울특별시,강동구,강일동
2632,AA0006559283,교육/보건,보건시설,한의원,,,곰달래경희한의원,185559.2677,447967.0151,37.53108778,126.8366226,서울특별시,양천구,신월1동
2633,AA0003886292,산업,서비스산업,종합상품판매업,할인매장,그랜드마트,그랜드마트,185806.2605,451183.5329,37.56007229,126.8393548,서울특별시,강서구,등촌3동
2634,AA0006782259,산업,서비스산업,언론/미디어,음반/비디오,,영화수첩비디오방,211903.437,447415.7937,37.5261575,127.1346625,서울특별시,강동구,성내3동
2635,AA0003897523,산업,서비스산업,종합상품판매업,시장,전통시장,대림시장,192730.8909,454189.5064,37.58723655,126.9176981,서울특별시,은평구,응암3동
2636,AA0000043088,교육/보건,교육시설,유아교육기관,어린이집,,참좋은어린이집,204367.6423,456213.2255,37.60548842,127.0494632,서울특별시,성북구,월곡2동
2637,AA0006559156,교육/보건,보건시설,한의원,,,경희현한의원,201921.0806,459330.4248,37.63358236,127.0217643,서울특별시,강북구,수유1동
2638,AA0000093748,교육/보건,보건시설,기타보건시설,약국,지역약국,주원약국,201796.289,451766.7942,37.56543499,127.0203319,서울특별시,중구,신당5동
2639,AA0000043781,교육/보건,교육시설,유아교육기관,어린이집,,공릉어린이집,206657.7275,458621.3731,37.62717181,127.0754201,서울특별시,노원구,공릉1동
2640,AA0002125031,교육/보건,교육시설,유아교육기관,사립유치원,,명지전문대학부속명지유치원,193493.2583,453799.4137,37.58372755,126.9263332,서울특별시,서대문구,홍은2동
2641,AA0005534213,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,207903.1913,450922.9364,37.55779973,127.0894459,서울특별시,광진구,중곡4동
2642,AA0000043270,교육/보건,교육시설,유아교육기관,어린이집,,구립송천동어린이집,202151.6905,457542.9515,37.61747695,127.0243716,서울특별시,강북구,송천동
2643,AA0000163836,교육/보건,보건시설,한의원,,,성보한의원,203483.2068,442119.9663,37.478512,127.0393802,서울특별시,서초구,양재1동
2644,AA0000555938,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,202982.092,446812.1518,37.52079062,127.0337337,서울특별시,강남구,논현2동
2645,AA0005534086,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,196055.1173,442156.5527,37.47883979,126.9554001,서울특별시,관악구,낙성대동
2646,AA0006788743,산업,서비스산업,언론/미디어,기타언론/미디어,,99film,203108.4947,454268.7576,37.58797405,127.0351952,서울특별시,동대문구,제기동
2647,AA0000214478,레저/관광/예술,문화/예술시설,박물관,미분류,,코리아나화장박물관,202901.1383,447173.864,37.52404992,127.0328194,서울특별시,강남구,압구정동
2648,AA0000092724,교육/보건,보건시설,기타보건시설,약국,지역약국,하나약국,185671.7107,447891.5845,37.5304099,126.8378962,서울특별시,양천구,신월1동
2649,AA0006633342,교육/보건,보건시설,한의원,,,한우리한의원,199105.0794,448975.395,37.54028586,126.9898739,서울특별시,용산구,이태원2동
2650,AA0000162449,교육/보건,보건시설,한의원,,,성심한의원,207597.004,454882.8859,37.5934812,127.0860216,서울특별시,중랑구,상봉2동
2651,AA0006608065,교육/보건,보건시설,기타보건시설,약국,미분류,한사랑약국,208225.7789,450272.3921,37.55193553,127.0930895,서울특별시,광진구,구의2동
2652,AA0000164948,교육/보건,보건시설,한의원,,,생명나눔한의원,201706.9916,446172.1264,37.51502721,127.0193082,서울특별시,서초구,잠원동
2653,AA0005195447,산업,서비스산업,종합상품판매업,기타종합상품판매업,,바닐라슈가,199780.7461,447770.5167,37.5294303,126.9975195,서울특별시,용산구,보광동
2654,AA0006398072,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,196756.9597,441672.0909,37.47447747,126.9633371,서울특별시,관악구,인헌동
2655,AA0005533191,산업,서비스산업,금융/보험업,기타금융업,,동양증권,205610.2286,445287.511,37.50704132,127.0634518,서울특별시,강남구,대치2동
2656,AA0000093130,교육/보건,보건시설,기타보건시설,약국,지역약국,매일약국,202443.3752,460064.4953,37.64019499,127.0276839,서울특별시,강북구,수유3동
2657,AA0002108999,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신현초등학교,208248.0624,456235.8907,37.60566603,127.0934088,서울특별시,중랑구,신내2동
2658,AA0006403903,산업,서비스산업,종합상품판매업,편의점,CU,씨유,200968.7759,456876.3921,37.61147333,127.0109722,서울특별시,성북구,정릉4동
2659,AA0000165442,교육/보건,보건시설,한의원,,,동광한의원,210091.562,445937.5733,37.5128603,127.1141447,서울특별시,송파구,방이2동
2660,AA0000556185,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,197498.8793,449271.9723,37.54295506,126.9716987,서울특별시,용산구,남영동
2661,AA0003169201,산업,서비스산업,종합상품판매업,편의점,GS25,gs25,203348.137,449465.1412,37.54469283,127.0378865,서울특별시,성동구,성수1가1동
2662,AA0000041796,교육/보건,교육시설,유아교육기관,어린이집,,교보생명다솜이어린이집,197293.6182,452503.1322,37.57206714,126.9693642,서울특별시,종로구,사직동
2663,AA0006649891,교육/보건,보건시설,기타보건시설,약국,미분류,기림약국,192839.1868,454893.3518,37.59357899,126.9189173,서울특별시,은평구,응암2동
2664,AA0000093388,교육/보건,보건시설,기타보건시설,약국,지역약국,건강한온누리약국,185932.7333,448470.1885,37.53562712,126.8408382,서울특별시,강서구,화곡1동
2665,AA0006790780,산업,서비스산업,언론/미디어,기타언론/미디어,,나래홀딩스,200416.4863,453508.136,37.58112605,127.0047151,서울특별시,종로구,이화동
2666,AA0000554285,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,193255.0888,447231.6324,37.52455032,126.9236971,서울특별시,영등포구,여의동
2667,AA0002131152,교육/보건,교육시설,대학교,종합대학,부속시설,특수연구동,202301.353,454611.5973,37.59106538,127.0260576,서울특별시,성북구,안암동
2668,AA0003886465,산업,서비스산업,종합상품판매업,백화점,면세점,롯데면세점,205061.7218,445906.8427,37.5126247,127.0572525,서울특별시,강남구,삼성1동
2669,AA0002110307,교육/보건,교육시설,초등교육기관,공립초등학교,,서울남성초등학교,197859.5143,442778.3715,37.48444837,126.9757983,서울특별시,동작구,사당3동
2670,AA0000552836,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,199708.638,453991.5585,37.5854817,126.9967012,서울특별시,종로구,혜화동
