,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,X_VALUE,Y_VALUE,latitude,longitude,sido,gu,dong
0,AA0006589639,교육/보건,보건시설,한의원,,,가온자리한의원,207529.1558,448079.8151,37.53218639,127.0851835,서울특별시,광진구,자양2동
1,AA0006596568,교육/보건,보건시설,기타보건시설,약국,미분류,대흥당약국,204191.8416,453156.083,37.57794463,127.0474547,서울특별시,동대문구,전농1동
2,AA0006782411,산업,서비스산업,언론/미디어,음반/비디오,,팝스디브이디,207161.8029,445671.9048,37.510494,127.0810039,서울특별시,송파구,잠실본동
3,AA0006926344,산업,서비스산업,종합상품판매업,시장,일반시장,마포농수산물시장,191030.2493,451744.527,37.56519246,126.8984731,서울특별시,마포구,성산2동
4,AA0006501460,산업,서비스산업,종합상품판매업,편의점,CU,씨유,193999.8145,440934.1744,37.46781499,126.9321732,서울특별시,관악구,대학동
5,AA0006559755,교육/보건,보건시설,한의원,,,김영훈한의원,211033.5017,448090.4425,37.53224689,127.1248311,서울특별시,강동구,성내2동
6,AA0006564713,교육/보건,보건시설,한의원,,,우아미한의원,201322.2965,444015.2384,37.49559417,127.0149529,서울특별시,서초구,서초4동
7,AA0006597015,교육/보건,보건시설,기타보건시설,약국,미분류,동인약국,196937.9041,441318.9146,37.47129593,126.9653841,서울특별시,관악구,인헌동
8,AA0006603738,교육/보건,보건시설,기타보건시설,약국,미분류,우리들약국,188575.7078,449414.5925,37.5441727,126.8707269,서울특별시,양천구,목2동
9,AA0006783602,산업,서비스산업,언론/미디어,음반/비디오,,석비디오,198827.7625,450895.6676,37.55758718,126.986733,서울특별시,중구,명동
10,AA0006789863,산업,서비스산업,언론/미디어,기타언론/미디어,,트윈픽쳐스,208640.2771,444940.4658,37.50389105,127.0977176,서울특별시,송파구,석촌동
11,AA0006790712,산업,서비스산업,언론/미디어,기타언론/미디어,,구혜선필름,201285.8257,448618.8469,37.5370729,127.0145485,서울특별시,용산구,한남동
12,AA0006523797,교육/보건,보건시설,병/의원,미분류,,동산의원,201224.1342,461896.7173,37.65670544,127.0138727,서울특별시,도봉구,쌍문1동
13,AA0006560221,교육/보건,보건시설,한의원,,,닥터정한의원,201789.8464,446205.5797,37.51532847,127.0202454,서울특별시,강남구,논현1동
14,AA0006564168,교육/보건,보건시설,한의원,,,연세한의원,198384.928,442927.2185,37.48579056,126.9817387,서울특별시,동작구,사당2동
15,AA0006565485,교육/보건,보건시설,한의원,,,자미당한의원,199867.5752,444420.6719,37.49924809,126.9985024,서울특별시,서초구,반포4동
16,AA0006789886,산업,서비스산업,언론/미디어,기타언론/미디어,,필름크루,207701.8879,445131.5583,37.50562111,127.0871069,서울특별시,송파구,잠실본동
17,AA0006791139,산업,서비스산업,언론/미디어,기타언론/미디어,,모베터필름,195869.7626,457070.3198,37.61321184,126.9532206,서울특별시,종로구,평창동
18,AA0009489595,교육/보건,교육시설,중등교육기관,공립중학교,,한울중학교,191549.9306,440358.9545,37.46261306,126.9044861,서울특별시,금천구,시흥4동
19,AA0003897518,산업,서비스산업,종합상품판매업,시장,미분류,천호시장,211294.4366,449063.2206,37.54100845,127.1277983,서울특별시,강동구,천호2동
20,AA0003897604,산업,서비스산업,종합상품판매업,시장,미분류,장안제일시장,207150.0662,453898.1156,37.58461208,127.0809513,서울특별시,중랑구,면목5동
21,AA0005536689,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,200301.7779,452128.9872,37.56870004,127.0034159,서울특별시,중구,을지로동
22,AA0006567252,교육/보건,보건시설,한의원,,,하늘땅한의원,204705.5539,451932.3322,37.56691622,127.0532625,서울특별시,동대문구,답십리1동
23,AA0006573706,숙박/음식,숙박시설,기타숙박시설,,,코업,193996.4326,442889.9064,37.48543629,126.9321191,서울특별시,관악구,신림동
24,AA0009423257,산업,서비스산업,종합상품판매업,할인매장,대형지역슈퍼,제일소비자유통월곡점,204049.7164,456363.5925,37.60684466,127.0458635,서울특별시,성북구,월곡2동
25,AA0009216657,산업,서비스산업,종합상품판매업,백화점,롯데백화점,빌리엔젤,204191.3406,453438.1917,37.58048641,127.0474507,서울특별시,동대문구,전농1동
26,AA0002115456,교육/보건,교육시설,중등교육기관,공립중학교,,고척중학교,187808.331,444537.6755,37.50022185,126.8621245,서울특별시,구로구,고척1동
27,AA0002131324,교육/보건,교육시설,대학교,종합대학,부속시설,사회교육원,209554.4437,460393.5103,37.64311294,127.1082578,서울특별시,노원구,공릉2동
28,AA0006717676,산업,서비스산업,언론/미디어,음반/비디오,,타워비디오,193034.3987,458248.6745,37.62381156,126.9210958,서울특별시,은평구,불광2동
29,AA0006597596,교육/보건,보건시설,기타보건시설,약국,메디팜,메디팜광주약국,198083.1805,450950.7297,37.55808204,126.9783059,서울특별시,중구,회현동
30,AA0006558553,교육/보건,보건시설,한의원,,,경희누리한의원,207132.1098,454640.3154,37.59129938,127.0807552,서울특별시,중랑구,면목2동
31,AA0006596237,교육/보건,보건시설,기타보건시설,약국,미분류,대림우리약국,190568.1245,443454.9206,37.49049847,126.8933488,서울특별시,구로구,구로3동
32,AA0006603815,교육/보건,보건시설,기타보건시설,약국,미분류,우리약국,204182.7494,457118.5987,37.61364659,127.0473744,서울특별시,성북구,장위1동
33,AA0006605475,교육/보건,보건시설,기타보건시설,약국,미분류,제당약국,193944.0986,444079.0846,37.49615052,126.9315176,서울특별시,동작구,상도3동
34,AA0006926252,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,207244.5229,453443.4372,37.58051472,127.0820162,서울특별시,중랑구,면목5동
35,AA0003897697,산업,서비스산업,종합상품판매업,시장,전통시장,중곡제일골목시장,207160.5649,451549.2368,37.56344874,127.0810472,서울특별시,광진구,중곡1동
36,AA0000164960,교육/보건,보건시설,한의원,,,거여경희한의원,213127.6263,443707.7992,37.4927318,127.1484454,서울특별시,송파구,거여2동
37,AA0003154765,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,JOYNCINEMA,201939.3725,447058.7086,37.52301489,127.021939,서울특별시,강남구,신사동
38,AA0002572044,레저/관광/예술,문화/예술시설,공연/연극장,문화예술회관,,노원문화예술회관,207098.1832,461196.7437,37.65037219,127.0804347,서울특별시,노원구,중계본동
39,AA0000042603,교육/보건,교육시설,유아교육기관,어린이집,,애일선교어린이집,202734.0644,453006.2689,37.5766003,127.0309511,서울특별시,동대문구,용신동
40,AA0000042806,교육/보건,교육시설,유아교육기관,어린이집,,한내들어린이집,206621.3073,456068.1645,37.60416798,127.0749844,서울특별시,중랑구,중화2동
41,AA0000046449,교육/보건,교육시설,유아교육기관,어린이집,,영삼어린이집,191527.3224,446875.3161,37.52132566,126.9041556,서울특별시,영등포구,영등포동
42,AA0000162707,교육/보건,보건시설,한의원,,,북한산한의원,200765.5903,456896.3181,37.61165306,127.008671,서울특별시,성북구,정릉4동
43,AA0000163414,교육/보건,보건시설,한의원,,,신중앙한의원,203224.7108,453296.9934,37.57921812,127.0365067,서울특별시,동대문구,제기동
44,AA0003146935,교육/보건,보건시설,한의원,,,려한의원,202540.1394,444134.752,37.49666845,127.0287251,서울특별시,강남구,역삼1동
45,AA0003147991,교육/보건,보건시설,한의원,,,발머스한의원,202289.6469,444585.5988,37.50073126,127.0258938,서울특별시,서초구,서초4동
46,AA0003152465,교육/보건,보건시설,한의원,,,동원미한의원,194447.1723,450688.2942,37.55570277,126.9371566,서울특별시,서대문구,신촌동
47,AA0002571942,레저/관광/예술,문화/예술시설,공연/연극장,미분류,,CTS아트홀,194458.4521,445932.5276,37.51285336,126.9373201,서울특별시,동작구,노량진2동
48,AA0000041938,교육/보건,교육시설,유아교육기관,어린이집,,서일대학교부설어린이집,208606.0139,454204.9847,37.58736449,127.0974387,서울특별시,중랑구,면목3.8동
49,AA0000042321,교육/보건,교육시설,유아교육기관,어린이집,,구립성이어린이집,204868.5913,448551.8626,37.53645742,127.0550855,서울특별시,성동구,성수2가1동
50,AA0000089977,교육/보건,보건시설,기타보건시설,약국,지역약국,청와약국,190094.4422,442796.1558,37.484558,126.8880015,서울특별시,구로구,가리봉동
51,AA0000160201,교육/보건,보건시설,한의원,,,이건한의원,207147.3417,451778.2576,37.56551231,127.0808997,서울특별시,광진구,중곡3동
52,AA0000162594,교육/보건,보건시설,한의원,,,오씨전통한의원,198356.6458,441659.5763,37.47436894,126.9814217,서울특별시,관악구,남현동
53,AA0002571354,레저/관광/예술,문화/예술시설,전시관,,,월드컵전시관,190975.8886,452372.4767,37.57084972,126.8978501,서울특별시,마포구,성산2동
54,AA0000042559,교육/보건,교육시설,유아교육기관,어린이집,,보인푸른숲어린이집,205307.4229,455384.9002,37.59802035,127.0601001,서울특별시,동대문구,이문1동
55,AA0000043356,교육/보건,교육시설,유아교육기관,어린이집,,해원어린이집,202254.4097,459293.1857,37.63324608,127.0255405,서울특별시,강북구,미아동
56,AA0000043466,교육/보건,교육시설,유아교육기관,어린이집,,창4동어린이집,204698.0859,460285.5944,37.64217829,127.0532316,서울특별시,도봉구,창4동
57,AA0000046585,교육/보건,교육시설,유아교육기관,어린이집,,소망어린이집,192993.1498,445883.7251,37.51240369,126.9207467,서울특별시,영등포구,신길1동
58,AA0000069693,교육/보건,보건시설,기타보건시설,약국,지역약국,청구종로약국,201140.2747,450968.993,37.55824788,127.0129054,서울특별시,중구,청구동
59,AA0000091753,교육/보건,보건시설,기타보건시설,약국,지역약국,아파트약국,202707.0505,452442.9037,37.57152448,127.0306432,서울특별시,동대문구,용신동
60,AA0003147107,산업,서비스산업,종합상품판매업,백화점,미분류,다이소강남역1호점,202290.7282,444758.6725,37.50229066,127.0259065,서울특별시,강남구,역삼1동
61,AA0000042858,교육/보건,교육시설,유아교육기관,어린이집,,아가사랑어린이집,206623.9697,455756.0547,37.60135588,127.0750117,서울특별시,중랑구,중화2동
62,AA0000046527,교육/보건,교육시설,유아교육기관,어린이집,,새예닮어린이집,192334.0663,446040.2837,37.51380905,126.9132903,서울특별시,영등포구,영등포본동
63,AA0000047591,교육/보건,교육시설,유아교육기관,어린이집,,연세중앙어린이집,206513.8022,443175.4714,37.48800579,127.0736526,서울특별시,강남구,개포2동
64,AA0006499911,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,191991.7221,450220.0592,37.55146593,126.9093725,서울특별시,마포구,합정동
65,AA0006565394,교육/보건,보건시설,한의원,,,일맥한의원,192949.7074,457809.0553,37.61985001,126.9201407,서울특별시,은평구,갈현1동
66,AA0006565798,교육/보건,보건시설,한의원,,,정성한의원,212054.2342,447841.7667,37.52999355,127.1363754,서울특별시,강동구,성내3동
67,AA0006600121,교육/보건,보건시설,기타보건시설,약국,미분류,새은광약국,206902.4093,448549.6712,37.5364247,127.078097,서울특별시,광진구,자양1동
68,AA0006605535,교육/보건,보건시설,기타보건시설,약국,미분류,제일약국,198347.0075,452506.7368,37.57210211,126.9812884,서울특별시,종로구,종로1.2.3.4가동
69,AA0003720747,산업,서비스산업,종합상품판매업,할인매장,이마트,이마트수서점,209134.1816,443112.3577,37.48741495,127.1032808,서울특별시,강남구,수서동
70,AA0003897618,산업,서비스산업,종합상품판매업,시장,전통시장,봉천중앙시장,195965.0582,442726.2944,37.48397282,126.9543787,서울특별시,관악구,중앙동
71,AA0005193825,산업,서비스산업,종합상품판매업,기타종합상품판매업,,은평보육사,192934.5145,456529.485,37.60832112,126.919981,서울특별시,은평구,역촌동
72,AA0006500650,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,192962.7888,451029.5317,37.55876717,126.920354,서울특별시,마포구,연남동
73,AA0006566221,교육/보건,보건시설,한의원,,,중화한의원,207128.565,455869.7857,37.60237681,127.080727,서울특별시,중랑구,중화1동
74,AA0005535183,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,205705.5706,449370.6355,37.54382976,127.0645618,서울특별시,성동구,성수2가3동
75,AA0002114767,교육/보건,교육시설,중등교육기관,사립중학교,,예일여자중학교,192554.027,456781.5557,37.61058925,126.9156693,서울특별시,은평구,구산동
76,AA0002123940,교육/보건,교육시설,유아교육기관,사립유치원,,등현유치원,186615.7539,451335.895,37.56145717,126.8485139,서울특별시,강서구,등촌3동
77,AA0002124277,교육/보건,교육시설,유아교육기관,사립유치원,,강일늘사랑유치원,215754.1432,451526.9287,37.56314091,127.1783132,서울특별시,강동구,강일동
78,AA0002129157,교육/보건,교육시설,기타교육기관,미분류,,미르동,194392.1027,460091.613,37.64042545,126.9364613,서울특별시,은평구,진관동
79,AA0002133188,교육/보건,교육시설,대학교,종합대학,부속시설,연구공원국제백신연구소,196457.5384,440599.0873,37.4648085,126.9599572,서울특별시,관악구,낙성대동
80,AA0000553878,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,200401.2496,452423.6313,37.57135473,127.004542,서울특별시,종로구,종로5.6가동
81,AA0000089939,교육/보건,보건시설,기타보건시설,약국,지역약국,문성당약국,191555.0161,440720.119,37.46586723,126.9045394,서울특별시,금천구,독산2동
82,AA0000114046,교육/보건,보건시설,병/의원,미분류,,호산의원,189589.4145,444272.0336,37.49785019,126.8822705,서울특별시,구로구,구로2동
83,AA0000163892,교육/보건,보건시설,한의원,,,화남한의원,198397.4613,443204.3927,37.48828794,126.9818798,서울특별시,동작구,사당2동
84,AA0003156268,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,육스갤러리,198822.2053,452504.2636,37.57208056,126.9866675,서울특별시,종로구,종로1.2.3.4가동
85,AA0002109091,교육/보건,교육시설,초등교육기관,공립초등학교,,서울경일초등학교,204170.8257,449020.339,37.54068181,127.0471933,서울특별시,성동구,성수1가1동
86,AA0002114987,교육/보건,교육시설,중등교육기관,사립중학교,,휘문중학교,205469.0427,445123.6963,37.50556619,127.0618538,서울특별시,강남구,대치2동
87,AA0002131055,교육/보건,교육시설,대학교,종합대학,부속시설,대일관,201168.4888,457320.6292,37.61547563,127.0132348,서울특별시,성북구,정릉4동
88,AA0002133218,교육/보건,교육시설,대학교,종합대학,부속시설,제약실습동,195899.1476,439689.7738,37.45661317,126.9536504,서울특별시,관악구,대학동
89,AA0003720719,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,208273.0747,457362.4736,37.61581618,127.0937048,서울특별시,중랑구,신내2동
90,AA0002108882,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신계초등학교,204671.9827,458988.9428,37.63049579,127.0529275,서울특별시,노원구,월계2동
91,AA0002108992,교육/보건,교육시설,초등교육기관,공립초등학교,,서울당현초등학교,205152.2817,461033.3101,37.64891265,127.0583831,서울특별시,노원구,상계6.7동
92,AA0002124079,교육/보건,교육시설,유아교육기관,사립유치원,,백운유치원,205733.5387,462717.0749,37.66407962,127.0649828,서울특별시,노원구,상계9동
93,AA0002128637,교육/보건,교육시설,기타교육기관,미분류,,체육관,205728.6547,442956.2162,37.48603549,127.0647731,서울특별시,강남구,개포2동
94,AA0002131301,교육/보건,교육시설,대학교,종합대학,부속시설,한의과대학,204836.2126,455389.394,37.59806343,127.0547642,서울특별시,동대문구,이문1동
95,AA0002131468,교육/보건,교육시설,대학교,종합대학,부속시설,제1법학관,204227.4274,450792.3392,37.55664724,127.047844,서울특별시,성동구,사근동
96,AA0003720707,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,191003.8087,452013.4887,37.56761554,126.8981705,서울특별시,마포구,성산2동
97,AA0002109101,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신자초등학교,206676.952,447866.2013,37.53026829,127.0755399,서울특별시,광진구,자양2동
98,AA0002133163,교육/보건,교육시설,대학교,종합대학,부속시설,생명공학연구동,195948.0608,440840.477,37.46698135,126.9541969,서울특별시,관악구,대학동
99,AA0002133238,교육/보건,교육시설,대학교,종합대학,부속시설,해동일본기술정보센터,195756.1389,439681.0117,37.45653357,126.9520341,서울특별시,관악구,대학동
100,AA0006559184,교육/보건,보건시설,한의원,,,경희N한의원,196446.5576,443043.9732,37.48683711,126.9598213,서울특별시,관악구,청림동
101,AA0006563912,교육/보건,보건시설,한의원,,,안아픈세상한의원,195434.7976,443113.6286,37.48746027,126.9483809,서울특별시,관악구,성현동
102,AA0006567205,교육/보건,보건시설,한의원,,,피트니스한의원,195958.18,442326.1036,37.48036704,126.9543032,서울특별시,관악구,낙성대동
103,AA0006594038,교육/보건,보건시설,기타보건시설,약국,미분류,가양마트약국,187597.2231,451129.0366,37.55960712,126.8596258,서울특별시,강서구,가양3동
104,AA0006595363,교육/보건,보건시설,기타보건시설,약국,미분류,김약국,191536.4962,444019.2771,37.49559273,126.9042922,서울특별시,영등포구,대림1동
105,AA0006789256,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,동양예술극장,200205.3766,453889.1616,37.58455914,127.0023252,서울특별시,종로구,혜화동
106,AA0006791289,산업,서비스산업,언론/미디어,기타언론/미디어,,해머웍스,193460.1035,450818.0953,37.5568658,126.9259844,서울특별시,마포구,서교동
107,AA0006926315,산업,서비스산업,종합상품판매업,할인매장,롯데슈퍼,롯데슈퍼,192927.4758,457850.953,37.62022733,126.9198885,서울특별시,은평구,갈현1동
108,AA0009548825,산업,서비스산업,종합상품판매업,기타종합상품판매업,,모와부,204224.2072,442174.9211,37.47900405,127.047758,서울특별시,강남구,개포4동
109,AA0006113260,산업,서비스산업,종합상품판매업,기타종합상품판매업,,형제,183673.193,452174.5583,37.56896603,126.8151907,서울특별시,강서구,방화1동
110,AA0006500162,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,192397.5828,453847.6023,37.58415333,126.9139279,서울특별시,서대문구,북가좌2동
111,AA0006558221,교육/보건,보건시설,한의원,,,가온자리한의원,196052.6312,442624.7201,37.48305801,126.9553694,서울특별시,관악구,행운동
112,AA0006564155,교육/보건,보건시설,한의원,,,역촌재림한의원,192441.4693,457066.0651,37.61315172,126.9143915,서울특별시,은평구,갈현2동
113,AA0006565395,교육/보건,보건시설,한의원,,,일맥한의원,191694.3213,446511.0646,37.51804527,126.9060488,서울특별시,영등포구,영등포동
114,AA0006566121,교육/보건,보건시설,한의원,,,준한의원,202358.1347,446569.7416,37.5186083,127.0266747,서울특별시,강남구,논현1동
115,AA0006599006,교육/보건,보건시설,기타보건시설,약국,미분류,보은당약국,192957.4416,454853.9661,37.59322504,126.9202567,서울특별시,은평구,응암2동
116,AA0006788579,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사민들레,198386.9704,443484.4457,37.49081123,126.9817605,서울특별시,동작구,사당2동
117,AA0006790880,산업,서비스산업,언론/미디어,기타언론/미디어,,DUBUDIGITAL,199495.3352,448015.0953,37.53163385,126.9942904,서울특별시,용산구,이태원1동
118,AA0006926313,산업,서비스산업,종합상품판매업,할인매장,홈플러스익스프레스,홈플러스익스프레스,192026.204,457273.9335,37.61502109,126.9096859,서울특별시,은평구,갈현2동
119,AA0006926477,산업,서비스산업,종합상품판매업,할인매장,미분류,에브리데이리테일,212038.5091,450610.7996,37.55494266,127.1362429,서울특별시,강동구,암사3동
120,AA0007232340,교육/보건,보건시설,기타보건시설,약국,온누리,은성온누리약국,194473.0982,441857.0403,37.47613305,126.9375164,서울특별시,관악구,서림동
121,AA0010090125,산업,서비스산업,언론/미디어,음반/비디오,,애드바트그룹(AdvartGroupCoLtd),199874.8991,448501.302,37.5360147,126.9985846,서울특별시,용산구,한남동
122,AA0006558218,교육/보건,보건시설,한의원,,,가온경희한의원,203746.7729,446175.9638,37.51505576,127.0423806,서울특별시,강남구,삼성2동
123,AA0006558486,교육/보건,보건시설,한의원,,,경천한의원,201318.6135,443201.9004,37.48826594,127.0149098,서울특별시,서초구,서초1동
124,AA0006558653,교육/보건,보건시설,한의원,,,경희미래한의원,184665.7228,450452.1944,37.55346471,126.8264615,서울특별시,강서구,발산1동
125,AA0006564452,교육/보건,보건시설,한의원,,,오정석경희한의원,207968.939,445141.9808,37.50571275,127.0901273,서울특별시,송파구,삼전동
126,AA0006566317,교육/보건,보건시설,한의원,,,진한의원,186076.3373,444037.2898,37.49568887,126.8425469,서울특별시,구로구,오류1동
127,AA0006567594,교육/보건,보건시설,한의원,,,해맑은한의원,199787.5288,453829.9152,37.58402533,126.9975945,서울특별시,종로구,혜화동
128,AA0006567837,교육/보건,보건시설,한의원,,,형제한의원,197382.904,447941.8407,37.53097025,126.9703911,서울특별시,용산구,한강로동
129,AA0006788891,산업,서비스산업,언론/미디어,기타언론/미디어,,씨앤필,194968.113,450925.1553,37.55783987,126.9430506,서울특별시,서대문구,신촌동
130,AA0006790711,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사아이온,201272.321,454165.9468,37.5870521,127.0144054,서울특별시,성북구,삼선동
131,AA0006499597,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,191544.9166,445258.7939,37.50676092,126.9043732,서울특별시,영등포구,신길3동
132,AA0006520095,교육/보건,보건시설,병/의원,미분류,,강서의원경찰공제회,184190.4205,450099.5357,37.55027925,126.8210901,서울특별시,강서구,발산1동
133,AA0006599842,교육/보건,보건시설,기타보건시설,약국,미분류,새대우약국,207036.8206,456378.4998,37.60696098,127.0796929,서울특별시,중랑구,묵1동
134,AA0006603096,교육/보건,보건시설,기타보건시설,약국,미분류,예린약국,202740.0319,451696.7858,37.5648019,127.0310137,서울특별시,성동구,왕십리도선동
135,AA0006788565,산업,서비스산업,언론/미디어,기타언론/미디어,,엠분의일무비,200811.5995,448250.1822,37.53375177,127.0091825,서울특별시,용산구,한남동
136,AA0006791019,산업,서비스산업,언론/미디어,기타언론/미디어,,잉스랜드,197869.9331,451545.8265,37.56344337,126.9758907,서울특별시,중구,소공동
137,AA0006533579,교육/보건,보건시설,병/의원,미분류,,우리들가정의원,198856.0539,449338.2124,37.54355457,126.9870556,서울특별시,용산구,용산2가동
138,AA0006539514,교육/보건,보건시설,병/의원,정형외과,,필정형외과의원,206389.3343,454918.4732,37.59381101,127.0723473,서울특별시,중랑구,중화2동
139,AA0006558283,교육/보건,보건시설,한의원,,,강남발머스한의원,202794.0368,444361.1892,37.49870793,127.0315971,서울특별시,강남구,역삼1동
140,AA0006558446,교육/보건,보건시설,한의원,,,경락재한의원,209593.1827,444653.4117,37.50129528,127.1084908,서울특별시,송파구,석촌동
141,AA0006560596,교육/보건,보건시설,한의원,,,도원한의원,197078.1492,441659.7908,37.47436772,126.9669682,서울특별시,관악구,인헌동
142,AA0006565486,교육/보건,보건시설,한의원,,,자미원한의원,202803.7315,442912.6713,37.48565665,127.0317012,서울특별시,서초구,서초2동
143,AA0006566808,교육/보건,보건시설,한의원,,,치유한의원,203712.4088,456020.6617,37.60375631,127.0420417,서울특별시,성북구,월곡2동
144,AA0006648079,교육/보건,보건시설,병/의원,미분류,,성가소비녀회성가복지병원,202715.1807,456365.489,37.60686665,127.0307498,서울특별시,성북구,길음2동
145,AA0006658294,공공/환경,정치/사회/외교,외교시설,대사관,,주한호주대사관,198046.3516,452420.104,37.57132097,126.9778852,서울특별시,종로구,종로1.2.3.4가동
146,AA0006791509,산업,서비스산업,언론/미디어,기타언론/미디어,,푸른별엔터테인먼트,191525.5338,448340.8648,37.53453025,126.9041184,서울특별시,영등포구,당산2동
147,AA0006417452,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,198386.5721,446195.4963,37.51523794,126.9817501,서울특별시,용산구,이촌1동
148,AA0006500108,산업,서비스산업,종합상품판매업,편의점,CU,CU,192385.4672,439186.9406,37.45206033,126.9139425,서울특별시,금천구,시흥5동
149,AA0006501158,산업,서비스산업,종합상품판매업,편의점,CU,씨유,193451.2293,453237.975,37.57866873,126.9258624,서울특별시,서대문구,홍은2동
150,AA0006523894,교육/보건,보건시설,병/의원,정신과,,동진정신과의원,207647.2661,451641.862,37.56427938,127.0865569,서울특별시,광진구,중곡3동
151,AA0006524245,교육/보건,보건시설,병/의원,미분류,,로앤의원,198825.4676,452267.1887,37.56994453,126.9867048,서울특별시,종로구,종로1.2.3.4가동
152,AA0006558829,교육/보건,보건시설,한의원,,,경희스마일한의원,198829.964,452174.1765,37.5691065,126.9867559,서울특별시,종로구,종로1.2.3.4가동
153,AA0006560003,교육/보건,보건시설,한의원,,,노옥당한의원,196948.8692,441703.1214,37.47475771,126.9655065,서울특별시,관악구,인헌동
154,AA0006564902,교육/보건,보건시설,한의원,,,유명한의원,197387.416,447845.8275,37.53010518,126.9704425,서울특별시,용산구,한강로동
155,AA0000556544,산업,서비스산업,금융/보험업,일반은행,한국씨티은행,씨티은행,202757.6673,447628.2803,37.52814466,127.0311981,서울특별시,강남구,압구정동
156,AA0003897718,산업,서비스산업,종합상품판매업,시장,미분류,서울풍물시장,202244.1954,452569.4914,37.57266628,127.0254042,서울특별시,동대문구,용신동
157,AA0000044721,교육/보건,교육시설,유아교육기관,어린이집,,서남발도르프어린이집,196397.043,451606.0166,37.5639811,126.9592195,서울특별시,서대문구,충현동
158,AA0002110325,교육/보건,교육시설,초등교육기관,공립초등학교,,서울관악초등학교,194966.7571,442333.8439,37.48043191,126.9430941,서울특별시,관악구,청룡동
159,AA0006564558,교육/보건,보건시설,한의원,,,용한의원,191067.3189,443830.714,37.49388935,126.8989889,서울특별시,영등포구,대림2동
160,AA0006560206,교육/보건,보건시설,한의원,,,다정한의원,207607.1995,454846.9259,37.59315712,127.0861366,서울특별시,중랑구,상봉2동
161,AA0010144886,산업,서비스산업,종합상품판매업,편의점,GS25,지에스25,210999.0778,447603.0636,37.52785602,127.1244344,서울특별시,강동구,성내1동
162,AA0006404197,산업,서비스산업,종합상품판매업,편의점,CU,씨유,201132.0444,461719.157,37.65510577,127.0128288,서울특별시,강북구,우이동
163,AA0006565358,교육/보건,보건시설,한의원,,,인의한의원,204066.6813,444145.8624,37.49676309,127.045988,서울특별시,강남구,역삼2동
164,AA0006567096,교육/보건,보건시설,한의원,,,평산한의원,206631.1951,458156.0469,37.62297947,127.0751153,서울특별시,노원구,공릉1동
165,AA0006567518,교육/보건,보건시설,한의원,,,함소아한의원,203004.3307,451472.1031,37.56277669,127.0340043,서울특별시,성동구,왕십리도선동
166,AA0006606555,교육/보건,보건시설,기타보건시설,약국,미분류,청량리중앙약국,204199.6464,453569.2876,37.58166754,127.0475455,서울특별시,동대문구,전농1동
167,AA0006783468,산업,서비스산업,언론/미디어,음반/비디오,,또와비디오,189508.1523,443562.3334,37.49145484,126.8813616,서울특별시,구로구,구로2동
168,AA0006783487,산업,서비스산업,언론/미디어,음반/비디오,,모노비디오,186650.1163,444872.6503,37.50322397,126.8490202,서울특별시,구로구,고척2동
169,AA0006790277,산업,서비스산업,언론/미디어,기타언론/미디어,,브라더스필름,203248.7011,447093.6791,37.52332629,127.0367509,서울특별시,강남구,압구정동
170,AA0006791110,산업,서비스산업,언론/미디어,기타언론/미디어,,반달,196648.2912,455336.7948,37.59759612,126.9620462,서울특별시,종로구,부암동
171,AA0006417451,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,197399.0372,446412.3341,37.51718941,126.9705791,서울특별시,용산구,이촌1동
172,AA0000554779,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,203159.1571,442670.4629,37.48347318,127.0357189,서울특별시,서초구,양재1동
173,AA0000551619,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,198178.6106,446549.5289,37.5184274,126.9793969,서울특별시,용산구,이촌1동
174,AA0000553312,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,203743.7073,449575.2874,37.54568372,127.0423633,서울특별시,성동구,성수1가1동
175,AA0000555681,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,203440.5273,451467.4209,37.56273298,127.0389414,서울특별시,성동구,사근동
