STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT
,030204,0000,AA0006589639,교육/보건,보건시설,한의원,,,가온자리한의원,,,,207529.155834,448079.815087,,,,,
,030205,0100,AA0006596568,교육/보건,보건시설,기타보건시설,약국,미분류,대흥당약국,,,,204191.841619,453156.082971,,,,,
,070308,0600,AA0006782411,산업,서비스산업,언론/미디어,음반/비디오,,팝스디브이디,,,,207161.802850,445671.904828,,,,,
,070301,0403,AA0006926344,산업,서비스산업,종합상품판매업,시장,일반시장,마포농수산물시장,,,,191030.249265,451744.527029,,,,,
,070301,0503,AA0006501460,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,193999.814460,440934.174381,,,,,
,030204,0000,AA0006559755,교육/보건,보건시설,한의원,,,김영훈한의원,,,,211033.501745,448090.442498,,,,,
,030204,0000,AA0006564713,교육/보건,보건시설,한의원,,,우아미한의원,,,,201322.296460,444015.238364,,,,,
,030205,0100,AA0006597015,교육/보건,보건시설,기타보건시설,약국,미분류,동인약국,,,,196937.904073,441318.914645,,,,,
,030205,0100,AA0006603738,교육/보건,보건시설,기타보건시설,약국,미분류,우리들약국,,,,188575.707753,449414.592519,,,,,
,070308,0600,AA0006783602,산업,서비스산업,언론/미디어,음반/비디오,,석비디오,,,,198827.762512,450895.667605,,,,,
,070308,0800,AA0006789863,산업,서비스산업,언론/미디어,기타언론/미디어,,트윈픽쳐스,,,,208640.277139,444940.465849,,,,,
,070308,0800,AA0006790712,산업,서비스산업,언론/미디어,기타언론/미디어,,구혜선필름,,,,201285.825664,448618.846870,,,,,
,030201,0000,AA0006523797,교육/보건,보건시설,병/의원,미분류,,동산의원,,,,201224.134172,461896.717309,,,,,
,030204,0000,AA0006560221,교육/보건,보건시설,한의원,,,닥터정한의원,,,,201789.846388,446205.579654,,,,,
,030204,0000,AA0006564168,교육/보건,보건시설,한의원,,,연세한의원,,,,198384.927968,442927.218545,,,,,
,030204,0000,AA0006565485,교육/보건,보건시설,한의원,,,자미당한의원,,,,199867.575183,444420.671916,,,,,
,070308,0800,AA0006789886,산업,서비스산업,언론/미디어,기타언론/미디어,,필름크루,,,,207701.887881,445131.558302,,,,,
,070308,0800,AA0006791139,산업,서비스산업,언론/미디어,기타언론/미디어,,모베터필름,,,,195869.762550,457070.319826,,,,,
,030103,0200,AA0009489595,교육/보건,교육시설,중등교육기관,공립중학교,,한울중학교,,,,191549.930616,440358.954510,,,,,
,070301,0400,AA0003897518,산업,서비스산업,종합상품판매업,시장,미분류,천호시장,,,,211294.436563,449063.220608,,,,,
,070301,0400,AA0003897604,산업,서비스산업,종합상품판매업,시장,미분류,장안제일시장,,,,207150.066209,453898.115574,,,,,
,070305,0119,AA0005536689,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,200301.777907,452128.987192,,,,,
,030204,0000,AA0006567252,교육/보건,보건시설,한의원,,,하늘땅한의원,,,,204705.553905,451932.332157,,,,,
,040113,0000,AA0006573706,숙박/음식,숙박시설,기타숙박시설,,,코업,,,,193996.432606,442889.906423,,,,,
,070301,0213,AA0009423257,산업,서비스산업,종합상품판매업,할인매장,대형지역슈퍼,제일소비자유통월곡점,,,,204049.716395,456363.592465,,,,,
,070301,0107,AA0009216657,산업,서비스산업,종합상품판매업,백화점,롯데백화점,빌리엔젤,,,,204191.340596,453438.191656,,,,,
,030103,0200,AA0002115456,교육/보건,교육시설,중등교육기관,공립중학교,,고척중학교,,,,187808.331021,444537.675463,,,,,
,030105,0204,AA0002131324,교육/보건,교육시설,대학교,종합대학,부속시설,사회교육원,,,,209554.443659,460393.510289,,,,,
,070308,0600,AA0006717676,산업,서비스산업,언론/미디어,음반/비디오,,타워비디오,,,,193034.398682,458248.674542,,,,,
,030205,0102,AA0006597596,교육/보건,보건시설,기타보건시설,약국,메디팜,메디팜광주약국,,,,198083.180491,450950.729671,,,,,
,030204,0000,AA0006558553,교육/보건,보건시설,한의원,,,경희누리한의원,,,,207132.109781,454640.315366,,,,,
,030205,0100,AA0006596237,교육/보건,보건시설,기타보건시설,약국,미분류,대림우리약국,,,,190568.124507,443454.920636,,,,,
,030205,0100,AA0006603815,교육/보건,보건시설,기타보건시설,약국,미분류,우리약국,,,,204182.749418,457118.598675,,,,,
,030205,0100,AA0006605475,교육/보건,보건시설,기타보건시설,약국,미분류,제당약국,,,,193944.098629,444079.084575,,,,,
,070301,0203,AA0006926252,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,,,,207244.522871,453443.437170,,,,,
,070301,0402,AA0003897697,산업,서비스산업,종합상품판매업,시장,전통시장,중곡제일골목시장,,,,207160.564942,451549.236750,,,,,
,030204,0000,AA0000164960,교육/보건,보건시설,한의원,,,거여경희한의원,,,,213127.626263,443707.799152,,,,,
,060204,0100,AA0003154765,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,JOYNCINEMA,,,,201939.372511,447058.708570,,,,,
,060205,0300,AA0002572044,레저/관광/예술,문화/예술시설,공연/연극장,문화예술회관,,노원문화예술회관,,,,207098.183192,461196.743732,,,,,
,030101,0100,AA0000042603,교육/보건,교육시설,유아교육기관,어린이집,,애일선교어린이집,,,,202734.064364,453006.268875,,,,,
,030101,0100,AA0000042806,교육/보건,교육시설,유아교육기관,어린이집,,한내들어린이집,,,,206621.307316,456068.164537,,,,,
,030101,0100,AA0000046449,교육/보건,교육시설,유아교육기관,어린이집,,영삼어린이집,,,,191527.322427,446875.316083,,,,,
,030204,0000,AA0000162707,교육/보건,보건시설,한의원,,,북한산한의원,,,,200765.590319,456896.318125,,,,,
,030204,0000,AA0000163414,교육/보건,보건시설,한의원,,,신중앙한의원,,,,203224.710758,453296.993423,,,,,
,030204,0000,AA0003146935,교육/보건,보건시설,한의원,,,려한의원,,,,202540.139411,444134.752001,,,,,
,030204,0000,AA0003147991,교육/보건,보건시설,한의원,,,발머스한의원,,,,202289.646906,444585.598841,,,,,
,030204,0000,AA0003152465,교육/보건,보건시설,한의원,,,동원미한의원,,,,194447.172256,450688.294157,,,,,
,060205,0000,AA0002571942,레저/관광/예술,문화/예술시설,공연/연극장,미분류,,CTS아트홀,,,,194458.452142,445932.527617,,,,,
,030101,0100,AA0000041938,교육/보건,교육시설,유아교육기관,어린이집,,서일대학교부설어린이집,,,,208606.013936,454204.984745,,,,,
,030101,0100,AA0000042321,교육/보건,교육시설,유아교육기관,어린이집,,구립성이어린이집,,,,204868.591291,448551.862609,,,,,
,030205,0106,AA0000089977,교육/보건,보건시설,기타보건시설,약국,지역약국,청와약국,,,,190094.442208,442796.155789,,,,,
,030204,0000,AA0000160201,교육/보건,보건시설,한의원,,,이건한의원,,,,207147.341698,451778.257555,,,,,
,030204,0000,AA0000162594,교육/보건,보건시설,한의원,,,오씨전통한의원,,,,198356.645788,441659.576259,,,,,
,060201,0000,AA0002571354,레저/관광/예술,문화/예술시설,전시관,,,월드컵전시관,,,,190975.888627,452372.476737,,,,,
,030101,0100,AA0000042559,교육/보건,교육시설,유아교육기관,어린이집,,보인푸른숲어린이집,,,,205307.422926,455384.900171,,,,,
,030101,0100,AA0000043356,교육/보건,교육시설,유아교육기관,어린이집,,해원어린이집,,,,202254.409740,459293.185693,,,,,
,030101,0100,AA0000043466,교육/보건,교육시설,유아교육기관,어린이집,,창4동어린이집,,,,204698.085903,460285.594383,,,,,
,030101,0100,AA0000046585,교육/보건,교육시설,유아교육기관,어린이집,,소망어린이집,,,,192993.149828,445883.725063,,,,,
,030205,0106,AA0000069693,교육/보건,보건시설,기타보건시설,약국,지역약국,청구종로약국,,,,201140.274726,450968.992999,,,,,
,030205,0106,AA0000091753,교육/보건,보건시설,기타보건시설,약국,지역약국,아파트약국,,,,202707.050521,452442.903718,,,,,
,070301,0100,AA0003147107,산업,서비스산업,종합상품판매업,백화점,미분류,다이소강남역1호점,,,,202290.728194,444758.672522,,,,,
,030101,0100,AA0000042858,교육/보건,교육시설,유아교육기관,어린이집,,아가사랑어린이집,,,,206623.969685,455756.054683,,,,,
,030101,0100,AA0000046527,교육/보건,교육시설,유아교육기관,어린이집,,새예닮어린이집,,,,192334.066335,446040.283708,,,,,
,030101,0100,AA0000047591,교육/보건,교육시설,유아교육기관,어린이집,,연세중앙어린이집,,,,206513.802202,443175.471418,,,,,
,070301,0502,AA0006499911,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,,,,191991.722085,450220.059157,,,,,
,030204,0000,AA0006565394,교육/보건,보건시설,한의원,,,일맥한의원,,,,192949.707384,457809.055341,,,,,
,030204,0000,AA0006565798,교육/보건,보건시설,한의원,,,정성한의원,,,,212054.234239,447841.766697,,,,,
,030205,0100,AA0006600121,교육/보건,보건시설,기타보건시설,약국,미분류,새은광약국,,,,206902.409340,448549.671171,,,,,
,030205,0100,AA0006605535,교육/보건,보건시설,기타보건시설,약국,미분류,제일약국,,,,198347.007455,452506.736833,,,,,
,070301,0205,AA0003720747,산업,서비스산업,종합상품판매업,할인매장,이마트,이마트수서점,,,,209134.181616,443112.357707,,,,,
,070301,0402,AA0003897618,산업,서비스산업,종합상품판매업,시장,전통시장,봉천중앙시장,,,,195965.058241,442726.294392,,,,,
,070301,0600,AA0005193825,산업,서비스산업,종합상품판매업,기타종합상품판매업,,은평보육사,,,,192934.514475,456529.484980,,,,,
,070301,0505,AA0006500650,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,,,,192962.788797,451029.531739,,,,,
,030204,0000,AA0006566221,교육/보건,보건시설,한의원,,,중화한의원,,,,207128.564979,455869.785734,,,,,
,070305,0119,AA0005535183,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,205705.570587,449370.635516,,,,,
,030103,0100,AA0002114767,교육/보건,교육시설,중등교육기관,사립중학교,,예일여자중학교,,,,192554.027036,456781.555704,,,,,
,030101,0300,AA0002123940,교육/보건,교육시설,유아교육기관,사립유치원,,등현유치원,,,,186615.753920,451335.894959,,,,,
,030101,0300,AA0002124277,교육/보건,교육시설,유아교육기관,사립유치원,,강일늘사랑유치원,,,,215754.143243,451526.928736,,,,,
,030106,0000,AA0002129157,교육/보건,교육시설,기타교육기관,미분류,,미르동,,,,194392.102741,460091.612957,,,,,
,030105,0204,AA0002133188,교육/보건,교육시설,대학교,종합대학,부속시설,연구공원국제백신연구소,,,,196457.538354,440599.087343,,,,,
,070305,0105,AA0000553878,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,,,,200401.249552,452423.631342,,,,,
,030205,0106,AA0000089939,교육/보건,보건시설,기타보건시설,약국,지역약국,문성당약국,,,,191555.016106,440720.119029,,,,,
,030201,0000,AA0000114046,교육/보건,보건시설,병/의원,미분류,,호산의원,,,,189589.414523,444272.033634,,,,,
,030204,0000,AA0000163892,교육/보건,보건시설,한의원,,,화남한의원,,,,198397.461327,443204.392705,,,,,
,060202,0102,AA0003156268,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,육스갤러리,,,,198822.205273,452504.263558,,,,,
,030102,0200,AA0002109091,교육/보건,교육시설,초등교육기관,공립초등학교,,서울경일초등학교,,,,204170.825658,449020.338958,,,,,
,030103,0100,AA0002114987,교육/보건,교육시설,중등교육기관,사립중학교,,휘문중학교,,,,205469.042704,445123.696282,,,,,
,030105,0204,AA0002131055,교육/보건,교육시설,대학교,종합대학,부속시설,대일관,,,,201168.488832,457320.629248,,,,,
,030105,0204,AA0002133218,교육/보건,교육시설,대학교,종합대학,부속시설,제약실습동,,,,195899.147551,439689.773783,,,,,
,070301,0203,AA0003720719,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,,,,208273.074665,457362.473560,,,,,
,030102,0200,AA0002108882,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신계초등학교,,,,204671.982731,458988.942751,,,,,
,030102,0200,AA0002108992,교육/보건,교육시설,초등교육기관,공립초등학교,,서울당현초등학교,,,,205152.281733,461033.310132,,,,,
,030101,0300,AA0002124079,교육/보건,교육시설,유아교육기관,사립유치원,,백운유치원,,,,205733.538662,462717.074884,,,,,
,030106,0000,AA0002128637,교육/보건,교육시설,기타교육기관,미분류,,체육관,,,,205728.654737,442956.216191,,,,,
,030105,0204,AA0002131301,교육/보건,교육시설,대학교,종합대학,부속시설,한의과대학,,,,204836.212556,455389.394031,,,,,
,030105,0204,AA0002131468,교육/보건,교육시설,대학교,종합대학,부속시설,제1법학관,,,,204227.427443,450792.339240,,,,,
,070301,0203,AA0003720707,산업,서비스산업,종합상품판매업,할인매장,홈플러스,홈플러스,,,,191003.808698,452013.488705,,,,,
,030102,0200,AA0002109101,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신자초등학교,,,,206676.952002,447866.201323,,,,,
,030105,0204,AA0002133163,교육/보건,교육시설,대학교,종합대학,부속시설,생명공학연구동,,,,195948.060844,440840.476979,,,,,
,030105,0204,AA0002133238,교육/보건,교육시설,대학교,종합대학,부속시설,해동일본기술정보센터,,,,195756.138914,439681.011700,,,,,
,030204,0000,AA0006559184,교육/보건,보건시설,한의원,,,경희N한의원,,,,196446.557561,443043.973164,,,,,
,030204,0000,AA0006563912,교육/보건,보건시설,한의원,,,안아픈세상한의원,,,,195434.797612,443113.628584,,,,,
,030204,0000,AA0006567205,교육/보건,보건시설,한의원,,,피트니스한의원,,,,195958.179964,442326.103555,,,,,
,030205,0100,AA0006594038,교육/보건,보건시설,기타보건시설,약국,미분류,가양마트약국,,,,187597.223126,451129.036601,,,,,
,030205,0100,AA0006595363,교육/보건,보건시설,기타보건시설,약국,미분류,김약국,,,,191536.496168,444019.277105,,,,,
,060204,0100,AA0006789256,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,동양예술극장,,,,200205.376569,453889.161572,,,,,
,070308,0800,AA0006791289,산업,서비스산업,언론/미디어,기타언론/미디어,,해머웍스,,,,193460.103468,450818.095322,,,,,
,070301,0215,AA0006926315,산업,서비스산업,종합상품판매업,할인매장,롯데슈퍼,롯데슈퍼,,,,192927.475771,457850.952983,,,,,
,070301,0600,AA0009548825,산업,서비스산업,종합상품판매업,기타종합상품판매업,,모와부,,,,204224.207198,442174.921110,,,,,
,070301,0600,AA0006113260,산업,서비스산업,종합상품판매업,기타종합상품판매업,,형제,,,,183673.192960,452174.558342,,,,,
,070301,0501,AA0006500162,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,192397.582824,453847.602294,,,,,
,030204,0000,AA0006558221,교육/보건,보건시설,한의원,,,가온자리한의원,,,,196052.631230,442624.720104,,,,,
,030204,0000,AA0006564155,교육/보건,보건시설,한의원,,,역촌재림한의원,,,,192441.469276,457066.065129,,,,,
,030204,0000,AA0006565395,교육/보건,보건시설,한의원,,,일맥한의원,,,,191694.321310,446511.064587,,,,,
,030204,0000,AA0006566121,교육/보건,보건시설,한의원,,,준한의원,,,,202358.134719,446569.741576,,,,,
,030205,0100,AA0006599006,교육/보건,보건시설,기타보건시설,약국,미분류,보은당약국,,,,192957.441632,454853.966110,,,,,
,070308,0800,AA0006788579,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사민들레,,,,198386.970378,443484.445746,,,,,
,070308,0800,AA0006790880,산업,서비스산업,언론/미디어,기타언론/미디어,,DUBUDIGITAL,,,,199495.335178,448015.095259,,,,,
,070301,0216,AA0006926313,산업,서비스산업,종합상품판매업,할인매장,홈플러스익스프레스,홈플러스익스프레스,,,,192026.203976,457273.933455,,,,,
,070301,0200,AA0006926477,산업,서비스산업,종합상품판매업,할인매장,미분류,에브리데이리테일,,,,212038.509058,450610.799596,,,,,
,030205,0101,AA0007232340,교육/보건,보건시설,기타보건시설,약국,온누리,은성온누리약국,,,,194473.098247,441857.040328,,,,,
,070308,0600,AA0010090125,산업,서비스산업,언론/미디어,음반/비디오,,애드바트그룹(AdvartGroupCoLtd),,,,199874.899119,448501.301987,,,,,
,030204,0000,AA0006558218,교육/보건,보건시설,한의원,,,가온경희한의원,,,,203746.772944,446175.963820,,,,,
,030204,0000,AA0006558486,교육/보건,보건시설,한의원,,,경천한의원,,,,201318.613452,443201.900408,,,,,
,030204,0000,AA0006558653,교육/보건,보건시설,한의원,,,경희미래한의원,,,,184665.722821,450452.194440,,,,,
,030204,0000,AA0006564452,교육/보건,보건시설,한의원,,,오정석경희한의원,,,,207968.938968,445141.980794,,,,,
,030204,0000,AA0006566317,교육/보건,보건시설,한의원,,,진한의원,,,,186076.337344,444037.289758,,,,,
,030204,0000,AA0006567594,교육/보건,보건시설,한의원,,,해맑은한의원,,,,199787.528776,453829.915220,,,,,
,030204,0000,AA0006567837,교육/보건,보건시설,한의원,,,형제한의원,,,,197382.904028,447941.840698,,,,,
,070308,0800,AA0006788891,산업,서비스산업,언론/미디어,기타언론/미디어,,씨앤필,,,,194968.112995,450925.155264,,,,,
,070308,0800,AA0006790711,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사아이온,,,,201272.320968,454165.946845,,,,,
,070301,0501,AA0006499597,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,191544.916600,445258.793886,,,,,
,030201,0000,AA0006520095,교육/보건,보건시설,병/의원,미분류,,강서의원경찰공제회,,,,184190.420529,450099.535660,,,,,
,030205,0100,AA0006599842,교육/보건,보건시설,기타보건시설,약국,미분류,새대우약국,,,,207036.820556,456378.499779,,,,,
,030205,0100,AA0006603096,교육/보건,보건시설,기타보건시설,약국,미분류,예린약국,,,,202740.031869,451696.785839,,,,,
,070308,0800,AA0006788565,산업,서비스산업,언론/미디어,기타언론/미디어,,엠분의일무비,,,,200811.599500,448250.182231,,,,,
,070308,0800,AA0006791019,산업,서비스산업,언론/미디어,기타언론/미디어,,잉스랜드,,,,197869.933120,451545.826502,,,,,
,030201,0000,AA0006533579,교육/보건,보건시설,병/의원,미분류,,우리들가정의원,,,,198856.053925,449338.212398,,,,,
,030201,1400,AA0006539514,교육/보건,보건시설,병/의원,정형외과,,필정형외과의원,,,,206389.334269,454918.473177,,,,,
,030204,0000,AA0006558283,교육/보건,보건시설,한의원,,,강남발머스한의원,,,,202794.036752,444361.189225,,,,,
,030204,0000,AA0006558446,교육/보건,보건시설,한의원,,,경락재한의원,,,,209593.182741,444653.411658,,,,,
,030204,0000,AA0006560596,교육/보건,보건시설,한의원,,,도원한의원,,,,197078.149194,441659.790798,,,,,
,030204,0000,AA0006565486,교육/보건,보건시설,한의원,,,자미원한의원,,,,202803.731518,442912.671311,,,,,
,030204,0000,AA0006566808,교육/보건,보건시설,한의원,,,치유한의원,,,,203712.408841,456020.661665,,,,,
,030201,0000,AA0006648079,교육/보건,보건시설,병/의원,미분류,,성가소비녀회성가복지병원,,,,202715.180677,456365.488986,,,,,
,020103,0100,AA0006658294,공공/환경,정치/사회/외교,외교시설,대사관,,주한호주대사관,,,,198046.351563,452420.103958,,,,,
,070308,0800,AA0006791509,산업,서비스산업,언론/미디어,기타언론/미디어,,푸른별엔터테인먼트,,,,191525.533835,448340.864756,,,,,
,070301,0501,AA0006417452,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,198386.572121,446195.496321,,,,,
,070301,0503,AA0006500108,산업,서비스산업,종합상품판매업,편의점,CU,CU,,,,192385.467230,439186.940588,,,,,
,070301,0503,AA0006501158,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,193451.229279,453237.974984,,,,,
,030201,1800,AA0006523894,교육/보건,보건시설,병/의원,정신과,,동진정신과의원,,,,207647.266143,451641.861977,,,,,
,030201,0000,AA0006524245,교육/보건,보건시설,병/의원,미분류,,로앤의원,,,,198825.467566,452267.188721,,,,,
,030204,0000,AA0006558829,교육/보건,보건시설,한의원,,,경희스마일한의원,,,,198829.964039,452174.176469,,,,,
,030204,0000,AA0006560003,교육/보건,보건시설,한의원,,,노옥당한의원,,,,196948.869217,441703.121407,,,,,
,030204,0000,AA0006564902,교육/보건,보건시설,한의원,,,유명한의원,,,,197387.416011,447845.827495,,,,,
,070305,0106,AA0000556544,산업,서비스산업,금융/보험업,일반은행,한국씨티은행,씨티은행,,,,202757.667343,447628.280273,,,,,
,070301,0400,AA0003897718,산업,서비스산업,종합상품판매업,시장,미분류,서울풍물시장,,,,202244.195353,452569.491433,,,,,
,030101,0100,AA0000044721,교육/보건,교육시설,유아교육기관,어린이집,,서남발도르프어린이집,,,,196397.042987,451606.016619,,,,,
,030102,0200,AA0002110325,교육/보건,교육시설,초등교육기관,공립초등학교,,서울관악초등학교,,,,194966.757096,442333.843867,,,,,
,030204,0000,AA0006564558,교육/보건,보건시설,한의원,,,용한의원,,,,191067.318879,443830.714018,,,,,
,030204,0000,AA0006560206,교육/보건,보건시설,한의원,,,다정한의원,,,,207607.199459,454846.925853,,,,,
,070301,0502,AA0010144886,산업,서비스산업,종합상품판매업,편의점,GS25,지에스25,,,,210999.077848,447603.063608,,,,,
,070301,0503,AA0006404197,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,201132.044389,461719.157014,,,,,
,030204,0000,AA0006565358,교육/보건,보건시설,한의원,,,인의한의원,,,,204066.681320,444145.862428,,,,,
,030204,0000,AA0006567096,교육/보건,보건시설,한의원,,,평산한의원,,,,206631.195056,458156.046893,,,,,
,030204,0000,AA0006567518,교육/보건,보건시설,한의원,,,함소아한의원,,,,203004.330708,451472.103071,,,,,
,030205,0100,AA0006606555,교육/보건,보건시설,기타보건시설,약국,미분류,청량리중앙약국,,,,204199.646411,453569.287590,,,,,
,070308,0600,AA0006783468,산업,서비스산업,언론/미디어,음반/비디오,,또와비디오,,,,189508.152259,443562.333392,,,,,
,070308,0600,AA0006783487,산업,서비스산업,언론/미디어,음반/비디오,,모노비디오,,,,186650.116342,444872.650316,,,,,
,070308,0800,AA0006790277,산업,서비스산업,언론/미디어,기타언론/미디어,,브라더스필름,,,,203248.701138,447093.679138,,,,,
,070308,0800,AA0006791110,산업,서비스산업,언론/미디어,기타언론/미디어,,반달,,,,196648.291188,455336.794803,,,,,
,070301,0501,AA0006417451,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,197399.037230,446412.334134,,,,,
,070305,0108,AA0000554779,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,203159.157088,442670.462873,,,,,
,070305,0104,AA0000551619,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,,,,198178.610570,446549.528948,,,,,
,070305,0102,AA0000553312,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,203743.707271,449575.287409,,,,,
,070305,0101,AA0000555681,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,203440.527309,451467.420943,,,,,
,070305,0101,AA0000555829,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,206743.716432,461257.879233,,,,,
,070305,0101,AA0000555446,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,200835.960922,442724.151196,,,,,
,060204,0101,AA0000661777,레저/관광/예술,문화/예술시설,극장,일반영화관,CGV,CGV,,,,202710.127160,456938.687428,,,,,
,060204,0100,AA0000709848,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,스폰지하우스,,,,197867.101571,452078.017835,,,,,
,030204,0000,AA0010127595,교육/보건,보건시설,한의원,,,신촌미래솔한의원,,,,194443.708236,450775.309159,,,,,
,030204,0000,AA0006561418,교육/보건,보건시설,한의원,,,무림한의원,,,,192291.926525,454339.227815,,,,,
,030204,0000,AA0006564140,교육/보건,보건시설,한의원,,,여성미한의원,,,,201812.695267,446235.712849,,,,,
,030204,0000,AA0006564456,교육/보건,보건시설,한의원,,,오중한한의원,,,,191562.884524,450911.042327,,,,,
,030204,0000,AA0006566267,교육/보건,보건시설,한의원,,,지인한의원,,,,192952.167470,456032.388806,,,,,
,030204,0000,AA0006567997,교육/보건,보건시설,한의원,,,홍종수한의원,,,,206604.836657,461600.275266,,,,,
,070308,0600,AA0006783507,산업,서비스산업,언론/미디어,음반/비디오,,민성비디오,,,,185195.590201,443927.571803,,,,,
,070308,0800,AA0006790660,산업,서비스산업,언론/미디어,기타언론/미디어,,그림픽쳐스,,,,201764.394489,455127.942351,,,,,
,070308,0800,AA0006790792,산업,서비스산업,언론/미디어,기타언론/미디어,,디지털수다,,,,200304.806140,449302.899849,,,,,
,070301,0213,AA0009426610,산업,서비스산업,종합상품판매업,할인매장,대형지역슈퍼,한강그린마트,,,,204230.635925,450001.043963,,,,,
,070301,0502,AA0009532408,산업,서비스산업,종합상품판매업,편의점,GS25,GS25포이그린,,,,204244.635885,442284.072619,,,,,
,070301,0505,AA0003138808,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,,,,192969.833998,450457.350358,,,,,
,060205,0200,AA0003171748,레저/관광/예술,문화/예술시설,공연/연극장,소극장,,노을소극장,,,,200288.300810,453721.537336,,,,,
,060205,0200,AA0003171797,레저/관광/예술,문화/예술시설,공연/연극장,소극장,,상상아트홀,,,,200290.136473,453752.559216,,,,,
,030101,0300,AA0002123937,교육/보건,교육시설,유아교육기관,사립유치원,,제일무궁화,,,,211583.835819,443927.690921,,,,,
,030104,0100,AA0002128488,교육/보건,교육시설,고등교육기관,사립고등학교,,오류고등학교,,,,184738.223513,444529.367885,,,,,
,030105,0204,AA0002131508,교육/보건,교육시설,대학교,종합대학,부속시설,공대실험동,,,,205207.222422,453911.783778,,,,,
,030105,0204,AA0002131057,교육/보건,교육시설,대학교,종합대학,부속시설,본관,,,,201068.479156,457315.094587,,,,,
,070301,0402,AA0003897598,산업,서비스산업,종합상품판매업,시장,전통시장,동원골목시장,,,,208096.291777,454490.386395,,,,,
,030103,0200,AA0002115898,교육/보건,교육시설,중등교육기관,공립중학교,,방배중학교,,,,199866.523067,443865.449848,,,,,
,030101,0200,AA0002118386,교육/보건,교육시설,유아교육기관,국공립유치원,,신우초등학교신우유치원,,,,194010.541507,440421.034526,,,,,
,030101,0300,AA0002121791,교육/보건,교육시설,유아교육기관,사립유치원,,국제유치원,,,,184357.545381,452344.261773,,,,,
,030105,0204,AA0002131029,교육/보건,교육시설,대학교,종합대학,부속시설,동문회관,,,,195884.366192,455830.919525,,,,,
,030105,0204,AA0002131879,교육/보건,교육시설,대학교,종합대학,부속시설,미술대학,,,,196900.824493,449426.853082,,,,,
,030106,0000,AA0002129161,교육/보건,교육시설,기타교육기관,미분류,,해오름동B,,,,194384.124573,460274.640760,,,,,
,030105,0204,AA0002131249,교육/보건,교육시설,대학교,종합대학,부속시설,인문과학관,,,,205067.324047,455385.622582,,,,,
,030105,0204,AA0002131306,교육/보건,교육시설,대학교,종합대학,부속시설,갈멜관,,,,205633.415999,461043.878005,,,,,
,070308,0600,AA0006717647,산업,서비스산업,언론/미디어,음반/비디오,,짱구비디오,,,,187152.999254,443423.776298,,,,,
,070308,0600,AA0006782335,산업,서비스산업,언론/미디어,음반/비디오,,칼라비디오극장,,,,194444.559514,450991.396680,,,,,
,070308,0800,AA0006788419,산업,서비스산업,언론/미디어,기타언론/미디어,,루스이소니도스,,,,196369.456356,456412.726314,,,,,
,070308,0800,AA0006788515,산업,서비스산업,언론/미디어,기타언론/미디어,,씨네샵,,,,202293.499958,446684.443218,,,,,
,070308,0800,AA0006791138,산업,서비스산업,언론/미디어,기타언론/미디어,,필름브루어스,,,,195915.902585,451785.527015,,,,,
,070308,0600,AA0010766271,산업,서비스산업,언론/미디어,음반/비디오,,플레이스튜디오,,,,202775.048219,444734.235022,,,,,
,070308,0600,AA0010766511,산업,서비스산업,언론/미디어,음반/비디오,,페리굿,,,,188963.125603,445034.996226,,,,,
