STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT
,010301,0700,AA0003117671,행정,지방행정기관,지방행정집행기관,동주민센터,,문래동주민센터,,,,191116.681066,446401.954195,,,,,
,010301,0700,AA0003117673,행정,지방행정기관,지방행정집행기관,동주민센터,,반포2동주민센터,,,,199514.286344,445014.026927,,,,,
,010301,0700,AA0003117676,행정,지방행정기관,지방행정집행기관,동주민센터,,신길3동주민센터,,,,191841.718442,445317.392665,,,,,
,010301,0700,AA0003117678,행정,지방행정기관,지방행정집행기관,동주민센터,,신길4동주민센터,,,,192157.170952,445443.116155,,,,,
,010301,0700,AA0003117679,행정,지방행정기관,지방행정집행기관,동주민센터,,신길7동주민센터,,,,193056.721942,445215.807282,,,,,
,010301,0700,AA0003117680,행정,지방행정기관,지방행정집행기관,동주민센터,,신도림동주민센터,,,,189438.485457,445377.650683,,,,,
,010301,0700,AA0003117681,행정,지방행정기관,지방행정집행기관,동주민센터,,양평1동주민센터,,,,190119.407849,447134.934029,,,,,
,010301,0700,AA0003117682,행정,지방행정기관,지방행정집행기관,동주민센터,,양평2동주민센터,,,,190803.333432,448703.164118,,,,,
,010301,0700,AA0003117683,행정,지방행정기관,지방행정집행기관,동주민센터,,여의동주민센터,,,,194216.544123,446462.445939,,,,,
,010301,0400,AA0003118735,행정,지방행정기관,지방행정집행기관,구청,,강북구청,,,,202254.540897,460019.471585,,,,,
,010301,0400,AA0006679763,행정,지방행정기관,지방행정집행기관,구청,,강남구청제2별관,,,,204160.218350,446499.287741,,,,,
,010301,0400,AA0006679764,행정,지방행정기관,지방행정집행기관,구청,,강남구청제3별관,,,,204139.274453,446487.171693,,,,,
,010301,0700,AA0006679771,행정,지방행정기관,지방행정집행기관,동주민센터,,길음1동주민센터별관,,,,201991.738307,456019.502079,,,,,
,010301,0700,AA0003117890,행정,지방행정기관,지방행정집행기관,동주민센터,,문정1동주민센터,,,,210978.323525,443413.269005,,,,,
,010301,0700,AA0003117891,행정,지방행정기관,지방행정집행기관,동주민센터,,마천2동주민센터,,,,213128.214883,444161.985918,,,,,
,010301,0700,AA0003117892,행정,지방행정기관,지방행정집행기관,동주민센터,,거여2동주민센터,,,,212988.074485,443801.095909,,,,,
,010301,0700,AA0003117893,행정,지방행정기관,지방행정집행기관,동주민센터,,서원동주민센터,,,,193925.742499,442261.290121,,,,,
,010301,0700,AA0003117894,행정,지방행정기관,지방행정집행기관,동주민센터,,중앙동주민센터,,,,195556.763691,442752.136864,,,,,
,010301,0700,AA0003117895,행정,지방행정기관,지방행정집행기관,동주민센터,,성현동주민센터,,,,195411.562428,443344.594158,,,,,
,010301,0700,AA0003117896,행정,지방행정기관,지방행정집행기관,동주민센터,,보라매동주민센터,,,,194053.849078,443192.327233,,,,,
,010301,0700,AA0003117898,행정,지방행정기관,지방행정집행기관,동주민센터,,신대방2동주민센터,,,,193444.253127,444390.549597,,,,,
,010301,0700,AA0003117900,행정,지방행정기관,지방행정집행기관,동주민센터,,상도4동주민센터,,,,194497.692370,444572.213612,,,,,
,010301,0700,AA0006679679,행정,지방행정기관,지방행정집행기관,동주민센터,,목5동주민센터,,,,189547.206060,448637.462668,,,,,
,010301,0400,AA0003119203,행정,지방행정기관,지방행정집행기관,구청,,도봉구청소차량정비고,,,,204489.614407,462235.254074,,,,,
,050103,0100,AA0003144751,시설물,교통시설,항공,국제공항,,김포국제공항국내선청사,,,,182599.729916,451058.434203,,,,,
,010301,0700,AA0003119453,행정,지방행정기관,지방행정집행기관,동주민센터,,양재2동주민센터,,,,203818.667571,441869.648203,,,,,
,010301,0700,AA0003119459,행정,지방행정기관,지방행정집행기관,동주민센터,,안암동주민센터,,,,202031.209769,453866.867543,,,,,
,010301,0700,AA0003117551,행정,지방행정기관,지방행정집행기관,동주민센터,,증산동주민센터,,,,191792.273192,453862.387219,,,,,
,010301,0700,AA0003117552,행정,지방행정기관,지방행정집행기관,동주민센터,,발산1동주민센터,,,,185256.139563,450415.319992,,,,,
,010301,0700,AA0003117553,행정,지방행정기관,지방행정집행기관,동주민센터,,방화2동주민센터,,,,182925.228885,451927.488068,,,,,
,010301,0700,AA0003117554,행정,지방행정기관,지방행정집행기관,동주민센터,,신월4동주민센터,,,,185861.178530,447252.351833,,,,,
,010301,0700,AA0003117556,행정,지방행정기관,지방행정집행기관,동주민센터,,우장산동주민센터,,,,186021.356434,449864.182115,,,,,
,010301,0700,AA0003117557,행정,지방행정기관,지방행정집행기관,동주민센터,,신월6동주민센터,,,,186182.328614,446305.703289,,,,,
,010301,0700,AA0003117559,행정,지방행정기관,지방행정집행기관,동주민센터,,신정4동주민센터,,,,187510.522189,447116.064584,,,,,
,010301,0700,AA0003117561,행정,지방행정기관,지방행정집행기관,동주민센터,,등촌1동주민센터,,,,187533.440481,450707.538691,,,,,
,010301,0700,AA0003117562,행정,지방행정기관,지방행정집행기관,동주민센터,,화곡본동주민센터,,,,186537.998017,449403.755972,,,,,
,010301,0700,AA0003117622,행정,지방행정기관,지방행정집행기관,동주민센터,,신사1동주민센터,,,,192208.424054,455367.175840,,,,,
,010301,0700,AA0003117623,행정,지방행정기관,지방행정집행기관,동주민센터,,신사2동주민센터,,,,191906.757718,454531.251447,,,,,
,010301,0700,AA0003117624,행정,지방행정기관,지방행정집행기관,동주민센터,,홍은1동주민센터,,,,195333.032990,455477.848875,,,,,
,010301,0700,AA0003117625,행정,지방행정기관,지방행정집행기관,동주민센터,,부암동주민센터,,,,196824.410309,454763.510468,,,,,
,010301,0700,AA0003117626,행정,지방행정기관,지방행정집행기관,동주민센터,,평창동주민센터,,,,197204.341337,456307.129941,,,,,
,010301,0700,AA0003117870,행정,지방행정기관,지방행정집행기관,동주민센터,,잠원동주민센터,,,,201242.849510,446164.657802,,,,,
,010301,0700,AA0003117871,행정,지방행정기관,지방행정집행기관,동주민센터,,신사동주민센터,,,,202013.814912,447169.147424,,,,,
,010301,0700,AA0003117873,행정,지방행정기관,지방행정집행기관,동주민센터,,면목4동주민센터,,,,207559.061208,452801.854977,,,,,
,010301,0700,AA0003117874,행정,지방행정기관,지방행정집행기관,동주민센터,,면목7동주민센터,,,,207678.582899,453276.679981,,,,,
,010301,0700,AA0003117875,행정,지방행정기관,지방행정집행기관,동주민센터,,성수1가1동주민센터,,,,204387.070052,449178.550851,,,,,
,010301,0700,AA0003725833,행정,지방행정기관,지방행정집행기관,동주민센터,,석촌동주민센터,,,,209167.680289,444904.252341,,,,,
,010301,0700,AA0003726088,행정,지방행정기관,지방행정집행기관,동주민센터,,구로3동청사,,,,190304.896272,443102.389250,,,,,
,010301,0700,AA0003117723,행정,지방행정기관,지방행정집행기관,동주민센터,,창5동주민센터,,,,203848.368179,461858.687870,,,,,
,010301,0700,AA0003117725,행정,지방행정기관,지방행정집행기관,동주민센터,,방학3동주민센터,,,,202466.162525,462170.444125,,,,,
,010301,0700,AA0003117726,행정,지방행정기관,지방행정집행기관,동주민센터,,돈암1동주민센터,,,,202330.074526,455981.288038,,,,,
,010301,0700,AA0003117727,행정,지방행정기관,지방행정집행기관,동주민센터,,정릉1동주민센터,,,,201471.891119,455764.635074,,,,,
,010301,0700,AA0003117728,행정,지방행정기관,지방행정집행기관,동주민센터,,정릉3동주민센터,,,,200369.028376,456597.089961,,,,,
,010301,0700,AA0003117730,행정,지방행정기관,지방행정집행기관,동주민센터,,성북동주민센터,,,,200286.551976,454613.876464,,,,,
,010301,0700,AA0003117731,행정,지방행정기관,지방행정집행기관,동주민센터,,돈암2동주민센터,,,,200929.706936,455383.600112,,,,,
,010301,0700,AA0009429620,행정,지방행정기관,지방행정집행기관,동주민센터,,답십리1동주민센터,,,,204429.707496,452258.994074,,,,,
,030205,0106,AA0000090624,교육/보건,보건시설,기타보건시설,약국,지역약국,제생약국,,,,207604.491609,453288.290444,,,,,
,030204,0000,AA0006561104,교육/보건,보건시설,한의원,,,마음우리한의원,,,,191749.116425,440715.147126,,,,,
,030205,0101,AA0006603415,교육/보건,보건시설,기타보건시설,약국,온누리,온누리우리약국,,,,192677.590407,458374.822565,,,,,
,070305,0600,AA0005535041,산업,서비스산업,금융/보험업,기타금융업,,신한금융투자,,,,201356.432922,442861.968109,,,,,
,030105,0401,AA0002131981,교육/보건,교육시설,대학교,종교대학,신학대학,프레이즈예술신학교,,,,195255.285627,445268.504915,,,,,
,070305,0100,AA0009517383,산업,서비스산업,금융/보험업,일반은행,미분류,SC제일은행,,,,205274.233700,456545.182899,,,,,
,030204,0000,AA0006562271,교육/보건,보건시설,한의원,,,부흥한의원,,,,203291.809784,453283.345018,,,,,
,070301,0505,AA0006506815,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,,,,203068.180384,462961.964223,,,,,
,030101,0100,AA0000047493,교육/보건,교육시설,유아교육기관,어린이집,,선릉삼성어린이집,,,,204523.031098,445243.719301,,,,,
,030105,0204,AA0002133052,교육/보건,교육시설,대학교,종합대학,부속시설,신관,,,,197087.560369,443278.466938,,,,,
,070301,0502,AA0006501685,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,,,,194255.273890,449714.900122,,,,,
,070301,0502,AA0010145763,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,,,,192331.185637,445641.116035,,,,,
,030104,0100,AA0002128290,교육/보건,교육시설,고등교육기관,사립고등학교,,대신고등학교,,,,196642.522646,452661.730166,,,,,
,030204,0000,AA0000163844,교육/보건,보건시설,한의원,,,윤한의원,,,,201364.736904,457851.882240,,,,,
,070305,0103,AA0000553432,산업,서비스산업,금융/보험업,일반은행,한국스탠다드차타드은행,스탠다드차타드은행,,,,203944.143612,453456.883896,,,,,
,070308,0800,AA0006790454,산업,서비스산업,언론/미디어,기타언론/미디어,,주머니이엔티,,,,202634.614441,446876.330909,,,,,
,030204,0000,AA0000162733,교육/보건,보건시설,한의원,,,불암한의원,,,,206802.052483,461199.166740,,,,,
,030204,0000,AA0000160337,교육/보건,보건시설,한의원,,,마음담은한의원,,,,207969.030422,445313.049489,,,,,
,070301,0600,AA0007145631,산업,서비스산업,종합상품판매업,기타종합상품판매업,,레이블원,,,,197142.352713,445016.430319,,,,,
,030103,0100,AA0002114811,교육/보건,교육시설,중등교육기관,사립중학교,,정의여자중학교,,,,202833.660694,461541.155258,,,,,
,030102,0200,AA0002110333,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신상도초등학교,,,,195056.061239,444543.167738,,,,,
,030105,0204,AA0002130691,교육/보건,교육시설,대학교,종합대학,부속시설,학생회관,,,,211672.044425,446719.283624,,,,,
,070305,0101,AA0000555720,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,203717.868792,455934.656824,,,,,
,070305,0119,AA0005534777,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,192930.430127,452222.816029,,,,,
,030205,0106,AA0000090369,교육/보건,보건시설,기타보건시설,약국,지역약국,진약국,,,,199207.301632,452514.315884,,,,,
,030101,0300,AA0002121645,교육/보건,교육시설,유아교육기관,사립유치원,,불광유치원,,,,209092.521759,445305.013470,,,,,
,070308,0800,AA0006789128,산업,서비스산업,언론/미디어,기타언론/미디어,,키노픽쳐스,,,,202805.723924,446680.162905,,,,,
,070301,0501,AA0006511121,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,208569.206957,456420.674035,,,,,
,030205,0100,AA0006601118,교육/보건,보건시설,기타보건시설,약국,미분류,소나무약국,,,,188990.190000,444459.922553,,,,,
,030101,0100,AA0000045879,교육/보건,교육시설,유아교육기관,어린이집,,푸른하늘어린이집,,,,186786.163602,444873.373145,,,,,
,030205,0101,AA0007204417,교육/보건,보건시설,기타보건시설,약국,온누리,건강온누리약국,,,,186043.930212,444488.286729,,,,,
,030205,0100,AA0006596183,교육/보건,보건시설,기타보건시설,약국,미분류,대광약국,,,,195652.332415,444535.331281,,,,,
,020103,0000,AA0003155773,공공/환경,정치/사회/외교,외교시설,미분류,,UNEP한국위원회,,,,198776.230388,452872.162051,,,,,
,070308,0800,AA0009209978,산업,서비스산업,언론/미디어,기타언론/미디어,,비트윈에프앤아이,,,,200530.268882,448291.703299,,,,,
,070305,0108,AA0000554349,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,187035.520964,446894.457342,,,,,
,030204,0000,AA0006561319,교육/보건,보건시설,한의원,,,명인한의원,,,,210826.196997,448696.584410,,,,,
,060204,0100,AA0006648669,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,씨네드쉐프A관,,,,202602.864750,447203.290687,,,,,
,030101,0100,AA0000045903,교육/보건,교육시설,유아교육기관,어린이집,,은혜뜰어린이집,,,,185582.478338,443787.573797,,,,,
,070301,0502,AA0006505483,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,,,,201677.305894,446299.018419,,,,,
,030101,0100,AA0009516001,교육/보건,교육시설,유아교육기관,어린이집,,가온누리어린이집,,,,206861.990281,454266.729391,,,,,
,070308,0800,AA0006791146,산업,서비스산업,언론/미디어,기타언론/미디어,,굿베리엔터데인먼트,,,,195674.023671,451745.225053,,,,,
,030201,0000,AA0000113269,교육/보건,보건시설,병/의원,미분류,,기독의원,,,,206255.201949,462068.597998,,,,,
,070301,0503,AA0006505142,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,200985.774288,459694.585282,,,,,
,030205,0100,AA0007229810,교육/보건,보건시설,기타보건시설,약국,미분류,용한약국,,,,192865.814246,453273.874250,,,,,
,030104,0200,AA0002126913,교육/보건,교육시설,고등교육기관,공립고등학교,,반포고등학교,,,,201440.434740,444751.153869,,,,,
,070308,0800,AA0006790625,산업,서비스산업,언론/미디어,기타언론/미디어,,빌젠,,,,201901.412405,451751.347203,,,,,
,030201,0000,AA0006527962,교육/보건,보건시설,병/의원,미분류,,새천년연세의원,,,,194015.925234,452959.872522,,,,,
,030204,0000,AA0006594305,교육/보건,보건시설,한의원,,,경희유엔한의원,,,,200893.336733,448305.638317,,,,,
,030205,0106,AA0000069618,교육/보건,보건시설,기타보건시설,약국,지역약국,염광약국,,,,205004.174447,449392.915887,,,,,
,030101,0100,AA0000045768,교육/보건,교육시설,유아교육기관,어린이집,,바다어린이집,,,,186028.289385,449501.082844,,,,,
,030205,0100,AA0006601458,교육/보건,보건시설,기타보건시설,약국,미분류,수암약국,,,,200279.938331,442499.111674,,,,,
,030101,0100,AA0000041946,교육/보건,교육시설,유아교육기관,어린이집,,모모어린이집,,,,208480.274267,455649.892765,,,,,
,070305,0119,AA0005534518,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,203692.731635,453703.643598,,,,,
,030105,0204,AA0002133192,교육/보건,교육시설,대학교,종합대학,부속시설,예술관,,,,195790.472921,440374.461116,,,,,
,030201,0000,AA0000112942,교육/보건,보건시설,병/의원,미분류,,이영수의원,,,,203017.734448,460977.914540,,,,,
,030205,0100,AA0006601075,교육/보건,보건시설,기타보건시설,약국,미분류,세화약국,,,,192127.030643,445090.821664,,,,,
,030205,0100,AA0006602099,교육/보건,보건시설,기타보건시설,약국,미분류,신우리약국,,,,199052.486494,451716.181828,,,,,
,030204,0000,AA0000164159,교육/보건,보건시설,한의원,,,반룡인수한의원,,,,203572.737569,446546.185145,,,,,
,030204,0000,AA0000163318,교육/보건,보건시설,한의원,,,양지한의원,,,,202341.170778,460283.036614,,,,,
,030101,0100,AA0000044854,교육/보건,교육시설,유아교육기관,어린이집,,도화어린이집,,,,195763.454188,449037.656892,,,,,
,070301,0505,AA0009428257,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,,,,208278.526312,456151.018992,,,,,
,070305,0308,AA0005534562,산업,서비스산업,금융/보험업,생명보험,교보생명,교보생명,,,,198358.095674,442516.916802,,,,,
,060203,0000,AA0003726313,레저/관광/예술,문화/예술시설,박물관,미분류,,국립한글박물관,,,,198295.073938,446847.263276,,,,,
,030101,0100,AA0006685391,교육/보건,교육시설,유아교육기관,어린이집,,구립도담어린이집,,,,196317.817216,443362.412612,,,,,
,070308,0600,AA0006793117,산업,서비스산업,언론/미디어,음반/비디오,,해림노래기획영상제작실,,,,196645.284282,448381.090520,,,,,
,070308,0800,AA0006790742,산업,서비스산업,언론/미디어,기타언론/미디어,,조나단유필름,,,,200870.634929,459336.831991,,,,,
,030101,0100,AA0000043858,교육/보건,교육시설,유아교육기관,어린이집,,현대해바라기어린이집,,,,207887.361027,461410.033987,,,,,
,030101,0100,AA0000045970,교육/보건,교육시설,유아교육기관,어린이집,,남산어린이집,,,,188056.887590,444827.104601,,,,,
,030204,0000,AA0006559354,교육/보건,보건시설,한의원,,,광생한의원,,,,192176.686881,445159.111456,,,,,
,070301,0600,AA0007146008,산업,서비스산업,종합상품판매업,기타종합상품판매업,,엠프로젝트,,,,193814.234425,450066.690316,,,,,
,030205,0100,AA0009421395,교육/보건,보건시설,기타보건시설,약국,미분류,혜성약국,,,,205939.846077,448207.419581,,,,,
,030101,0300,AA0002122296,교육/보건,교육시설,유아교육기관,사립유치원,,유안유치원,,,,200801.054552,460566.942455,,,,,
,030204,0000,AA0006562801,교육/보건,보건시설,한의원,,,서울한의원,,,,194168.889006,441309.215496,,,,,
,070308,0800,AA0006788894,산업,서비스산업,언론/미디어,기타언론/미디어,,아이뉴엔터테인먼트,,,,201802.074555,459322.787909,,,,,
,030205,0106,AA0000090232,교육/보건,보건시설,기타보건시설,약국,지역약국,샘약국,,,,204117.885657,444864.417818,,,,,
,030201,0800,AA0006530185,교육/보건,보건시설,병/의원,피부과,,쉬즈애비뉴피부과의원,,,,202848.375560,447501.712521,,,,,
,030101,0100,AA0000046401,교육/보건,교육시설,유아교육기관,어린이집,,예화어린이집,,,,191536.039184,439583.585557,,,,,
,030205,0100,AA0006599638,교육/보건,보건시설,기타보건시설,약국,미분류,삼익약국,,,,205107.007493,455635.932843,,,,,
,030105,0204,AA0002131659,교육/보건,교육시설,대학교,종합대학,부속시설,집현관,,,,206528.863885,449941.238574,,,,,
,030101,0300,AA0002125562,교육/보건,교육시설,유아교육기관,사립유치원,,동그라미유치원,,,,186680.590602,450054.758527,,,,,
,030205,0100,AA0006600935,교육/보건,보건시설,기타보건시설,약국,미분류,세란약국,,,,207729.893094,450589.882157,,,,,
,030205,0100,AA0006595836,교육/보건,보건시설,기타보건시설,약국,미분류,늘편한약국,,,,203374.537703,459727.323120,,,,,
,030205,0106,AA0000092564,교육/보건,보건시설,기타보건시설,약국,지역약국,동남약국,,,,199229.517559,452287.345696,,,,,
,030204,0000,AA0006562555,교육/보건,보건시설,한의원,,,상계한의원,,,,206729.316297,462645.354102,,,,,
,070301,0209,AA0003720733,산업,서비스산업,종합상품판매업,할인매장,킴스클럽마트,킴스클럽,,,,200625.457899,445628.168398,,,,,
,030101,0300,AA0002121975,교육/보건,교육시설,유아교육기관,사립유치원,,선덕유치원,,,,193221.879547,455166.493045,,,,,
,030103,0200,AA0002114840,교육/보건,교육시설,중등교육기관,공립중학교,,청량중학교,,,,204511.029270,454272.221948,,,,,
,030103,0200,AA0002115013,교육/보건,교육시설,중등교육기관,공립중학교,,중암중학교,,,,191471.073315,452561.182583,,,,,
,030204,0000,AA0000163748,교육/보건,보건시설,한의원,,,제일한의원,,,,202995.744522,460786.722137,,,,,
,030103,0200,AA0002114813,교육/보건,교육시설,중등교육기관,공립중학교,,창동중학교,,,,204375.567743,462610.794577,,,,,
,030101,0100,AA0000045104,교육/보건,교육시설,유아교육기관,어린이집,,해달별어린이집,,,,186025.428338,446275.858546,,,,,
,030204,0000,AA0010127850,교육/보건,보건시설,한의원,,,보명한의원,,,,212010.355420,447627.447121,,,,,
,030103,0200,AA0002114959,교육/보건,교육시설,중등교육기관,공립중학교,,성원중학교,,,,204604.755763,448877.589057,,,,,
,060202,0101,AA0007251081,레저/관광/예술,문화/예술시설,미술관,미술관,대형미술관,서울관,,,,198299.610593,453329.804312,,,,,
,040113,0000,AA0003248404,숙박/음식,숙박시설,기타숙박시설,,,달콤게스트하우스,,,,199703.610151,451552.580966,,,,,
,030204,0000,AA0006602006,교육/보건,보건시설,한의원,,,다나한의원,,,,207845.915722,453414.625182,,,,,
,070305,0101,AA0003146431,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,202447.899896,444361.351190,,,,,
,030204,0000,AA0006558802,교육/보건,보건시설,한의원,,,경희송한의원,,,,191310.225635,442735.587046,,,,,
,070305,0119,AA0005535475,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,188165.229818,450039.646214,,,,,
,030204,0000,AA0006560416,교육/보건,보건시설,한의원,,,대조한의원,,,,192576.273278,456924.728852,,,,,
,070308,0800,AA0006790673,산업,서비스산업,언론/미디어,기타언론/미디어,,말랑가,,,,201702.254697,445934.007904,,,,,
,030103,0100,AA0002115029,교육/보건,교육시설,중등교육기관,사립중학교,,이화여자대학교사범대학부속이화금란중학교,,,,195099.388127,451447.054151,,,,,
,060204,0100,AA0003158114,레저/관광/예술,문화/예술시설,극장,일반영화관,미분류,시네마정동,,,,197329.775529,452100.168495,,,,,
,070301,0501,AA0009532324,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,187579.197274,445299.745549,,,,,
,030105,0204,AA0002131994,교육/보건,교육시설,대학교,종합대학,부속시설,수림과학관,,,,196290.367386,445139.953016,,,,,
,070305,0108,AA0000554420,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,187961.877380,444257.385246,,,,,
,030204,0000,AA0000164973,교육/보건,보건시설,한의원,,,삼족오한의원,,,,209352.462110,444959.255702,,,,,
,070305,0119,AA0005534623,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,196790.705745,450005.491413,,,,,
,070308,0800,AA0006789146,산업,서비스산업,언론/미디어,기타언론/미디어,,화인컷,,,,204807.937939,445094.173402,,,,,
,030204,0000,AA0006559780,교육/보건,보건시설,한의원,,,김정길한의원,,,,205445.110683,454514.288145,,,,,
,030101,0100,AA0000048321,교육/보건,교육시설,유아교육기관,어린이집,,방주어린이집,,,,212584.120896,448467.835312,,,,,
,070305,0119,AA0005537011,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,208345.667148,454250.617667,,,,,
,070301,0600,AA0003149446,산업,서비스산업,종합상품판매업,기타종합상품판매업,,창천식품.문구,,,,194712.389002,450666.696093,,,,,
,060202,0100,AA0002571758,레저/관광/예술,문화/예술시설,미술관,미술관,미분류,갤러리피치,,,,204429.363192,447433.086361,,,,,
,030106,0000,AA0010792686,교육/보건,교육시설,기타교육기관,미분류,,한티벌체육관,,,,205569.855750,443471.577297,,,,,
,030101,0100,AA0000043292,교육/보건,교육시설,유아교육기관,어린이집,,푸르른어린이집,,,,201257.827958,460455.332420,,,,,
,070308,0600,AA0009207650,산업,서비스산업,언론/미디어,음반/비디오,,컨텐티드,,,,192239.901164,454716.094834,,,,,
,030205,0106,AA0000091354,교육/보건,보건시설,기타보건시설,약국,지역약국,임약국,,,,190710.003843,445935.616457,,,,,
,030102,0200,AA0002108982,교육/보건,교육시설,초등교육기관,공립초등학교,,서울중원초등학교,,,,205539.446308,460468.149160,,,,,
,030103,0200,AA0002114923,교육/보건,교육시설,중등교육기관,공립중학교,,장원중학교,,,,200487.793470,450447.319617,,,,,
,070305,0119,AA0005534482,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,205919.591785,455962.387342,,,,,
,030204,0000,AA0000162987,교육/보건,보건시설,한의원,,,용문한의원,,,,196486.424929,448719.376890,,,,,
,030201,1400,AA0000117031,교육/보건,보건시설,병/의원,정형외과,,금천대윤정형외과의원,,,,190924.753577,440912.847803,,,,,
,030204,0000,AA0006563031,교육/보건,보건시설,한의원,,,성심한의원,,,,203075.320501,460872.179766,,,,,
,030106,0000,AA0010792693,교육/보건,교육시설,기타교육기관,미분류,,체육관,,,,193630.981281,442006.627929,,,,,
,030205,0100,AA0006605014,교육/보건,보건시설,기타보건시설,약국,미분류,자연약국,,,,201634.502125,442869.447226,,,,,
,070305,0102,AA0000552436,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,197669.606312,450840.487742,,,,,
,030204,0000,AA0009429102,교육/보건,보건시설,한의원,,,청아한의원,,,,205351.501407,453118.237220,,,,,
,030205,0106,AA0000090401,교육/보건,보건시설,기타보건시설,약국,지역약국,대경약국,,,,201083.746755,452568.318242,,,,,
,030204,0000,AA0000163882,교육/보건,보건시설,한의원,,,신석한의원,,,,194827.706303,449674.927944,,,,,
,030204,0000,AA0006567172,교육/보건,보건시설,한의원,,,프리허그한의원,,,,208922.633964,445271.097589,,,,,
,030204,0000,AA0006560676,교육/보건,보건시설,한의원,,,동명한의원,,,,204102.035266,457622.367753,,,,,
,030103,0200,AA0002115028,교육/보건,교육시설,중등교육기관,공립중학교,,아현중학교,,,,196191.757393,450704.576912,,,,,
,070301,0108,AA0003155247,산업,서비스산업,종합상품판매업,백화점,삼성플라자,삼성디지털프라자,,,,199767.443346,444438.146985,,,,,
,030204,0000,AA0000164519,교육/보건,보건시설,한의원,,,권승로한의원,,,,207442.976889,445848.468641,,,,,
,030105,0204,AA0002130689,교육/보건,교육시설,대학교,종합대학,부속시설,필승관,,,,211611.570004,446803.996450,,,,,
,030105,0204,AA0002133132,교육/보건,교육시설,대학교,종합대학,부속시설,대림국제관,,,,195915.362364,440781.280639,,,,,
,030104,0200,AA0002126416,교육/보건,교육시설,고등교육기관,공립고등학교,,여의도여자고등학교,,,,194233.435498,447048.760706,,,,,
,010301,0700,AA0003117861,행정,지방행정기관,지방행정집행기관,동주민센터,,서초3동주민센터,,,,201105.276389,442684.565387,,,,,
,010301,0700,AA0003117675,행정,지방행정기관,지방행정집행기관,동주민센터,,신길1동주민센터,,,,193052.845860,445756.993699,,,,,
,010301,0400,AA0006679765,행정,지방행정기관,지방행정집행기관,구청,,강남구청제1별관,,,,204243.493339,446453.712163,,,,,
,010301,0400,AA0003118747,행정,지방행정기관,지방행정집행기관,구청,,도봉구청,,,,204170.191607,463228.943931,,,,,
,010301,0700,AA0003117558,행정,지방행정기관,지방행정집행기관,동주민센터,,신월2동주민센터,,,,186256.134715,447288.464049,,,,,
,010301,0700,AA0003117872,행정,지방행정기관,지방행정집행기관,동주민센터,,능동주민센터,,,,207112.255046,450475.552660,,,,,
,010301,0700,AA0003117729,행정,지방행정기관,지방행정집행기관,동주민센터,,동선동주민센터,,,,201797.444696,454933.041820,,,,,
,010301,0700,AA0003117734,행정,지방행정기관,지방행정집행기관,동주민센터,,삼선동주민센터,,,,201290.096955,454585.205598,,,,,
,010301,0700,AA0003117735,행정,지방행정기관,지방행정집행기관,동주민센터,,정릉2동주민센터,,,,200979.907268,456101.148031,,,,,
,010301,0700,AA0003117797,행정,지방행정기관,지방행정집행기관,동주민센터,,광희동주민센터,,,,200446.320318,451661.573404,,,,,
,010301,0700,AA0003117798,행정,지방행정기관,지방행정집행기관,동주민센터,,금호1가동주민센터,,,,201915.572599,450593.968578,,,,,
,010301,0700,AA0003117800,행정,지방행정기관,지방행정집행기관,동주민센터,,금호2가동3가동주민센터,,,,201849.500676,450414.546910,,,,,
,010301,0700,AA0003117589,행정,지방행정기관,지방행정집행기관,동주민센터,,목4동주민센터,,,,188367.568800,448108.993263,,,,,
,010301,0700,AA0003117590,행정,지방행정기관,지방행정집행기관,동주민센터,,신정2동주민센터,,,,188568.431899,446643.507331,,,,,
,010301,0700,AA0003119394,행정,지방행정기관,지방행정집행기관,동주민센터,,사당3동주민센터,,,,197529.110357,443018.710604,,,,,
