,id,name,line,line_detail,address,latitude_x,longitude_x,latitude_y,longitude_y,sido,gu,dong
148,노량진1,노량진,1,1,서울특별시 동작구 노량진로 151,37.514219,126.942454,37.514219,126.942454,서울특별시,동작구,노량진1동
149,노량진9,노량진,9,9,서울특별시 동작구 노량진로 지하 130,37.514219,126.942454,37.514219,126.942454,서울특별시,동작구,노량진1동
150,노들9,노들,9,9,서울특별시 동작구 노량진로 지하 238,37.512887,126.953222,37.512887,126.953222,서울특별시,동작구,노량진1동
151,신대방2,신대방,2,2,서울특별시 동작구 대림로 2,37.487462,126.913149,37.487462,126.913149,서울특별시,관악구,신사동
152,총신대입구(이수)4,총신대입구(이수),4,4,서울특별시 동작구 동작대로 지하 117,37.486263,126.981989,37.486263,126.981989,서울특별시,동작구,사당2동
153,사당4,사당,4,4,서울특별시 동작구 동작대로 지하 3,37.47653,126.981685,37.47653,126.981685,서울특별시,관악구,남현동
154,남성7,남성,7,7,서울특별시 동작구 사당로 지하 218,37.484596,126.971251,37.484596,126.971251,서울특별시,동작구,사당4동
155,총신대입구(이수)7,총신대입구(이수),7,7,서울특별시 동작구 사당로 지하 310,37.486263,126.981989,37.486263,126.981989,서울특별시,동작구,사당2동
156,장승배기7,장승배기,7,7,서울특별시 동작구 상도로 지하 188,37.504898,126.93915,37.504898,126.93915,서울특별시,동작구,상도2동
157,보라매7,보라매,7,7,서울특별시 동작구 상도로 지하 2,37.499872,126.920428,37.499872,126.920428,서울특별시,동작구,대방동
158,상도7,상도,7,7,서울특별시 동작구 상도로 지하 272,37.502834,126.94791,37.502834,126.94791,서울특별시,동작구,상도1동
159,숭실대입구7,숭실대입구,7,7,서울특별시 동작구 상도로 지하 378,37.496029,126.953822,37.496029,126.953822,서울특별시,동작구,상도1동
160,신대방삼거리7,신대방삼거리,7,7,서울특별시 동작구 상도로 지하 76,37.499701,126.928276,37.499701,126.928276,서울특별시,동작구,대방동
161,동작4,동작,4,4,서울특별시 동작구 현충로 257,37.502971,126.979306,37.502971,126.979306,서울특별시,동작구,사당2동
162,동작9,동작,9,9,서울특별시 동작구 현충로 지하 220,37.502971,126.979306,37.502971,126.979306,서울특별시,동작구,사당2동
163,흑석9,흑석,9,9,서울특별시 동작구 현충로 지하 90,37.50877,126.963708,37.50877,126.963708,서울특별시,동작구,흑석동
164,대흥6,대흥,6,6,서울특별시 마포구 대흥로 지하 85,37.547771,126.942069,37.547771,126.942069,서울특별시,마포구,대흥동
165,광흥창6,광흥창,6,6,서울특별시 마포구 독막로 지하 165,37.547456,126.931993,37.547456,126.931993,서울특별시,마포구,서강동
166,상수6,상수,6,6,서울특별시 마포구 독막로 지하 85,37.547716,126.922852,37.54771599999999,126.922852,서울특별시,마포구,서강동
167,공덕5,공덕,5,5,서울특별시 마포구 마포대로 지하 100,37.544018,126.951592,37.544018,126.951592,서울특별시,마포구,공덕동
168,애오개5,애오개,5,5,서울특별시 마포구 마포대로 지하 210,37.553736,126.95682,37.553736,126.95682,서울특별시,마포구,아현동
169,마포5,마포,5,5,서울특별시 마포구 마포대로 지하 33,37.539574,126.945932,37.539574,126.945932,서울특별시,마포구,도화동
170,공덕K,공덕,K,경의중앙,서울특별시 마포구 마포대로 지하 92,37.544018,126.951592,37.544018,126.951592,서울특별시,마포구,공덕동
171,공덕A,공덕,A,공항,서울특별시 마포구 마포대로 지하 92,37.544018,126.951592,37.544018,126.951592,서울특별시,마포구,공덕동
172,공덕6,공덕,6,6,서울특별시 마포구 백범로 지하 200,37.544018,126.951592,37.544018,126.951592,서울특별시,마포구,공덕동
173,서강대K,서강대,K,경의중앙,서울특별시 마포구 서강로 지하 118,37.551881,126.935711,37.551881,126.935711,서울특별시,마포구,대흥동
174,디지털미디어시티A,디지털미디어시티,A,공항,서울특별시 마포구 성암로 지하 184,37.576646,126.900984,37.576646,126.900984,서울특별시,마포구,상암동
175,이대2,이대,2,2,서울특별시 마포구 신촌로 지하 180,37.556733,126.946013,37.556733,126.946013,서울특별시,마포구,대흥동
176,아현2,아현,2,2,서울특별시 마포구 신촌로 지하 270,37.557345,126.956141,37.557345,126.956141,서울특별시,마포구,아현동
177,신촌2,신촌,2,2,서울특별시 마포구 신촌로 지하 90,37.555134,126.936893,37.555134,126.936893,서울특별시,서대문구,신촌동
178,홍대입구2,홍대입구,2,2,서울특별시 마포구 양화로 지하 160,37.557192,126.925381,37.557192,126.925381,서울특별시,마포구,서교동
179,홍대입구A,홍대입구,A,공항,서울특별시 마포구 양화로 지하 188,37.557192,126.925381,37.557192,126.925381,서울특별시,마포구,서교동
180,홍대입구K,홍대입구,K,경의중앙,서울특별시 마포구 양화로 지하 188,37.557192,126.925381,37.557192,126.925381,서울특별시,마포구,서교동
181,합정6,합정,6,6,서울특별시 마포구 양화로 지하 45,37.549463,126.913739,37.549463,126.913739,서울특별시,마포구,합정동
182,합정2,합정,2,2,서울특별시 마포구 양화로 지하 55,37.549463,126.913739,37.549463,126.913739,서울특별시,마포구,합정동
183,마포구청6,마포구청,6,6,서울특별시 마포구 월드컵로 지하 190,37.563515,126.903343,37.563515,126.903343,서울특별시,마포구,성산2동
184,월드컵경기장6,월드컵경기장,6,6,서울특별시 마포구 월드컵로 지하 240,37.569532,126.899298,37.569532,126.899298,서울특별시,마포구,성산2동
185,망원6,망원,6,6,서울특별시 마포구 월드컵로 지하 77,37.556094,126.910052,37.556094,126.910052,서울특별시,마포구,서교동
186,충정로2,충정로,2,2,서울특별시 서대문구 서소문로 지하 17,37.559973,126.963672,37.559973,126.963672,서울특별시,서대문구,충현동
187,가좌K,가좌,K,경의중앙,서울특별시 서대문구 수색로 27,37.568491,126.915487,37.56849099999999,126.915487,서울특별시,서대문구,남가좌1동
188,신촌(경의중앙선)K,신촌(경의중앙선),K,경의중앙,서울특별시 서대문구 신촌역로 30,37.559783,126.942319,37.559783,126.942319,서울특별시,서대문구,신촌동
189,충정로5,충정로,5,5,서울특별시 서대문구 충정로 지하 28-1,37.559973,126.963672,37.559973,126.963672,서울특별시,서대문구,충현동
190,독립문3,독립문,3,3,서울특별시 서대문구 통일로 지하 247,37.574571,126.957748,37.574571,126.957748,서울특별시,서대문구,천연동
191,무악재3,무악재,3,3,서울특별시 서대문구 통일로 지하 361,37.582299,126.950291,37.582299,126.950291,서울특별시,서대문구,홍제2동
192,홍제3,홍제,3,3,서울특별시 서대문구 통일로 지하 440-1,37.589066,126.943736,37.589066,126.943736,서울특별시,서대문구,홍제3동
193,남태령4,남태령,4,4,서울특별시 서초구 과천대로 지하 816,37.463873,126.989134,37.463873,126.989134,서울특별시,서초구,방배2동
194,양재3,양재,3,3,서울특별시 서초구 남부순환로 지하 2585,37.484147,127.034631,37.484147,127.034631,서울특별시,서초구,양재1동
195,양재S,양재,S,신분당,서울특별시 서초구 남부순환로 지하 2585,37.484147,127.034631,37.484147,127.034631,서울특별시,서초구,양재1동
196,양재시민의숲S,양재시민의숲,S,신분당,서울특별시 서초구 매헌로 지하 116,37.470023,127.03842,37.470023,127.03842,서울특별시,서초구,양재2동
197,방배2,방배,2,2,서울특별시 서초구 방배로 지하 80,37.481426,126.997596,37.481426,126.997596,서울특별시,서초구,방배3동
198,사평9,사평,9,9,서울특별시 서초구 사평대로 지하 285,37.504206,127.015259,37.504206,127.015259,서울특별시,서초구,반포1동
199,내방7,내방,7,7,서울특별시 서초구 서초대로 지하 103,37.487618,126.993513,37.487618,126.993513,서울특별시,서초구,방배1동
200,서초2,서초,2,2,서울특별시 서초구 서초대로 지하 233,37.491897,127.007917,37.49189699999999,127.007917,서울특별시,서초구,서초3동
201,교대3,교대,3,3,서울특별시 서초구 서초대로 지하 294,37.493415,127.01408,37.493415,127.01408,서울특별시,서초구,서초1동
202,교대2,교대,2,2,서울특별시 서초구 서초대로 지하 294,37.493415,127.01408,37.493415,127.01408,서울특별시,서초구,서초1동
203,남부터미널3,남부터미널,3,3,서울특별시 서초구 서초중앙로 지하 31,37.485013,127.016189,37.485013,127.016189,서울특별시,서초구,서초3동
204,신반포9,신반포,9,9,서울특별시 서초구 신반포로 지하 105,37.503415,126.995925,37.503415,126.995925,서울특별시,서초구,반포2동
205,구반포9,구반포,9,9,서울특별시 서초구 신반포로 지하 17,37.501364,126.987332,37.501364,126.987332,서울특별시,서초구,반포본동
206,고속터미널3,고속터미널,3,3,서울특별시 서초구 신반포로 지하 188,37.50481,127.004943,37.50481,127.004943,서울특별시,서초구,반포4동
207,고속터미널7,고속터미널,7,7,서울특별시 서초구 신반포로 지하 188,37.50481,127.004943,37.50481,127.004943,서울특별시,서초구,반포4동
208,고속터미널9,고속터미널,9,9,서울특별시 서초구 신반포로 지하 188,37.50481,127.004943,37.50481,127.004943,서울특별시,서초구,반포4동
209,반포7,반포,7,7,서울특별시 서초구 신반포로 지하 241,37.508178,127.011727,37.508178,127.011727,서울특별시,서초구,반포1동
210,잠원3,잠원,3,3,서울특별시 서초구 잠원로4길 지하 46,37.512759,127.01122,37.512759,127.01122,서울특별시,서초구,잠원동
211,청계산입구S,청계산입구,S,신분당,서울특별시 서초구 청계산로 지하 179,37.447211,127.055664,37.447211,127.055664,서울특별시,서초구,내곡동
212,응봉K,응봉,K,경의중앙,서울특별시 성동구 고산자로 123,37.549946,127.034538,37.54994600000001,127.034538,서울특별시,성동구,응봉동
213,신금호5,신금호,5,5,서울특별시 성동구 금호로 지하 154,37.554548,127.020331,37.554548,127.020331,서울특별시,성동구,금호1가동
214,옥수K,옥수,K,경의중앙,서울특별시 성동구 동호로 21,37.540685,127.017965,37.540685,127.017965,서울특별시,성동구,옥수동
215,금호3,금호,3,3,서울특별시 성동구 동호로 지하 104,37.548034,127.015872,37.548034,127.015872,서울특별시,성동구,금호4가동
216,옥수3,옥수,3,3,서울특별시 성동구 동호로 지하 21,37.540685,127.017965,37.540685,127.017965,서울특별시,성동구,옥수동
217,마장5,마장,5,5,서울특별시 성동구 마장로 지하 296,37.5661,127.042973,37.5661,127.042973,서울특별시,성동구,마장동
218,성수2,성수,2,2,서울특별시 성동구 아차산로 100,37.544581,127.055961,37.544581,127.055961,서울특별시,성동구,성수2가3동
219,뚝섬2,뚝섬,2,2,서울특별시 성동구 아차산로 18,37.547184,127.047367,37.547184,127.047367,서울특별시,성동구,성수1가2동
220,왕십리B,왕십리,B,분당,서울특별시 성동구 완십리광장로 17,37.561533,127.037732,37.561533,127.037732,서울특별시,성동구,행당1동
221,왕십리K,왕십리,K,경의중앙,서울특별시 성동구 왕십리광장로 17,37.561533,127.037732,37.561533,127.037732,서울특별시,성동구,행당1동
222,한양대2,한양대,2,2,서울특별시 성동구 왕십리로 206,37.555273,127.043655,37.555273,127.043655,서울특별시,성동구,사근동
223,왕십리5,왕십리,5,5,서울특별시 성동구 왕십리로 지하 300,37.561533,127.037732,37.561533,127.037732,서울특별시,성동구,행당1동
224,왕십리2,왕십리,2,2,서울특별시 성동구 왕십리로 지하 300,37.561533,127.037732,37.561533,127.037732,서울특별시,성동구,행당1동
225,상왕십리2,상왕십리,2,2,서울특별시 성동구 왕십리로 지하 374,37.564354,127.029354,37.56435399999999,127.029354,서울특별시,성동구,왕십리2동
226,서울숲B,서울숲,B,분당,서울특별시 성동구 왕십리로 지하 77,37.543617,127.044707,37.543617,127.044707,서울특별시,성동구,성수1가1동
227,용답2,용답,2,2,서울특별시 성동구 용답길 86,37.561904,127.050899,37.561904,127.050899,서울특별시,성동구,사근동
228,신답2,신답,2,2,서울특별시 성동구 천호대로 232,37.57004,127.046481,37.57004000000001,127.046481,서울특별시,성동구,용답동
229,답십리5,답십리,5,5,서울특별시 성동구 천호대로 지하 300,37.566747,127.052704,37.566747,127.052704,서울특별시,성동구,용답동
230,행당5,행당,5,5,서울특별시 성동구 행당로 지하 89,37.557322,127.029476,37.557322,127.029476,서울특별시,성동구,행당2동
231,성신여대입구UI,성신여대입구,UI,우이,서울특별시 성북구 동선동1가 101-8,37.592624,127.016403,37.592624,127.016403,서울특별시,성북구,삼선동
232,성신여대입구4,성신여대입구,4,4,서울특별시 성북구 동소문로 지하 102,37.592624,127.016403,37.592624,127.016403,서울특별시,성북구,삼선동
233,길음4,길음,4,4,서울특별시 성북구 동소문로 지하 248,37.603407,127.025053,37.603407,127.025053,서울특별시,성북구,길음1동
234,보문UI,보문,UI,우이,서울특별시 성북구 보문동2가 91-7,37.585286,127.019381,37.585286,127.019381,서울특별시,성북구,보문동
235,보문6,보문,6,6,서울특별시 성북구 보문로 지하 116,37.585286,127.019381,37.585286,127.019381,서울특별시,성북구,보문동
236,한성대입구4,한성대입구,4,4,서울특별시 성북구 삼선교로 지하 1,37.588458,127.006221,37.588458,127.006221,서울특별시,성북구,삼선동
237,월곡6,월곡,6,6,서울특별시 성북구 월곡로 지하 107,37.601948,127.041518,37.601948,127.041518,서울특별시,성북구,월곡2동
238,안암6,안암,6,6,서울특별시 성북구 인촌로 지하 89,37.586272,127.029005,37.58627199999999,127.029005,서울특별시,성북구,안암동
239,북한산보국문UI,북한산보국문,UI,우이,서울특별시 성북구 정릉동 286-19,37.611711,127.008405,37.611711,127.008405,서울특별시,성북구,정릉4동
240,정릉UI,정릉,UI,우이,서울특별시 성북구 정릉동 966-330,37.603107,127.013324,37.603107,127.013324,서울특별시,성북구,정릉1동
241,고려대6,고려대,6,6,서울특별시 성북구 종암로 지하 1,37.590508,127.036296,37.590508,127.036296,서울특별시,동대문구,제기동
242,상월곡6,상월곡,6,6,서울특별시 성북구 화랑로 지하 157,37.606377,127.048491,37.606377,127.048491,서울특별시,성북구,월곡2동
243,돌곶이6,돌곶이,6,6,서울특별시 성북구 화랑로 지하 243,37.610537,127.056431,37.610537,127.056431,서울특별시,성북구,장위2동
244,마천5,마천,5,5,서울특별시 송파구 마천로57길 지하 7,37.49499,127.152781,37.49499,127.152781,서울특별시,송파구,마천1동
245,문정8,문정,8,8,서울특별시 송파구 송파대로 지하 179,37.485855,127.1225,37.485855,127.1225,서울특별시,송파구,문정2동
246,가락시장3,가락시장,3,3,서울특별시 송파구 송파대로 지하 257,37.492522,127.118234,37.49252199999999,127.118234,서울특별시,송파구,가락1동
247,가락시장8,가락시장,8,8,서울특별시 송파구 송파대로 지하 257,37.492522,127.118234,37.49252199999999,127.118234,서울특별시,송파구,가락1동
248,송파8,송파,8,8,서울특별시 송파구 송파대로 지하 354,37.499703,127.112183,37.499703,127.112183,서울특별시,송파구,가락1동
249,석촌8,석촌,8,8,서울특별시 송파구 송파대로 지하 439,37.505431,127.106979,37.505431,127.106979,서울특별시,송파구,석촌동
250,복정B,복정,B,분당,서울특별시 송파구 송파대로 지하 6,37.470047,127.126662,37.47004699999999,127.126662,서울특별시,송파구,문정2동
251,복정8,복정,8,8,서울특별시 송파구 송파대로 지하 6,37.470047,127.126662,37.47004699999999,127.126662,서울특별시,송파구,문정2동
252,장지8,장지,8,8,서울특별시 송파구 송파대로 지하 82,37.478703,127.126191,37.478703,127.126191,서울특별시,송파구,문정2동
253,방이5,방이,5,5,서울특별시 송파구 양재대로 지하 1127,37.508857,127.126133,37.508857,127.126133,서울특별시,송파구,방이1동
254,올림픽공원5,올림픽공원,5,5,서울특별시 송파구 양재대로 지하 1233,37.516078,127.130848,37.516078,127.130848,서울특별시,송파구,오륜동
255,잠실나루2,잠실나루,2,2,서울특별시 송파구 오금로 20,37.520733,127.10379,37.520733,127.10379,서울특별시,송파구,잠실4동
256,오금3,오금,3,3,서울특별시 송파구 오금로 지하 321,37.502162,127.128111,37.502162,127.128111,서울특별시,송파구,오금동
257,오금5,오금,5,5,서울특별시 송파구 오금로 지하 321,37.502162,127.128111,37.502162,127.128111,서울특별시,송파구,오금동
258,개롱5,개롱,5,5,서울특별시 송파구 오금로 지하 402,37.498079,127.13482,37.498079,127.13482,서울특별시,송파구,가락2동
259,거여5,거여,5,5,서울특별시 송파구 오금로 지하 499,37.493105,127.14415,37.493105,127.14415,서울특별시,송파구,거여1동
260,잠실8,잠실,8,8,서울특별시 송파구 올림픽로 305,37.51395,127.102234,37.51395,127.102234,서울특별시,송파구,잠실6동
261,잠실새내2,잠실새내,2,2,서울특별시 송파구 올림픽로 지하 140,37.511687,127.086162,37.511687,127.086162,서울특별시,송파구,잠실2동
262,종합운동장9,종합운동장,9,9,서울특별시 송파구 올림픽로 지하 23,37.510997,127.073642,37.510997,127.073642,서울특별시,송파구,잠실7동
263,종합운동장2,종합운동장,2,2,서울특별시 송파구 올림픽로 지하 23,37.510997,127.073642,37.510997,127.073642,서울특별시,송파구,잠실7동
264,잠실2,잠실,2,2,서울특별시 송파구 올림픽로 지하 265,37.51395,127.102234,37.51395,127.102234,서울특별시,송파구,잠실6동
265,몽촌토성8,몽촌토성,8,8,서울특별시 송파구 올림픽로 지하 383,37.517409,127.112359,37.517409,127.112359,서울특별시,송파구,방이2동
266,경찰병원3,경찰병원,3,3,서울특별시 송파구 중대로 지하 149,37.495918,127.12454,37.495918,127.12454,서울특별시,송파구,가락2동
267,양천구청2,양천구청,2,2,서울특별시 양천구 목동로3길 지하 33,37.512398,126.865819,37.512398,126.865819,서울특별시,양천구,신정7동
268,신목동9,신목동,9,9,서울특별시 양천구 목동중앙로 지하 217,37.544277,126.88308,37.544277,126.88308,서울특별시,양천구,목5동
269,신정5,신정,5,5,서울특별시 양천구 오목로 지하 179,37.524997,126.856191,37.524997,126.856191,서울특별시,양천구,신정4동
270,목동5,목동,5,5,서울특별시 양천구 오목로 지하 245,37.526065,126.864931,37.526065,126.864931,서울특별시,양천구,목1동
271,오목교5,오목교,5,5,서울특별시 양천구 오목로 지하 342,37.524496,126.875181,37.524496,126.875181,서울특별시,양천구,목1동
272,신정네거리2,신정네거리,2,2,서울특별시 양천구 중앙로 지하 261,37.520074,126.852912,37.520074,126.852912,서울특별시,양천구,신정3동
273,영등포1,영등포,1,1,서울특별시 영등포구 경인로 846,37.515504,126.907628,37.515504,126.907628,서울특별시,영등포구,영등포본동
274,신길5,신길,5,5,서울특별시 영등포구 경인로114가길 지하 9,37.517122,126.917169,37.517122,126.917169,서울특별시,영등포구,신길1동
275,국회의사당9,국회의사당,9,9,서울특별시 영등포구 국회대로 지하 758,37.528105,126.917874,37.528105,126.917874,서울특별시,영등포구,여의동
276,당산2,당산,2,2,서울특별시 영등포구 당산로 229,37.53438,126.902281,37.53438,126.902281,서울특별시,영등포구,당산2동
277,당산9,당산,9,9,서울특별시 영등포구 당산로 229,37.53438,126.902281,37.53438,126.902281,서울특별시,영등포구,당산2동
278,영등포구청2,영등포구청,2,2,서울특별시 영등포구 당산로 지하 121,37.52497,126.895951,37.52497,126.895951,서울특별시,영등포구,당산1동
279,문래2,문래,2,2,서울특별시 영등포구 당산로 지하 28,37.517933,126.89476,37.517933,126.89476,서울특별시,영등포구,문래동
280,대림7,대림,7,7,서울특별시 영등포구 도림로 지하 137,37.49297,126.895801,37.49297,126.895801,서울특별시,영등포구,대림3동
281,신풍7,신풍,7,7,서울특별시 영등포구 신풍로 지하 27,37.50008,126.90993,37.50008,126.90993,서울특별시,영등포구,신길6동
282,영등포구청5,영등포구청,5,5,서울특별시 영등포구 양산로 지하 116,37.52497,126.895951,37.52497,126.895951,서울특별시,영등포구,당산1동
283,영등포시장5,영등포시장,5,5,서울특별시 영등포구 양산로 지하 200,37.522669,126.905139,37.522669,126.905139,서울특별시,영등포구,영등포동
284,양평5,양평,5,5,서울특별시 영등포구 양산로 지하 21,37.525648,126.885778,37.525648,126.885778,서울특별시,영등포구,양평1동
285,선유도9,선유도,9,9,서울특별시 영등포구 양평로 지하 124,37.53802,126.893525,37.53802,126.893525,서울특별시,영등포구,양평2동
286,여의도5,여의도,5,5,서울특별시 영등포구 여의나루로 지하 40,37.521624,126.924191,37.521624,126.924191,서울특별시,영등포구,여의동
287,대방1,대방,1,1,서울특별시 영등포구 여의대방로 300,37.513342,126.926382,37.513342,126.926382,서울특별시,영등포구,신길7동
288,여의나루5,여의나루,5,5,서울특별시 영등포구 여의동로 지하 343,37.527098,126.932901,37.527098,126.932901,서울특별시,영등포구,여의동
289,신길1,신길,1,1,서울특별시 영등포구 영등포로 327,37.517122,126.917169,37.517122,126.917169,서울특별시,영등포구,신길1동
290,여의도9,여의도,9,9,서울특별시 영등포구 의사당대로 지하 101,37.521624,126.924191,37.521624,126.924191,서울특별시,영등포구,여의동
291,샛강9,샛강,9,9,서울특별시 영등포구 의사당대로 지하 166,37.517274,126.928422,37.517274,126.928422,서울특별시,영등포구,여의동
292,녹사평6,녹사평,6,6,서울특별시 용산구 녹사평대로 지하 195,37.534675,126.986695,37.534675,126.986695,서울특별시,용산구,용산2가동
293,한남K,한남,K,경의중앙,서울특별시 용산구 독서당로6길 12-13,37.52943,127.009169,37.52943,127.009169,서울특별시,용산구,한남동
294,효창공원앞6,효창공원앞,6,6,서울특별시 용산구 백범로 지하 287,37.539261,126.961351,37.539261,126.961351,서울특별시,용산구,효창동
295,서빙고K,서빙고,K,경의중앙,서울특별시 용산구 서빙고로 238,37.519594,126.988537,37.519594,126.988537,서울특별시,용산구,서빙고동
296,이촌4,이촌,4,4,서울특별시 용산구 서빙고로 지하 83,37.522272,126.974345,37.52227199999999,126.974345,서울특별시,용산구,한강로동
297,효창공원앞K,효창공원앞,K,경의중앙,서울특별시 용산구 용문동 5-157,37.539261,126.961351,37.539261,126.961351,서울특별시,용산구,효창동
298,이촌K,이촌,K,경의중앙,서울특별시 용산구 이촌로71길 42,37.522272,126.974345,37.52227199999999,126.974345,서울특별시,용산구,한강로동
299,이태원6,이태원,6,6,서울특별시 용산구 이태원로 지하 177,37.534488,126.994302,37.534488,126.994302,서울특별시,용산구,이태원1동
300,한강진6,한강진,6,6,서울특별시 용산구 이태원로 지하 287,37.539631,127.001725,37.539631,127.001725,서울특별시,용산구,한남동
301,서울A,서울,A,공항,서울특별시 용산구 청파로 378,37.554648,126.972559,37.554648,126.972559,서울특별시,중구,회현동
302,서울(경의중앙선)K,서울(경의중앙선),K,경의중앙,서울특별시 용산구 한강대로 405,37.556328,126.969522,37.556328,126.969522,서울특별시,중구,회현동
303,신용산4,신용산,4,4,서울특별시 용산구 한강대로 지하 112,37.52917,126.967894,37.52917,126.967894,서울특별시,용산구,한강로동
304,삼각지4,삼각지,4,4,서울특별시 용산구 한강대로 지하 180,37.534777,126.97311,37.53477700000001,126.97311,서울특별시,용산구,한강로동
305,삼각지6,삼각지,6,6,서울특별시 용산구 한강대로 지하 185,37.534777,126.97311,37.53477700000001,126.97311,서울특별시,용산구,한강로동
306,숙대입구4,숙대입구,4,4,서울특별시 용산구 한강대로 지하 306,37.54456,126.972106,37.54456,126.972106,서울특별시,용산구,남영동
307,서울4,서울,4,4,서울특별시 용산구 한강대로 지하 392,37.554648,126.972559,37.554648,126.972559,서울특별시,중구,회현동
308,용산1,용산,1,1,서울특별시 용산구 한강대로23길 55,37.529849,126.964561,37.529849,126.964561,서울특별시,용산구,한강로동
309,용산K,용산,K,경의중앙,서울특별시 용산구 한강대로23길 55,37.529849,126.964561,37.529849,126.964561,서울특별시,용산구,한강로동
310,남영1,남영,1,1,서울특별시 용산구 한강대로77길 25,37.541021,126.9713,37.541021,126.9713,서울특별시,용산구,남영동
311,독바위6,독바위,6,6,서울특별시 은평구 불광로 지하 129-1,37.618456,126.933031,37.618456,126.933031,서울특별시,은평구,불광1동
312,역촌6,역촌,6,6,서울특별시 은평구 서오릉로 지하 63,37.606021,126.922744,37.60602100000001,126.922744,서울특별시,은평구,녹번동
313,디지털미디어시티K,디지털미디어시티,K,경의중앙,서울특별시 은평구 수색로 193,37.576646,126.900984,37.576646,126.900984,서울특별시,마포구,상암동
314,수색K,수색,K,경의중앙,서울특별시 은평구 수색로 261-1,37.580842,126.895611,37.580842,126.895611,서울특별시,은평구,수색동
315,디지털미디어시티6,디지털미디어시티,6,6,서울특별시 은평구 수색로 지하 175,37.576646,126.900984,37.576646,126.900984,서울특별시,마포구,상암동
316,구산6,구산,6,6,서울특별시 은평구 연서로 지하 137-1,37.611377,126.91727,37.611377,126.91727,서울특별시,은평구,갈현2동
317,증산6,증산,6,6,서울특별시 은평구 증산로 지하 306,37.583876,126.909645,37.583876,126.909645,서울특별시,은평구,증산동
318,새절6,새절,6,6,서울특별시 은평구 증산로 지하 400,37.591148,126.913629,37.591148,126.913629,서울특별시,은평구,신사2동
319,응암6,응암,6,6,서울특별시 은평구 증산로 지하 477,37.598605,126.915577,37.598605,126.915577,서울특별시,은평구,신사1동
320,구파발3,구파발,3,3,서울특별시 은평구 진관2로 지하 15-25,37.636763,126.918821,37.636763,126.918821,서울특별시,은평구,진관동
321,녹번3,녹번,3,3,서울특별시 은평구 통일로 지하 602-1,37.600927,126.935756,37.600927,126.935756,서울특별시,은평구,녹번동
322,불광3,불광,3,3,서울특별시 은평구 통일로 지하 723-1,37.610469,126.929887,37.610469,126.929887,서울특별시,은평구,대조동
323,불광6,불광,6,6,서울특별시 은평구 통일로 지하 723-1,37.610469,126.929887,37.610469,126.929887,서울특별시,은평구,대조동
324,연신내3,연신내,3,3,서울특별시 은평구 통일로 지하 849,37.619001,126.921008,37.619001,126.921008,서울특별시,은평구,갈현1동
325,연신내6,연신내,6,6,서울특별시 은평구 통일로 지하 849,37.619001,126.921008,37.619001,126.921008,서울특별시,은평구,갈현1동
326,혜화4,혜화,4,4,서울특별시 종로구 대학로 지하 120,37.582336,127.001844,37.582336,127.001844,서울특별시,종로구,이화동
327,종로3가3,종로3가,3,3,서울특별시 종로구 돈화문로 지하 30,37.571607,126.991806,37.571607,126.991806,서울특별시,종로구,종로1.2.3.4가동
328,종로3가5,종로3가,5,5,서울특별시 종로구 돈화문로11길 지하 26,37.571607,126.991806,37.571607,126.991806,서울특별시,종로구,종로1.2.3.4가동
329,경복궁3,경복궁,3,3,서울특별시 종로구 사직로 지하 130,37.575762,126.97353,37.575762,126.97353,서울특별시,종로구,사직동
330,광화문5,광화문,5,5,서울특별시 종로구 세종대로 지하 172,37.571026,126.976669,37.571026,126.976669,서울특별시,종로구,사직동
331,동대문4,동대문,4,4,서울특별시 종로구 율곡로 지하 308,37.57142,127.009745,37.57142,127.009745,서울특별시,종로구,종로5.6가동
332,안국3,안국,3,3,서울특별시 종로구 율곡로 지하 62,37.576477,126.985443,37.576477,126.985443,서울특별시,종로구,종로1.2.3.4가동
333,동묘앞1,동묘앞,1,1,서울특별시 종로구 종로 359,37.572627,127.016429,37.572627,127.016429,서울특별시,종로구,숭인2동
334,종로3가1,종로3가,1,1,서울특별시 종로구 종로 지하 129,37.571607,126.991806,37.571607,126.991806,서울특별시,종로구,종로1.2.3.4가동
335,종로5가1,종로5가,1,1,서울특별시 종로구 종로 지하 216,37.570926,127.001849,37.570926,127.001849,서울특별시,종로구,종로5.6가동
336,동대문1,동대문,1,1,서울특별시 종로구 종로 지하 302,37.57142,127.009745,37.57142,127.009745,서울특별시,종로구,종로5.6가동
337,종각1,종각,1,1,서울특별시 종로구 종로 지하 55,37.570161,126.982923,37.570161,126.982923,서울특별시,종로구,종로1.2.3.4가동
338,창신6,창신,6,6,서울특별시 종로구 지봉로 지하 112,37.579661,127.015241,37.579661,127.015241,서울특별시,종로구,창신3동
339,동묘앞6,동묘앞,6,6,서울특별시 종로구 지봉로 지하 24,37.572627,127.016429,37.572627,127.016429,서울특별시,종로구,숭인2동
