,name,longitude_x,latitude_x,latitude_y,longitude_y,sido,gu,dong
0,종로2가사거리,126.9877498816,37.56976512510001,37.56976512510001,126.9877498816,서울특별시,종로구,종로1.2.3.4가동
1,창경궁.서울대학교병원,126.9965660023,37.5791830159,37.5791830159,126.9965660023,서울특별시,종로구,종로1.2.3.4가동
2,명륜3가.성대입구,126.9983401004,37.5826711749,37.5826711749,126.9983401004,서울특별시,종로구,혜화동
3,종로2가.삼일교,126.9876130976,37.5685792736,37.5685792736,126.9876130976,서울특별시,종로구,종로1.2.3.4가동
4,혜화동로터리,127.001744,37.586243,37.586243,127.001744,서울특별시,종로구,혜화동
5,서대문역사거리,126.966893,37.566137,37.566137,126.966893,서울특별시,종로구,교남동
6,서울역사박물관.경희궁앞,126.97038,37.569135,37.569135,126.97038,서울특별시,종로구,사직동
7,서울역사박물관.경희궁앞,126.970609,37.569412,37.569412,126.970609,서울특별시,종로구,사직동
8,광화문,126.9752507511,37.570135474,37.570135474,126.9752507511,서울특별시,종로구,사직동
9,광화문,126.978085488,37.570216807,37.570216807,126.978085488,서울특별시,종로구,종로1.2.3.4가동
10,종로1가,126.9809105247,37.5701184824,37.5701184824,126.9809105247,서울특별시,종로구,종로1.2.3.4가동
11,종로1가,126.9813906402,37.5702290311,37.5702290311,126.9813906402,서울특별시,종로구,종로1.2.3.4가동
12,종로2가,126.9855426998,37.5701386788,37.5701386788,126.9855426998,서울특별시,종로구,종로1.2.3.4가동
13,종로2가,126.9862474502,37.5702571998,37.5702571998,126.9862474502,서울특별시,종로구,종로1.2.3.4가동
14,종로3가.탑골공원,126.9895646721,37.5702449756,37.5702449756,126.9895646721,서울특별시,종로구,종로1.2.3.4가동
15,종로3가.탑골공원,126.9899877751,37.5703605443,37.5703605443,126.9899877751,서울특별시,종로구,종로1.2.3.4가동
16,종로4가.종묘,126.9947218896,37.5705069968,37.5705069968,126.9947218896,서울특별시,종로구,종로1.2.3.4가동
17,종로4가.종묘,126.9952838124,37.5706271118,37.5706271118,126.9952838124,서울특별시,종로구,종로1.2.3.4가동
18,종로5가.광장시장,126.9988498093,37.570756793,37.570756793,126.9988498093,서울특별시,종로구,종로1.2.3.4가동
19,종로5가.광장시장,126.9993346185,37.5708806279,37.5708806279,126.9993346185,서울특별시,종로구,종로1.2.3.4가동
20,종로6가.동대문종합시장,127.0034638793,37.5709624756,37.5709624756,127.0034638793,서울특별시,종로구,종로5.6가동
21,종로6가.동대문종합시장,127.0057137364,37.5711272339,37.5711272339,127.0057137364,서울특별시,종로구,종로5.6가동
22,동대문역.흥인지문,127.0134512388,37.5723023219,37.5723023219,127.0134512388,서울특별시,종로구,창신1동
23,동대문(흥인지문),127.0120461121,37.5719529259,37.5719529259,127.0120461121,서울특별시,종로구,창신1동
24,동묘앞,127.0184514373,37.5737255179,37.5737255179,127.0184514373,서울특별시,종로구,숭인2동
25,동묘앞,127.0196720085,37.5742434484,37.5742434484,127.0196720085,서울특별시,종로구,숭인2동
26,경기상고,126.9693634554,37.5875502159,37.5875502159,126.9693634554,서울특별시,종로구,청운효자동
27,신교동,126.9702653687,37.5832657654,37.5832657654,126.9702653687,서울특별시,종로구,청운효자동
28,경기상고,126.9697701102,37.5871907861,37.5871907861,126.9697701102,서울특별시,종로구,청운효자동
29,경복고교,126.9710436571,37.58511319300001,37.58511319300001,126.9710436571,서울특별시,종로구,청운효자동
30,청운중학교,126.9725135095,37.5878519552,37.5878519552,126.9725135095,서울특별시,종로구,청운효자동
31,자하문고개.윤동주문학관,126.9671261805,37.5921866176,37.5921866176,126.9671261805,서울특별시,종로구,청운효자동
32,자하문고개.윤동주문학관,126.9671906625,37.5923353152,37.5923353152,126.9671906625,서울특별시,종로구,청운효자동
33,청운중학교,126.9724613198,37.5881285775,37.5881285775,126.9724613198,서울특별시,종로구,청운효자동
34,경복고교,126.9711546793,37.5849663426,37.5849663426,126.9711546793,서울특별시,종로구,청운효자동
35,통인시장종로구보건소,126.9710500404,37.5803257033,37.5803257033,126.9710500404,서울특별시,종로구,청운효자동
36,통인시장종로구보건소,126.9713851083,37.5805132118,37.5805132118,126.9713851083,서울특별시,종로구,청운효자동
37,효자동,126.9706209712,37.583091043,37.583091043,126.9706209712,서울특별시,종로구,청운효자동
38,사직단,126.9679907155,37.5751355316,37.5751355316,126.9679907155,서울특별시,종로구,사직동
39,사직동주민센터,126.9713244962,37.5761834563,37.5761834563,126.9713244962,서울특별시,종로구,사직동
40,경복궁역,126.97219601,37.5768666917,37.5768666917,126.97219601,서울특별시,종로구,사직동
41,경복궁역,126.9722828893,37.5776713863,37.5776713863,126.9722828893,서울특별시,종로구,사직동
42,경복궁,126.9787471496,37.5755767894,37.5755767894,126.9787471496,서울특별시,종로구,종로1.2.3.4가동
43,KT광화문지사,126.9773193291,37.5724064843,37.5724064843,126.9773193291,서울특별시,종로구,종로1.2.3.4가동
44,광화문,126.9763838838,37.56984539800001,37.56984539800001,126.9763838838,서울특별시,종로구,사직동
45,서울역사박물관.경교장.강북삼성병원,126.971248,37.570023,37.570023,126.971248,서울특별시,종로구,사직동
46,광화문,126.975837,37.570365,37.570365,126.975837,서울특별시,종로구,사직동
47,세종문화회관,126.9765652658,37.5726577416,37.5726577416,126.9765652658,서울특별시,종로구,사직동
48,서울지방경찰청.경복궁역,126.9714842989,37.5757446636,37.5757446636,126.9714842989,서울특별시,종로구,사직동
49,사직단,126.968188961,37.5748553458,37.5748553458,126.968188961,서울특별시,종로구,사직동
50,광화문광화문빌딩,126.9765458935,37.569450752,37.569450752,126.9765458935,서울특별시,종로구,사직동
51,덕성여중고,126.9819692323,37.5757260055,37.5757260055,126.9819692323,서울특별시,종로구,삼청동
52,안국역.종로경찰서.인사동,126.9840715924,37.5760056461,37.5760056461,126.9840715924,서울특별시,종로구,삼청동
53,국민은행세검정지점,126.9608880061,37.6046629766,37.6046629766,126.9608880061,서울특별시,종로구,부암동
54,세검정초등학교,126.9612198463,37.60250227989999,37.60250227989999,126.9612198463,서울특별시,종로구,부암동
55,세검정.상명대,126.9587223861,37.6007325989,37.6007325989,126.9587223861,서울특별시,종로구,부암동
56,상명대입구,126.958570225,37.5994133537,37.5994133537,126.958570225,서울특별시,종로구,부암동
57,하림각,126.9617068235,37.5981330665,37.5981330665,126.9617068235,서울특별시,종로구,부암동
58,자하문터널입구.석파정,126.9636434993,37.5955935123,37.5955935123,126.9636434993,서울특별시,종로구,부암동
59,부암동주민센터.무계원,126.9639574356,37.5927380599,37.5927380599,126.9639574356,서울특별시,종로구,부암동
60,부암동주민센터.무계원,126.9651419211,37.5927861733,37.5927861733,126.9651419211,서울특별시,종로구,부암동
61,자하문터널입구.석파정,126.9639775924,37.5955575712,37.5955575712,126.9639775924,서울특별시,종로구,부암동
62,하림각,126.962215308,37.5981476478,37.5981476478,126.962215308,서울특별시,종로구,부암동
63,상명대입구.세검정교회,126.9592405649,37.5996163318,37.5996163318,126.9592405649,서울특별시,종로구,부암동
64,세검정.상명대,126.9589342697,37.6005524553,37.6005524553,126.9589342697,서울특별시,종로구,부암동
65,세검정초등학교,126.9614328894,37.6022680671,37.6022680671,126.9614328894,서울특별시,종로구,부암동
66,국민은행세검정지점,126.9612088135,37.6047191923,37.6047191923,126.9612088135,서울특별시,종로구,부암동
67,승가사입구,126.9563059978,37.6115844138,37.6115844138,126.9563059978,서울특별시,종로구,평창동
68,구기동현대빌라,126.9564575503,37.6100355035,37.6100355035,126.9564575503,서울특별시,종로구,평창동
69,구기터널한국고전번역원,126.9562103294,37.6086098941,37.6086098941,126.9562103294,서울특별시,종로구,평창동
70,구기터널앞.한국고전번역원,126.9564166508,37.6083054034,37.6083054034,126.9564166508,서울특별시,종로구,평창동
71,구기동,126.9585297928,37.6069644475,37.6069644475,126.9585297928,서울특별시,종로구,평창동
72,구기동,126.9591017479,37.6070088003,37.6070088003,126.9591017479,서울특별시,종로구,평창동
73,승가사입구,126.956482,37.61148,37.61148,126.956482,서울특별시,종로구,평창동
74,갑을씨티텔앞,126.9635350292,37.6043709709,37.6043709709,126.9635350292,서울특별시,종로구,평창동
75,평창파출소,126.9660432906,37.6053223656,37.6053223656,126.9660432906,서울특별시,종로구,평창동
76,평창동주민센터,126.9695663093,37.6066073749,37.6066073749,126.9695663093,서울특별시,종로구,평창동
77,일성아파트,126.9729985215,37.6087663115,37.6087663115,126.9729985215,서울특별시,종로구,평창동
78,롯데아파트,126.9764662019,37.6104295575,37.6104295575,126.9764662019,서울특별시,종로구,평창동
79,롯데아파트,126.976652,37.610248,37.610248,126.976652,서울특별시,종로구,평창동
80,벽산평창힐스아파트,126.972797,37.60819,37.60819,126.972797,서울특별시,종로구,평창동
81,예능교회,126.97,37.606517,37.606517,126.97,서울특별시,종로구,평창동
82,서울예술고등학교.평창동주민센터,126.9676276108,37.6057787606,37.6057787606,126.9676276108,서울특별시,종로구,평창동
83,화정박물관,126.9648102665,37.6045038178,37.6045038178,126.9648102665,서울특별시,종로구,평창동
84,강북삼성병원,126.9686004828,37.568145927,37.568145927,126.9686004828,서울특별시,종로구,교남동
85,독립문역,126.9594644024,37.5732126863,37.5732126863,126.9594644024,서울특별시,종로구,무악동
86,서대문.서울시교육청,126.9645273358,37.5682538056,37.5682538056,126.9645273358,서울특별시,종로구,교남동
87,서대문역사거리.적십자병원,126.9675878497,37.5671081521,37.5671081521,126.9675878497,서울특별시,종로구,교남동
88,독립문,126.9615632709,37.5711733169,37.5711733169,126.9615632709,서울특별시,종로구,교남동
89,창덕궁.서울돈화문국악당,126.9886000241,37.5774623333,37.5774623333,126.9886000241,서울특별시,종로구,종로1.2.3.4가동
90,무교동,126.9802681756,37.5692423794,37.5692423794,126.9802681756,서울특별시,종로구,종로1.2.3.4가동
91,청계1가.광교,126.9849267193,37.568684389,37.568684389,126.9849267193,서울특별시,종로구,종로1.2.3.4가동
92,청계2가.수표교,126.9906741813,37.5684371825,37.5684371825,126.9906741813,서울특별시,종로구,종로1.2.3.4가동
93,청계4가.세운교,126.9964906282,37.5688691218,37.5688691218,126.9964906282,서울특별시,종로구,종로1.2.3.4가동
94,청계5가.광장시장,126.9997973605,37.5694512793,37.5694512793,126.9997973605,서울특별시,종로구,종로1.2.3.4가동
95,종로2가,126.9874612934,37.5692316483,37.5692316483,126.9874612934,서울특별시,종로구,종로1.2.3.4가동
96,원남동,126.9973383362,37.5745325055,37.5745325055,126.9973383362,서울특별시,종로구,종로1.2.3.4가동
97,창덕궁.서울돈화문국악당,126.9878777332,37.5771946373,37.5771946373,126.9878777332,서울특별시,종로구,종로1.2.3.4가동
98,안국역.종로경찰서.인사동,126.9842425956,37.5757849018,37.5757849018,126.9842425956,서울특별시,종로구,종로1.2.3.4가동
99,조계사,126.9832244185,37.5723660209,37.5723660209,126.9832244185,서울특별시,종로구,종로1.2.3.4가동
100,조계사,126.9828258888,37.5724858087,37.5724858087,126.9828258888,서울특별시,종로구,종로1.2.3.4가동
101,안국동,126.9827201116,37.5746105669,37.5746105669,126.9827201116,서울특별시,종로구,종로1.2.3.4가동
102,종로5가.효제동,127.00223,37.5745,37.5745,127.00223,서울특별시,종로구,종로5.6가동
103,종로5가.효제초등학교,127.0021442279,37.5728790133,37.5728790133,127.0021442279,서울특별시,종로구,종로5.6가동
104,종로5가,127.0021826522,37.5705596025,37.5705596025,127.0021826522,서울특별시,종로구,종로5.6가동
105,청계6가.동대문시장,127.0028494203,37.5698351103,37.5698351103,127.0028494203,서울특별시,종로구,종로5.6가동
106,동대문,127.0084126252,37.5717262368,37.5717262368,127.0084126252,서울특별시,종로구,종로5.6가동
107,충신동,127.006278812,37.5740223509,37.5740223509,127.006278812,서울특별시,종로구,종로5.6가동
108,충신동,127.0063433807,37.5744602778,37.5744602778,127.0063433807,서울특별시,종로구,종로5.6가동
109,현대그룹빌딩,127.000533,37.575873,37.575873,127.000533,서울특별시,종로구,종로5.6가동
110,통신대(이화장),127.002437,37.578043,37.578043,127.002437,서울특별시,종로구,이화동
111,혜화역.마로니에공원,127.0022769364,37.5811194873,37.5811194873,127.0022769364,서울특별시,종로구,이화동
112,혜화역.서울대병원입구,127.0019395272,37.5810636257,37.5810636257,127.0019395272,서울특별시,종로구,이화동
113,통신대(이화장),127.0019937965,37.5781296741,37.5781296741,127.0019937965,서울특별시,종로구,이화동
114,이화동(이화장),127.0006951494,37.576119355,37.576119355,127.0006951494,서울특별시,종로구,이화동
115,창경궁.서울대학교병원,126.9968717143,37.5788279947,37.5788279947,126.9968717143,서울특별시,종로구,이화동
116,이화동(이화장),127.0032708172,37.5759372914,37.5759372914,127.0032708172,서울특별시,종로구,이화동
117,혜화동로타리,127.0007246792,37.5857646257,37.5857646257,127.0007246792,서울특별시,종로구,혜화동
118,명륜동2가.성균관대입구,126.9993987623,37.5833334862,37.5833334862,126.9993987623,서울특별시,종로구,혜화동
119,혜화역.서울연극센터(장면총리가옥),127.0013281701,37.584022814,37.584022814,127.0013281701,서울특별시,종로구,혜화동
120,혜화역.동성중고(장면총리가옥),127.0017176887,37.5845697705,37.5845697705,127.0017176887,서울특별시,종로구,혜화동
121,창신동두산아파트,127.0155555279,37.5740926792,37.5740926792,127.0155555279,서울특별시,종로구,창신1동
122,동묘역앞,127.0156014431,37.5716849566,37.5716849566,127.0156014431,서울특별시,종로구,창신1동
123,동묘역앞,127.0158879092,37.5718984771,37.5718984771,127.0158879092,서울특별시,종로구,숭인2동
124,창신3동주민센터,127.015178,37.578413,37.578413,127.015178,서울특별시,종로구,창신3동
125,숭인1동주민센터,127.0155485759,37.5787720457,37.5787720457,127.0155485759,서울특별시,종로구,숭인1동
126,종로구민회관숭인동,127.0158023517,37.5741800523,37.5741800523,127.0158023517,서울특별시,종로구,숭인1동
127,신설동로타리,127.0227802373,37.5759288312,37.5759288312,127.0227802373,서울특별시,종로구,숭인2동
128,동묘앞,127.0178163138,37.5737292199,37.5737292199,127.0178163138,서울특별시,종로구,숭인1동
129,구기동현대빌라,126.956622,37.609682,37.609682,126.956622,서울특별시,종로구,평창동
130,광장시장,126.9977437946,37.5694963125,37.5694963125,126.9977437946,서울특별시,종로구,종로1.2.3.4가동
131,혜화경찰서,126.9974787875,37.5725807445,37.5725807445,126.9974787875,서울특별시,종로구,종로1.2.3.4가동
132,서울역사박물관(경교장),126.9721318077,37.5699003386,37.5699003386,126.9721318077,서울특별시,종로구,사직동
133,청계3가.관수교,126.9937793705,37.5686887917,37.5686887917,126.9937793705,서울특별시,종로구,종로1.2.3.4가동
134,청계6가.버들다리,127.0080377075,37.5699303868,37.5699303868,127.0080377075,서울특별시,종로구,종로5.6가동
135,청계7가.맑은내다리,127.0129554377,37.5699975315,37.5699975315,127.0129554377,서울특별시,종로구,창신1동
136,청계8가.영도교,127.0182311268,37.5709465856,37.5709465856,127.0182311268,서울특별시,종로구,창신1동
137,원남동사거리,126.9968333463,37.5758291633,37.5758291633,126.9968333463,서울특별시,종로구,종로1.2.3.4가동
138,숭인동,127.0204373408,37.5742721533,37.5742721533,127.0204373408,서울특별시,종로구,숭인2동
139,조계사,126.9831609226,37.572800338,37.572800338,126.9831609226,서울특별시,종로구,종로1.2.3.4가동
140,세종문화회관,126.9763658004,37.5733335205,37.5733335205,126.9763658004,서울특별시,종로구,사직동
141,이화동(이화장),127.002955,37.576257,37.576257,127.002955,서울특별시,종로구,이화동
142,상명대정문,126.9550207178,37.6016197182,37.6016197182,126.9550207178,서울특별시,종로구,부암동
143,이북오도청,126.9558882973,37.6130503244,37.6130503244,126.9558882973,서울특별시,종로구,평창동
144,상명대입구.세검정교회,126.9597921957,37.5994435122,37.5994435122,126.9597921957,서울특별시,종로구,부암동
145,상명대입구,126.9581941404,37.5995718125,37.5995718125,126.9581941404,서울특별시,종로구,부암동
146,종로중부새마을금고,127.0065911394,37.5724174899,37.5724174899,127.0065911394,서울특별시,종로구,종로5.6가동
147,신설동로터리.신한은행앞.서울풍물시장,127.0231182769,37.57438609739999,37.57438609739999,127.0231182769,서울특별시,종로구,숭인2동
148,청계2가.삼일교,126.9872214307,37.5684458702,37.5684458702,126.9872214307,서울특별시,종로구,종로1.2.3.4가동
149,청계8가.황학교,127.0227870051,37.5721307298,37.5721307298,127.0227870051,서울특별시,종로구,숭인2동
150,평창동삼성아파트,126.978368,37.610967,37.610967,126.978368,서울특별시,종로구,평창동
151,안국역.종로경찰서.인사동,126.9855365486,37.5763329308,37.5763329308,126.9855365486,서울특별시,종로구,종로1.2.3.4가동
152,안국역.종로경찰서.인사동,126.9848289423,37.5763382485,37.5763382485,126.9848289423,서울특별시,종로구,삼청동
153,창덕궁,126.9890031166,37.5772280879,37.5772280879,126.9890031166,서울특별시,종로구,종로1.2.3.4가동
154,평창동주민센터,126.9668167021,37.605681218,37.605681218,126.9668167021,서울특별시,종로구,평창동
155,삼청공원,126.9816468946,37.5882276807,37.5882276807,126.9816468946,서울특별시,종로구,삼청동
156,수성동계곡,126.964246771,37.5820791626,37.5820791626,126.964246771,서울특별시,종로구,청운효자동
157,명륜3가종점,126.9928636796,37.5909483783,37.5909483783,126.9928636796,서울특별시,종로구,혜화동
158,명륜새마을금고,126.996704891,37.5876532654,37.5876532654,126.996704891,서울특별시,종로구,혜화동
159,서대문3번출구,126.9662183105,37.5664160731,37.5664160731,126.9662183105,서울특별시,종로구,교남동
160,낙산공원,127.0087215681,37.5804037213,37.5804037213,127.0087215681,서울특별시,종로구,창신2동
161,세탁소,126.9893670844,37.5814109836,37.5814109836,126.9893670844,서울특별시,종로구,가회동
162,평화동물병원,126.9648837454,37.6048011982,37.6048011982,126.9648837454,서울특별시,종로구,평창동
163,금융연수원,126.9815691643,37.5865984991,37.5865984991,126.9815691643,서울특별시,종로구,삼청동
164,한아름슈퍼,126.966603478,37.5809967425,37.5809967425,126.966603478,서울특별시,종로구,청운효자동
165,샘미용실,126.9932227051,37.5903095275,37.5903095275,126.9932227051,서울특별시,종로구,혜화동
166,서울국제고등학교,126.9972902593,37.58907159469999,37.58907159469999,126.9972902593,서울특별시,종로구,혜화동
167,평화동물병원,126.9652007897,37.6049806084,37.6049806084,126.9652007897,서울특별시,종로구,평창동
168,적십자병원후문앞,126.9652272769,37.5675295356,37.5675295356,126.9652272769,서울특별시,종로구,교남동
169,서울성곽.성대후문,126.9896320737,37.5892576959,37.5892576959,126.9896320737,서울특별시,종로구,혜화동
170,빨래터,126.9893714358,37.582659895,37.582659895,126.9893714358,서울특별시,종로구,가회동
171,세검초등학교,126.9614907597,37.6042522792,37.6042522792,126.9614907597,서울특별시,종로구,부암동
172,삼청동주민센터,126.9819071619,37.5842638281,37.5842638281,126.9819071619,서울특별시,종로구,삼청동
173,통인시장,126.9687504304,37.5804530718,37.5804530718,126.9687504304,서울특별시,종로구,청운효자동
174,양현관,126.9936043615,37.5897914226,37.5897914226,126.9936043615,서울특별시,종로구,혜화동
175,국민생활관,126.9988619666,37.5897456349,37.5897456349,126.9988619666,서울특별시,종로구,혜화동
176,오거리,126.9622629001,37.6070621164,37.6070621164,126.9622629001,서울특별시,종로구,평창동
177,경희궁자이2.3단지,126.9640686009,37.5687871134,37.5687871134,126.9640686009,서울특별시,종로구,교남동
178,창신쌍용2단지.한성대후문,127.0127581151,37.5812647965,37.5812647965,127.0127581151,서울특별시,종로구,창신3동
179,통일부,126.9859476734,37.5875948053,37.5875948053,126.9859476734,서울특별시,종로구,삼청동
180,원서고개,126.9878088426,37.583080553,37.583080553,126.9878088426,서울특별시,종로구,가회동
181,설악냉면,126.9591855785,37.6069799945,37.6069799945,126.9591855785,서울특별시,종로구,평창동
182,종로5가입구,126.997541081,37.571747236,37.571747236,126.997541081,서울특별시,종로구,종로1.2.3.4가동
183,삼청파출소,126.9812510491,37.58181366199999,37.58181366199999,126.9812510491,서울특별시,종로구,삼청동
184,오거리,126.9695411172,37.5794963204,37.5794963204,126.9695411172,서울특별시,종로구,청운효자동
185,명륜시장.성대후문,126.9952543092,37.5885110529,37.5885110529,126.9952543092,서울특별시,종로구,혜화동
186,혜화초등학교,126.9998516643,37.5872532276,37.5872532276,126.9998516643,서울특별시,종로구,혜화동
187,청련사입구,126.9624312007,37.6079803769,37.6079803769,126.9624312007,서울특별시,종로구,평창동
188,영천시장,126.9628351888,37.5700050081,37.5700050081,126.9628351888,서울특별시,종로구,교남동
189,명신초.삼선푸르지오.힐스테이트,127.014556281,37.5821062067,37.5821062067,127.014556281,서울특별시,종로구,창신3동
190,감사원,126.9852900569,37.58621065179999,37.58621065179999,126.9852900569,서울특별시,종로구,가회동
191,중앙중고,126.986965299,37.583092177,37.583092177,126.986965299,서울특별시,종로구,가회동
192,인왕빌딩,126.9577443332,37.6079283311,37.6079283311,126.9577443332,서울특별시,종로구,평창동
193,종묘공원,126.9933305456,37.5706349329,37.5706349329,126.9933305456,서울특별시,종로구,종로1.2.3.4가동
194,국립민속박물관,126.9795533717,37.5792551846,37.5792551846,126.9795533717,서울특별시,종로구,청운효자동
195,새마을금고앞,126.9711466491,37.5793687689,37.5793687689,126.9711466491,서울특별시,종로구,청운효자동
196,새마을금고,126.996518051,37.5877370613,37.5877370613,126.996518051,서울특별시,종로구,혜화동
197,혜화우체국,127.0006137149,37.5860376565,37.5860376565,127.0006137149,서울특별시,종로구,혜화동
198,언덕앞,126.9637921715,37.6089539753,37.6089539753,126.9637921715,서울특별시,종로구,평창동
199,경희궁자이4단지,126.9621148375,37.5707022242,37.5707022242,126.9621148375,서울특별시,종로구,교남동
200,종로센트레빌후문.e편한세상보문아파트,127.0161855253,37.5817743934,37.5817743934,127.0161855253,서울특별시,종로구,숭인1동
201,사우디대사관앞.경남빌라,126.9850311776,37.5841056738,37.5841056738,126.9850311776,서울특별시,종로구,가회동
202,안국선원.삼거리,126.984994076,37.5827909789,37.5827909789,126.984994076,서울특별시,종로구,가회동
203,구기터널입구,126.9567768927,37.6082046142,37.6082046142,126.9567768927,서울특별시,종로구,평창동
204,종로3가.1.3.5호선,126.9921806628,37.5710729861,37.5710729861,126.9921806628,서울특별시,종로구,종로1.2.3.4가동
205,경복궁,126.9793377561,37.576950157,37.576950157,126.9793377561,서울특별시,종로구,청운효자동
206,경복궁역,126.9722764647,37.5766774815,37.5766774815,126.9722764647,서울특별시,종로구,사직동
207,소나무집,126.964110466,37.6112770717,37.6112770717,126.964110466,서울특별시,종로구,평창동
208,독립문역3번출구,126.9597453483,37.5728784775,37.5728784775,126.9597453483,서울특별시,종로구,교남동
209,청룡사.보문파크뷰자이아파트,127.01700714,37.5800189539,37.5800189539,127.01700714,서울특별시,종로구,숭인1동
210,북촌한옥마을.돈미약국,126.9849422317,37.5815997311,37.5815997311,126.9849422317,서울특별시,종로구,가회동
211,마트앞,126.9586668762,37.6069014195,37.6069014195,126.9586668762,서울특별시,종로구,평창동
212,창덕궁,126.9906200153,37.5760892484,37.5760892484,126.9906200153,서울특별시,종로구,종로1.2.3.4가동
213,세종문화회관,126.9765789285,37.5724108452,37.5724108452,126.9765789285,서울특별시,종로구,사직동
214,혜화역3번출구,127.0019214153,37.5812159103,37.5812159103,127.0019214153,서울특별시,종로구,이화동
215,아름다운실버,126.965463701,37.6120100581,37.6120100581,126.965463701,서울특별시,종로구,평창동
216,독립문초등학교,126.9607207234,37.5738474794,37.5738474794,126.9607207234,서울특별시,종로구,무악동
217,종로센트레빌아파트,127.0156926979,37.58035344050001,37.58035344050001,127.0156926979,서울특별시,종로구,숭인1동
218,가회동주민센터,126.9848497239,37.5799390098,37.5799390098,126.9848497239,서울특별시,종로구,가회동
219,문방구,126.9579797248,37.6062686142,37.6062686142,126.9579797248,서울특별시,종로구,평창동
220,원남로터리,126.997511497,37.5762373738,37.5762373738,126.997511497,서울특별시,종로구,종로1.2.3.4가동
221,보현산신각,126.9657790521,37.6134825236,37.6134825236,126.9657790521,서울특별시,종로구,평창동
222,천사유치원,126.9618603707,37.5746480221,37.5746480221,126.9618603707,서울특별시,종로구,교남동
223,쌍용아파트입구.창신역,127.0149635738,37.580511226,37.580511226,127.0149635738,서울특별시,종로구,창신3동
224,아름다운가게.정독도서관,126.9850220301,37.5788991733,37.5788991733,126.9850220301,서울특별시,종로구,가회동
225,산정빌라,126.9574922002,37.6051519935,37.6051519935,126.9574922002,서울특별시,종로구,평창동
226,이화사거리,127.0020107348,37.5764698644,37.5764698644,127.0020107348,서울특별시,종로구,이화동
227,혜원사,126.9676873462,37.6143102577,37.6143102577,126.9676873462,서울특별시,종로구,평창동
228,무악현대아파트후문,126.962001046,37.5763060751,37.5763060751,126.962001046,서울특별시,종로구,무악동
229,헌법재판소.안국역,126.9856755706,37.5775584314,37.5775584314,126.9856755706,서울특별시,종로구,가회동
230,청구빌라,126.9569839726,37.6046102563,37.6046102563,126.9569839726,서울특별시,종로구,평창동
231,서울대장례식장,126.9995029662,37.5781188768,37.5781188768,126.9995029662,서울특별시,종로구,이화동
232,서울사대초.중교,127.0024794898,37.5775673842,37.5775673842,127.0024794898,서울특별시,종로구,이화동
233,화인빌라,126.9685386165,37.6129345305,37.6129345305,126.9685386165,서울특별시,종로구,평창동
234,넓은마당,126.9628880463,37.5752728058,37.5752728058,126.9628880463,서울특별시,종로구,교남동
235,창신초등학교,127.0153885503,37.5769032044,37.5769032044,127.0153885503,서울특별시,종로구,창신3동
236,수운회관,126.986517218,37.5751598262,37.5751598262,126.986517218,서울특별시,종로구,종로1.2.3.4가동
237,상명대후문,126.9573354115,37.6040255786,37.6040255786,126.9573354115,서울특별시,종로구,부암동
238,혜화역2번출구,127.002256557,37.5811483226,37.5811483226,127.002256557,서울특별시,종로구,이화동
239,힐탑,126.9690205751,37.6116055569,37.6116055569,126.9690205751,서울특별시,종로구,평창동
240,신학대학교총회본부,126.9634445669,37.5739763092,37.5739763092,126.9634445669,서울특별시,종로구,교남동
241,낙원상가,126.9872918609,37.5736776169,37.5736776169,126.9872918609,서울특별시,종로구,종로1.2.3.4가동
242,완성빌라,126.9575011241,37.6034020863,37.6034020863,126.9575011241,서울특별시,종로구,부암동
243,장례식장,126.9974309648,37.5805553988,37.5805553988,126.9974309648,서울특별시,종로구,이화동
244,혜화역1번출구,127.0019407215,37.5834542178,37.5834542178,127.0019407215,서울특별시,종로구,혜화동
245,파라과이대사관,126.9699479367,37.6124059606,37.6124059606,126.9699479367,서울특별시,종로구,평창동
246,한국사회과학자료원,126.9641432573,37.5736332076,37.5736332076,126.9641432573,서울특별시,종로구,사직동
247,동묘역,127.0142453819,37.5726943506,37.5726943506,127.0142453819,서울특별시,종로구,창신1동
248,금강제화,126.9874384317,37.5705445369,37.5705445369,126.9874384317,서울특별시,종로구,종로1.2.3.4가동
249,경진빌라,126.9578303612,37.6020037175,37.6020037175,126.9578303612,서울특별시,종로구,부암동
250,성균관대학교앞,126.9993659265,37.5833082555,37.5833082555,126.9993659265,서울특별시,종로구,혜화동
251,광화문한국통신.KT,126.977317218,37.5719018726,37.5719018726,126.977317218,서울특별시,종로구,종로1.2.3.4가동
252,임마누엘제4천사의집,126.9707007997,37.6134063548,37.6134063548,126.9707007997,서울특별시,종로구,평창동
253,종로문화센터,126.9646261961,37.5746470811,37.5746470811,126.9646261961,서울특별시,종로구,사직동
254,동대문역.2번출구,127.0117218002,37.5720494465,37.5720494465,127.0117218002,서울특별시,종로구,창신2동
255,종각역YMCA,126.9850714936,37.5703393522,37.5703393522,126.9850714936,서울특별시,종로구,종로1.2.3.4가동
256,서교빌라,126.9571553655,37.601989057,37.601989057,126.9571553655,서울특별시,종로구,부암동
257,적선동.경복궁역,126.9724733176,37.5770722054,37.5770722054,126.9724733176,서울특별시,종로구,사직동
258,연건동,127.0007449647,37.5761256624,37.5761256624,127.0007449647,서울특별시,종로구,이화동
259,성대입구,126.998853007,37.5832668015,37.5832668015,126.998853007,서울특별시,종로구,혜화동
